
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
DeMarco Murray,11,287.00,0,0,0,0,0,0,392,"1,845",13,0,57,416,0,0,5,0
Le'Veon Bell,12,272.00,0,0,0,0,0,0,290,"1,361",8,0,83,854,3,0,0,0
Marshawn Lynch,4,255.00,0,0,0,0,0,0,280,"1,306",13,0,37,367,4,0,2,0
Matt Forte,9,233.00,0,0,0,0,0,0,266,"1,038",6,1,102,808,4,1,2,0
Arian Foster,10,227.00,1,1,5,1,0,0,260,"1,246",8,0,38,327,5,0,2,0
Eddie Lacy,9,218.00,0,0,0,0,0,0,246,"1,139",9,0,42,427,4,0,2,0
Jamaal Charles,6,200.00,0,0,0,0,0,0,206,"1,033",9,0,40,291,5,0,3,0
Justin Forsett,11,189.00,0,0,0,0,0,0,235,"1,266",8,1,44,263,0,0,0,0
Lamar Miller,5,174.00,0,0,0,0,0,0,216,"1,099",8,0,38,275,1,0,3,0
Jeremy Hill,4,173.00,0,0,0,0,0,0,222,"1,124",9,0,27,215,0,0,2,0
C.J. Anderson,4,167.00,0,0,0,0,0,0,179,849,8,0,34,324,2,0,0,0
LeSean McCoy,7,161.00,0,0,0,0,0,0,312,"1,319",5,0,28,155,0,0,3,0
Alfred Morris,10,159.00,0,0,0,0,0,0,265,"1,074",8,0,17,155,0,0,0,0
Joique Bell,9,155.00,0,0,0,0,0,0,223,860,7,0,34,322,1,0,1,0
Mark Ingram,6,155.00,0,0,0,0,0,0,226,964,9,0,29,145,0,0,1,0
Matt Asiata,10,140.00,0,0,0,0,0,0,164,570,9,2,44,312,1,0,1,0
Frank Gore,8,137.00,0,0,0,0,0,0,255,"1,106",4,0,11,111,1,0,2,0
Giovani Bernard,4,132.00,0,0,0,0,0,0,168,680,5,0,43,349,2,0,0,0
Chris Ivory,11,125.00,0,0,0,0,0,0,198,821,6,0,18,123,1,0,1,0
Andre Ellington,4,124.00,0,0,0,0,0,0,201,660,3,0,46,395,2,0,2,0
Andre Williams,8,115.00,0,0,0,0,0,0,217,721,7,0,18,130,0,0,0,0
Tre Mason,4,112.00,0,0,0,0,0,0,179,765,4,0,16,148,1,0,1,0
Steven Jackson,9,111.00,0,0,0,0,0,0,190,707,6,0,20,148,0,0,0,0
