
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Tyreek Hill,12,229.00,0,0,0,0,0,0,22,151,1,0,87,"1,479",12,0,0,0
DeAndre Hopkins,10,215.00,1,0,0,0,0,0,1,-7,0,0,115,"1,572",11,0,2,0
Davante Adams,7,213.00,0,0,0,0,0,0,0,0,0,0,111,"1,386",13,1,0,0
Antonio Brown,7,213.00,1,0,0,0,0,0,0,0,0,0,104,"1,297",15,0,0,0
Julio Jones,8,206.00,0,0,0,0,0,0,2,12,0,0,113,"1,677",8,0,2,0
Mike Evans,5,197.00,0,0,0,0,0,0,0,0,0,0,86,"1,524",8,0,1,1
Adam Thielen,10,187.00,0,0,0,0,0,0,5,30,0,0,113,"1,373",9,1,1,0
Michael Thomas,6,184.00,0,0,0,0,0,0,0,0,0,0,125,"1,405",9,0,2,0
JuJu Smith-Schuster,7,180.00,0,0,0,0,0,0,1,13,0,0,111,"1,426",7,1,1,0
Robert Woods,12,168.00,0,0,0,0,0,0,19,157,1,0,86,"1,219",6,0,0,0
T.Y. Hilton,9,156.00,0,0,0,0,0,0,0,0,0,0,76,"1,270",6,0,0,0
Keenan Allen,8,155.00,0,0,0,0,0,0,9,75,0,0,97,"1,196",6,1,1,0
Tyler Lockett,7,155.00,0,0,0,0,0,0,13,69,0,0,57,965,10,1,0,0
Odell Beckham Jr.,9,153.00,2,2,106,2,0,0,5,19,0,0,77,"1,052",6,0,1,0
Brandin Cooks,12,153.00,0,0,0,0,0,0,10,68,1,0,80,"1,204",5,0,0,0
Stefon Diggs,10,153.00,0,0,0,0,0,0,10,62,0,0,102,"1,021",9,1,0,0
Tyler Boyd,9,139.00,1,0,0,0,0,0,2,3,0,0,76,"1,028",7,0,0,0
Calvin Ridley,8,136.00,0,0,0,0,0,0,6,27,0,0,64,821,10,0,1,0
Amari Cooper,8,135.00,0,0,0,0,0,0,2,20,0,0,75,"1,005",7,0,2,0
Mike Williams,8,130.00,0,0,0,0,0,0,7,28,1,0,43,664,10,1,0,0
Kenny Golladay,6,129.00,0,0,0,0,0,0,1,8,0,0,70,"1,063",5,0,0,0
Jarvis Landry,11,128.00,2,1,63,0,0,1,3,60,1,0,81,976,4,0,1,0
Julian Edelman,11,125.00,2,2,43,0,0,0,9,107,0,0,74,850,6,0,0,0
Chris Godwin,5,122.00,0,0,0,0,0,0,0,0,0,0,59,842,7,1,1,0
Emmanuel Sanders,10,121.00,1,1,28,1,0,0,4,53,1,0,71,868,4,0,0,0
Alshon Jeffery,9,114.00,0,0,0,0,0,0,0,0,0,0,65,843,6,0,0,0
Corey Davis,8,111.00,0,0,0,0,0,0,6,55,0,0,65,891,4,0,0,0
Larry Fitzgerald,9,111.00,1,1,32,1,0,0,0,0,0,0,69,734,6,1,0,0
Mohamed Sanu,8,111.00,2,1,5,1,0,0,7,44,0,0,66,838,4,1,1,0
Sterling Shepard,9,106.00,0,0,0,0,0,0,3,33,0,0,66,872,4,1,0,0
Adam Humphries,5,105.00,0,0,0,0,0,0,2,11,0,0,76,816,5,0,0,0
Robby Anderson,11,103.00,0,0,0,0,0,0,2,-8,0,0,50,752,6,0,2,0
Zay Jones,11,102.00,1,0,0,0,0,0,1,0,0,0,56,652,7,1,0,0
Dede Westbrook,9,102.00,1,0,0,0,0,0,9,98,0,0,66,717,5,0,2,0
Golden Tate,9,101.00,0,0,0,0,0,0,4,34,0,0,74,795,4,1,0,0
DeSean Jackson,5,100.00,0,0,0,0,0,0,6,29,1,0,41,774,4,0,0,0
A.J. Green,9,99.00,0,0,0,0,0,0,0,0,0,0,46,694,6,0,1,0
Josh Gordon,11,94.00,0,0,0,0,0,0,0,0,0,0,41,737,4,0,0,0
Nelson Agholor,9,93.00,1,1,15,0,0,0,3,32,0,0,64,736,4,0,0,0
John Brown,10,93.00,0,0,0,0,0,0,3,4,0,0,42,715,5,0,0,0
D.J. Moore,4,93.00,0,0,0,0,0,0,13,172,0,0,55,788,2,0,3,0
Allen Robinson,5,93.00,0,0,0,0,0,0,1,9,0,0,55,754,4,0,1,0
Cooper Kupp,12,92.00,0,0,0,0,0,0,4,25,0,0,40,566,6,0,0,0
Kenny Stills,11,91.00,1,1,3,1,0,0,0,0,0,0,37,553,6,1,0,0
Demaryius Thomas,10,91.00,0,0,0,0,0,0,0,0,0,0,59,677,5,0,0,0
Curtis Samuel,4,89.00,0,0,0,0,0,0,8,84,2,0,39,494,5,0,1,0
Tyrell Williams,8,89.00,0,0,0,0,0,0,2,15,0,0,41,653,5,0,0,0
Jordy Nelson,7,87.00,0,0,0,0,0,0,1,-2,0,0,63,739,3,1,0,0
Doug Baldwin,7,86.00,0,0,0,0,0,0,0,0,0,0,50,618,5,0,0,0
Courtland Sutton,10,85.00,0,0,0,0,0,0,1,-1,0,0,42,704,4,0,0,0
Antonio Callaway,11,84.00,0,0,0,0,0,0,2,7,0,0,43,586,5,1,1,0
Anthony Miller,5,79.00,1,1,8,0,0,0,6,26,0,0,33,423,7,0,0,0
Cole Beasley,8,78.00,1,0,0,0,0,0,0,0,0,0,65,672,3,0,0,0
Taylor Gabriel,5,77.00,0,0,0,0,0,0,9,61,0,0,67,688,2,0,1,0
Donte Moncrief,9,77.00,0,0,0,0,0,0,0,0,0,0,48,668,3,0,1,0
Marvin Jones,6,75.00,0,0,0,0,0,0,0,0,0,0,35,508,5,0,0,0
Devin Funchess,4,74.00,0,0,0,0,0,0,0,0,0,0,44,549,4,0,0,0
Rashard Higgins,11,74.00,0,0,0,0,0,0,0,0,0,0,39,572,4,0,1,0
Michael Crabtree,7,73.00,0,0,0,0,0,0,0,0,0,0,54,607,3,0,0,0
Christian Kirk,9,73.00,0,0,0,0,0,0,3,35,0,0,43,590,3,0,0,0
Dante Pettis,11,73.00,0,0,0,0,0,0,1,-2,0,0,27,467,5,0,0,0
Will Fuller,10,71.00,0,0,0,0,0,0,0,0,0,0,32,503,4,0,0,0
Sammy Watkins,12,71.00,0,0,0,0,0,0,5,52,0,0,40,519,3,0,0,0
Robert Foster,11,69.00,0,0,0,0,0,0,0,0,0,0,27,541,3,0,0,0
Tre'Quan Smith,6,69.00,0,0,0,0,0,0,0,0,0,0,28,427,5,0,0,0
Albert Wilson,11,68.00,1,1,52,1,0,0,8,16,0,0,26,391,4,0,0,0
Kendrick Bourne,11,67.00,0,0,0,0,0,0,0,0,0,0,42,487,4,0,0,0
David Moore,7,67.00,0,0,0,0,0,0,1,5,0,0,26,445,5,0,0,0
Josh Reynolds,12,67.00,0,0,0,0,0,0,2,8,0,0,29,402,5,0,0,0
Danny Amendola,11,66.00,1,1,28,1,0,0,1,-2,0,0,59,575,1,0,0,0
Chris Hogan,11,66.00,0,0,0,0,0,0,0,0,0,0,35,532,3,0,0,0
Willie Snead,10,65.00,0,0,0,0,0,0,1,13,0,0,62,651,1,0,0,0
Marquez Valdes-Scantling,7,65.00,0,0,0,0,0,0,2,29,0,0,38,581,2,0,0,0
Josh Doctson,4,61.00,0,0,0,0,0,0,0,0,0,0,44,532,2,0,0,0
Marquise Goodwin,11,59.00,0,0,0,0,0,0,4,9,0,0,23,395,4,0,0,0
Michael Gallup,8,58.00,0,0,0,0,0,0,0,0,0,0,33,507,2,1,0,0
Chester Rogers,9,58.00,0,0,0,0,0,0,1,-4,0,0,53,485,2,2,0,0
John Ross,9,58.00,0,0,0,0,0,0,4,9,0,0,21,210,7,0,0,0
Seth Roberts,7,56.00,0,0,0,0,0,0,3,5,0,0,45,494,2,0,0,0
Chris Conley,12,55.00,0,0,0,0,0,0,0,0,0,0,32,334,5,0,2,0
Keelan Cole,9,49.00,0,0,0,0,0,0,0,0,0,0,38,491,1,0,2,0
Aldrick Robinson,10,49.00,0,0,0,0,0,0,0,0,0,0,17,231,5,0,0,0
Demarcus Robinson,12,48.00,0,0,0,0,0,0,0,0,0,0,22,288,4,0,0,0
Jarius Wright,10,48.00,0,0,0,0,0,0,2,39,0,0,43,447,1,1,1,0
Randall Cobb,7,47.00,0,0,0,0,0,0,0,0,0,0,38,383,2,0,1,0
