
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Justin Jefferson,7,230.00,2,2,34,0,0,0,4,24,1,0,128,"1,809",8,1,0,0
Davante Adams,6,229.00,0,0,0,0,0,0,3,-1,0,0,100,"1,516",14,0,0,0
Tyreek Hill,11,219.00,0,0,0,0,0,0,7,32,1,0,119,"1,710",7,0,0,1
A.J. Brown,7,205.00,0,0,0,0,0,0,0,0,0,0,88,"1,496",11,0,2,0
Stefon Diggs,7,201.00,0,0,0,0,0,0,1,-3,0,0,108,"1,429",11,0,0,0
CeeDee Lamb,9,186.00,0,0,0,0,0,0,10,47,0,0,107,"1,359",9,0,0,0
Jaylen Waddle,11,174.00,0,0,0,0,0,0,3,26,0,0,75,"1,356",8,0,1,0
Amari Cooper,9,162.00,1,0,0,0,1,0,0,0,0,0,78,"1,160",9,0,0,0
DeVonta Smith,7,153.00,0,0,0,0,0,0,0,0,0,0,95,"1,196",7,0,1,0
Ja'Marr Chase,10,151.00,0,0,0,0,0,0,5,8,0,0,87,"1,046",9,0,2,0
Christian Kirk,11,151.00,1,0,0,0,0,0,5,11,0,0,84,"1,108",8,0,1,0
Amon-Ra St. Brown,6,149.00,0,0,0,0,0,0,9,95,0,0,106,"1,161",6,0,0,0
Tyler Lockett,11,147.00,0,0,0,0,0,0,0,0,0,0,84,"1,033",9,0,2,0
Mike Evans,11,143.00,0,0,0,0,0,0,0,0,0,0,77,"1,124",6,0,0,0
Terry McLaurin,14,143.00,0,0,0,0,0,0,7,29,0,0,77,"1,191",5,0,0,0
Brandon Aiyuk,9,142.00,0,0,0,0,0,0,2,23,0,0,78,"1,015",8,0,1,0
Tee Higgins,10,140.00,0,0,0,0,0,0,0,0,0,0,74,"1,029",7,1,0,0
D.K. Metcalf,11,132.00,0,0,0,0,0,0,0,0,0,0,90,"1,048",6,0,2,0
Jerry Jeudy,9,130.00,0,0,0,0,0,0,4,40,0,0,67,972,6,0,0,0
D.J. Moore,13,126.00,0,0,0,0,0,0,10,53,0,0,63,888,7,0,0,0
Garrett Wilson,10,126.00,1,0,0,0,0,0,4,4,0,0,83,"1,103",4,0,1,0
Chris Olave,14,124.00,0,0,0,0,0,0,0,0,0,0,72,"1,042",4,1,2,0
Cooper Kupp,7,122.00,1,0,0,0,0,0,9,52,1,0,75,812,6,0,1,0
Gabriel Davis,7,117.00,0,0,0,0,0,0,0,0,0,0,48,836,7,0,1,0
Chris Godwin,11,115.00,0,0,0,0,0,0,3,5,0,0,104,"1,023",3,1,2,0
Christian Watson,14,114.00,0,0,0,0,0,0,7,80,2,0,41,611,7,0,0,0
Michael Pittman,14,113.00,0,0,0,0,0,0,3,30,0,0,99,925,4,0,1,0
Jakobi Meyers,10,112.00,0,0,0,0,0,0,2,-11,0,0,67,804,6,1,2,0
Zay Jones,11,108.00,0,0,0,0,0,0,4,18,0,0,82,823,5,1,0,0
