
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Rob Gronkowski,4,176.00,0,0,0,0,0,0,0,0,0,0,72,"1,176",11,0,0,0
Jordan Reed,8,152.00,0,0,0,0,0,0,0,0,0,0,87,952,11,0,2,0
Gary Barnidge,11,149.00,0,0,0,0,0,0,0,0,0,0,79,"1,043",9,0,0,0
Greg Olsen,5,145.00,0,0,0,0,0,0,0,0,0,0,77,"1,104",7,0,1,0
Delanie Walker,4,143.00,0,0,0,0,0,0,1,36,0,0,94,"1,088",6,1,0,0
Tyler Eifert,7,135.00,0,0,0,0,0,0,0,0,0,0,52,615,13,0,0,0
Travis Kelce,9,111.00,0,0,0,0,0,0,0,0,0,0,72,875,5,2,2,0
Benjamin Watson,11,109.00,0,0,0,0,0,0,0,0,0,0,74,825,6,0,1,0
Richard Rodgers,7,94.00,0,0,0,0,0,0,1,11,0,0,58,510,8,1,0,0
Zach Ertz,8,90.00,0,0,0,0,0,0,0,0,0,0,75,853,2,0,1,0
Antonio Gates,10,88.00,0,0,0,0,0,0,0,0,0,0,56,630,5,0,0,0
Jason Witten,6,81.00,0,0,0,0,0,0,0,0,0,0,77,713,3,0,1,0
Eric Ebron,9,76.00,0,0,0,0,0,0,0,0,0,0,47,537,5,0,0,0
Kyle Rudolph,5,74.00,0,0,0,0,0,0,0,0,0,0,49,495,5,0,0,0
Julius Thomas,8,70.00,0,0,0,0,0,0,0,0,0,0,46,455,5,0,0,0
Jimmy Graham,9,69.00,0,0,0,0,0,0,0,0,0,0,48,605,2,0,0,0
Zach Miller,7,69.00,0,0,0,0,0,0,0,0,0,0,34,439,5,0,0,0
Charles Clay,8,65.00,0,0,0,0,0,0,0,0,0,0,51,528,3,0,0,0
Ladarius Green,10,65.00,0,0,0,0,0,0,0,0,0,0,37,429,4,2,0,0
Jacob Tamme,10,64.00,0,0,0,0,0,0,0,0,0,0,59,657,1,0,0,0
Coby Fleener,10,63.00,0,0,0,0,0,0,0,0,0,0,54,491,3,1,0,0
Owen Daniels,7,62.00,0,0,0,0,0,0,0,0,0,0,46,517,3,0,0,0
Crockett Gillmore,9,62.00,0,0,0,0,0,0,0,0,0,0,33,412,4,0,0,0
Heath Miller,11,61.00,0,0,0,0,0,0,1,2,0,0,60,535,2,1,0,0
Will Tye,11,58.00,0,0,0,0,0,0,0,0,0,0,42,464,3,0,1,0
Martellus Bennett,7,56.00,0,0,0,0,0,0,0,0,0,0,53,439,3,0,0,0
Austin Seferian-Jenkins,6,55.00,0,0,0,0,0,0,0,0,0,0,21,338,4,0,0,0
Brent Celek,8,53.00,0,0,0,0,0,0,0,0,0,0,27,398,3,0,0,0
