
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Travis Kelce,12,151.00,0,0,0,0,0,0,1,4,1,0,97,"1,229",5,0,1,0
Mark Andrews,8,138.00,0,0,0,0,0,0,0,0,0,0,64,852,10,0,1,0
George Kittle,4,128.00,0,0,0,0,0,0,5,22,0,0,85,"1,053",5,0,0,0
Darren Waller,6,126.00,0,0,0,0,0,0,2,5,0,0,90,"1,145",3,0,1,0
Zach Ertz,10,123.00,0,0,0,0,0,0,0,0,0,0,88,916,6,1,1,0
Jared Cook,9,118.00,0,0,0,0,0,0,0,0,0,0,43,705,9,0,0,0
Austin Hooper,9,111.00,0,0,0,0,0,0,0,0,0,0,75,787,6,1,0,0
Hunter Henry,12,91.00,0,0,0,0,0,0,0,0,0,0,55,652,5,1,1,0
Tyler Higbee,9,86.00,0,0,0,0,0,0,0,0,0,0,69,734,3,0,0,0
Dallas Goedert,10,82.00,0,0,0,0,0,0,0,0,0,0,58,607,5,0,2,0
Mike Gesicki,5,79.00,0,0,0,0,0,0,0,0,0,0,51,570,5,0,1,0
Jason Witten,8,70.00,0,0,0,0,0,0,0,0,0,0,63,529,4,1,1,0
Darren Fells,10,69.00,0,0,0,0,0,0,0,0,0,0,34,341,7,0,0,0
Kyle Rudolph,12,68.00,0,0,0,0,0,0,0,0,0,0,39,367,6,1,0,0
Greg Olsen,7,67.00,0,0,0,0,0,0,0,0,0,0,52,597,2,0,0,0
Noah Fant,10,66.00,0,0,0,0,0,0,3,-12,0,0,40,562,3,0,1,0
Jack Doyle,6,63.00,0,0,0,0,0,0,0,0,0,0,43,448,4,0,0,0
Jonnu Smith,11,62.00,0,0,0,0,0,0,4,78,0,0,35,439,3,0,0,0
Evan Engram,11,61.00,0,0,0,0,0,0,3,7,0,0,44,467,3,0,0,0
Ryan Griffin,4,60.00,0,0,0,0,0,0,0,0,0,0,34,320,5,1,0,0
Tyler Eifert,9,56.00,0,0,0,0,0,0,0,0,0,0,43,436,3,1,0,0
Jimmy Graham,11,56.00,0,0,0,0,0,0,0,0,0,0,38,447,3,0,0,0
Cameron Brate,7,50.00,0,0,0,0,0,0,0,0,0,0,36,311,4,0,0,0
Will Dissly,11,49.00,0,0,0,0,0,0,1,7,0,0,23,262,4,0,0,0
Eric Ebron,6,49.00,0,0,0,0,0,0,0,0,0,0,31,375,3,0,0,0
Jacob Hollister,10,49.00,0,0,0,0,0,0,0,0,0,0,41,349,3,0,0,0
Gerald Everett,9,48.00,0,0,0,0,0,0,1,0,0,0,37,408,2,0,0,0
Blake Jarwin,8,48.00,0,0,0,0,0,0,0,0,0,0,31,365,3,0,0,0
O.J. Howard,7,47.00,0,0,0,0,0,0,0,0,0,0,34,459,1,0,1,0
Jordan Akins,10,46.00,0,0,0,0,0,0,0,0,0,0,36,418,2,0,0,0
Dawson Knox,6,45.00,0,0,0,0,0,0,1,9,0,0,28,388,2,0,0,0
T.J. Hockenson,5,44.00,0,0,0,0,0,0,0,0,0,0,32,367,2,0,0,0
Foster Moreau,6,44.00,0,0,0,0,0,0,0,0,0,0,21,174,5,0,0,0
Ricky Seals-Jones,7,43.00,0,0,0,0,0,0,0,0,0,0,14,229,4,0,1,0
Hayden Hurst,8,41.00,0,0,0,0,0,0,0,0,0,0,30,349,2,0,0,0
Kaden Smith,4,41.00,0,0,0,0,0,0,0,0,0,0,31,268,3,0,0,0
Vance McDonald,7,40.00,0,0,0,0,0,0,1,2,0,0,38,273,3,0,0,0
Irv Smith,12,39.00,0,0,0,0,0,0,0,0,0,0,36,311,2,0,0,0
Nick Boyle,8,37.00,0,0,0,0,0,0,0,0,0,0,31,321,2,0,0,0
Josh Hill,9,34.00,0,0,0,0,0,0,0,0,0,0,25,226,3,0,0,0
