
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Coby Fleener,4,36.00,0,0,0,0,0,0,0,0,0,0,26,281,2,0,0,0
Rob Housler,10,36.00,0,0,0,0,0,0,0,0,0,0,45,417,0,0,0,0
Logan Paulsen,10,31.00,0,0,0,0,0,0,0,0,0,0,25,308,1,0,0,0
Fred Davis,10,30.00,0,0,0,0,0,0,1,1,0,0,24,325,0,0,0,0
Kellen Davis,6,30.00,0,0,0,0,0,0,0,0,0,0,19,229,2,0,1,0
David Thomas,6,30.00,0,0,0,0,0,0,0,0,0,0,11,86,4,0,0,0
Charles Clay,7,29.00,0,0,0,0,0,0,0,0,0,0,18,212,2,0,0,0
Craig Stevens,11,26.00,0,0,0,0,0,0,0,0,0,0,23,275,1,0,0,0
Jordan Cameron,10,25.00,0,0,0,0,0,0,0,0,0,0,20,226,1,0,0,0
Clay Harbor,7,24.00,0,0,0,0,0,0,0,0,0,0,25,186,2,0,1,0
Dante Rosario,7,24.00,0,0,0,0,0,0,0,0,0,0,10,95,3,0,1,0
Niles Paul,10,19.00,0,0,0,0,0,0,1,-1,0,0,8,152,1,0,0,0
Luke Stocker,5,19.00,0,0,0,0,0,0,0,0,0,0,16,165,1,0,0,0
Ed Dickson,8,17.00,0,0,0,0,0,0,0,0,0,0,21,225,0,0,0,0
Will Heller,5,16.00,0,0,0,0,0,0,0,0,0,0,17,150,1,0,0,0
Matthew Mulligan,9,12.00,0,0,0,0,0,0,0,0,0,0,8,84,1,0,0,0
Leonard Pope,4,12.00,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0
Lee Smith,8,12.00,0,0,0,0,0,0,0,0,0,0,4,13,2,0,0,0
Gary Barnidge,6,11.00,0,0,0,0,0,0,0,0,0,0,6,78,1,0,0,0
Kevin Boss,7,11.00,0,0,0,0,0,0,0,0,0,0,3,65,1,0,0,0
Todd Heap,10,9.00,0,0,0,0,0,0,0,0,0,0,8,94,0,0,0,0
Michael Hoomanawanui,9,9.00,0,0,0,0,0,0,0,0,0,0,5,109,0,0,0,0
Jeff King,10,9.00,0,0,0,0,0,0,0,0,0,0,17,129,0,0,0,0
John Phillips,5,9.00,0,0,0,0,0,0,0,0,0,0,8,55,1,0,0,0
David Ausberry,5,7.00,0,0,0,0,0,0,0,0,0,0,7,92,0,0,0,0
Nate Byham,5,7.00,0,0,0,0,0,0,0,0,0,0,3,18,1,0,0,0
Orson Charles,8,7.00,0,0,0,0,0,0,0,0,0,0,8,101,0,0,0,0
James Hanna,5,7.00,0,0,0,0,0,0,0,0,0,0,8,86,0,0,0,0
Matt Spaeth,6,7.00,0,0,0,0,0,0,0,0,0,0,6,28,1,0,0,0
Daniel Fells,9,6.00,0,0,0,0,0,0,0,0,0,0,4,85,0,0,0,0
Richard Gordon,5,6.00,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0
Michael Palmer,7,6.00,0,0,0,0,0,0,0,0,0,0,6,22,1,0,0,0
Ladarius Green,7,5.00,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0
Virgil Green,7,5.00,0,0,0,0,0,0,0,0,0,0,5,63,0,0,0,0
Steve Maneri,7,5.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0
Konrad Reuland,9,5.00,0,0,0,0,0,0,0,0,0,0,11,83,0,0,0,0
D.J. Williams,10,5.00,0,0,0,0,0,0,0,0,0,0,7,57,0,0,0,0
Garrett Celek,9,4.00,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0
Rhett Ellison,11,4.00,0,0,0,0,0,0,0,0,0,0,7,65,0,0,0,0
Randy McMichael,7,3.00,0,0,0,0,0,0,0,0,0,0,9,51,0,0,0,0
Alex Smith,10,3.00,0,0,0,0,0,0,0,0,0,0,13,47,0,0,0,0
John Carlson,11,2.00,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,0
Cory Harkey,9,2.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
Ben Hartsock,6,2.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
Mike McNeill,9,2.00,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0
Kyle Adams,6,1.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0
Chase Coffman,5,1.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Jim Dray,10,1.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Jake O'Connell,7,1.00,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
David Paulson,4,1.00,0,0,0,0,0,0,0,0,0,0,7,51,0,0,0,0
Allen Reisner,6,1.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Evan Rodriguez,6,1.00,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0
Weslye Saunders,4,1.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Hayden Smith,9,1.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Ryan Taylor,10,1.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Taylor Thompson,11,1.00,0,0,0,0,0,0,0,0,0,0,6,46,0,0,0,0
Kellen Winslow,11,1.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Chris Cooley,10,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Tommy Gallarda,7,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Michael Higgins,6,0.00,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0
Dominique Jones,4,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Evan Moore,7,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Zach Potter,6,0.00,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
Dedrick Epps,9,-1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0
