
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Michael Thomas,9,219.00,0,0,0,0,0,0,1,-9,0,0,149,"1,725",9,0,0,0
Chris Godwin,7,186.00,0,0,0,0,0,0,1,8,0,0,86,"1,333",9,1,0,0
Kenny Golladay,5,177.00,0,0,0,0,0,0,0,0,0,0,65,"1,190",11,0,1,0
Cooper Kupp,9,171.00,1,0,0,0,0,0,2,4,0,0,94,"1,161",10,0,0,0
Julio Jones,9,168.00,0,0,0,0,0,0,2,-3,0,0,99,"1,394",6,0,0,0
DeVante Parker,5,166.00,0,0,0,0,0,0,0,0,0,0,72,"1,202",9,0,0,0
Mike Evans,7,161.00,0,0,0,0,0,0,0,0,0,0,67,"1,157",8,1,0,0
Amari Cooper,8,159.00,0,0,0,0,0,0,1,6,0,0,79,"1,189",8,0,0,0
DeAndre Hopkins,10,159.00,2,1,6,1,1,0,2,18,0,0,104,"1,165",7,1,0,0
A.J. Brown,11,158.00,0,0,0,0,0,0,3,60,1,0,52,"1,051",8,0,0,0
Julian Edelman,10,151.00,2,2,47,1,0,0,8,27,0,0,100,"1,117",6,1,1,0
Keenan Allen,12,150.00,0,0,0,0,0,0,3,16,0,0,104,"1,199",6,0,0,0
Allen Robinson,6,150.00,0,0,0,0,0,0,1,2,0,0,98,"1,147",7,0,0,0
Tyler Lockett,11,149.00,0,0,0,0,0,0,4,-5,0,0,82,"1,057",8,0,0,0
Jarvis Landry,7,147.00,0,0,0,0,0,0,1,10,0,0,83,"1,174",6,0,0,0
D.J. Chark,10,145.00,0,0,0,0,0,0,2,20,0,0,73,"1,008",8,1,0,0
Courtland Sutton,10,143.00,1,1,38,0,0,0,3,17,0,0,72,"1,112",6,0,0,0
Stefon Diggs,12,142.00,1,0,0,0,0,0,5,61,0,0,63,"1,130",6,0,3,0
John Brown,6,141.00,1,1,28,1,0,0,2,7,0,0,72,"1,060",6,0,0,0
Michael Gallup,8,138.00,0,0,0,0,0,0,0,0,0,0,66,"1,107",6,0,0,0
D.J. Moore,7,138.00,0,0,0,0,0,0,6,40,0,0,87,"1,175",4,0,1,0
Robert Woods,9,130.00,0,0,0,0,0,0,17,115,1,0,90,"1,134",2,0,0,0
Terry McLaurin,10,128.00,0,0,0,0,0,0,0,0,0,0,58,919,7,0,0,0
Tyler Boyd,9,127.00,0,0,0,0,0,0,4,23,0,0,90,"1,046",5,0,2,0
Calvin Ridley,9,127.00,0,0,0,0,0,0,2,34,0,0,63,866,7,1,0,0
Davante Adams,11,126.00,0,0,0,0,0,0,0,0,0,0,83,997,5,1,1,0
Marvin Jones,5,126.00,0,0,0,0,0,0,2,0,0,0,62,779,9,0,0,0
Tyreek Hill,12,124.00,0,0,0,0,0,0,8,23,0,0,58,860,7,0,0,0
D.K. Metcalf,11,124.00,0,0,0,0,0,0,2,11,0,0,58,900,7,1,3,0
Deebo Samuel,4,123.00,0,0,0,0,0,0,14,159,3,0,57,802,3,1,1,0
Odell Beckham Jr.,7,121.00,2,1,20,0,0,0,3,10,0,0,74,"1,035",4,0,1,0
Emmanuel Sanders,4,119.00,1,1,35,1,0,0,0,0,0,0,66,869,5,1,0,0
Darius Slayton,11,118.00,0,0,0,0,0,0,0,0,0,0,48,740,8,0,0,0
Jamison Crowder,4,112.00,0,0,0,0,0,0,1,4,0,0,78,833,6,0,0,0
Cole Beasley,6,111.00,0,0,0,0,0,0,0,0,0,0,67,778,6,2,0,0
Curtis Samuel,7,108.00,0,0,0,0,0,0,19,130,1,0,54,627,6,0,0,0
Mike Williams,12,105.00,0,0,0,0,0,0,1,2,0,0,49,"1,001",2,0,0,0
Robby Anderson,4,104.00,0,0,0,0,0,0,1,4,0,0,52,779,5,1,0,0
Chris Conley,10,101.00,0,0,0,0,0,0,0,0,0,0,47,775,5,1,0,0
Golden Tate,11,100.00,0,0,0,0,0,0,1,16,0,0,49,676,6,0,1,0
Breshad Perriman,7,98.00,0,0,0,0,0,0,2,16,0,0,36,645,6,0,0,0
Marquise Brown,8,95.00,0,0,0,0,0,0,0,0,0,0,46,584,7,0,0,0
Randall Cobb,8,95.00,1,0,0,0,0,0,3,11,0,0,55,828,3,0,1,0
Larry Fitzgerald,12,95.00,0,0,0,0,0,0,0,0,0,0,75,804,4,0,1,0
Tyrell Williams,6,94.00,0,0,0,0,0,0,0,0,0,0,42,651,6,0,0,0
Diontae Johnson,7,91.00,0,0,0,0,0,0,4,41,0,0,59,680,5,0,2,0
Christian Kirk,12,89.00,0,0,0,0,0,0,10,93,0,0,68,709,3,1,0,0
Zach Pascal,6,87.00,1,0,0,0,0,0,2,16,0,0,41,607,5,1,0,0
James Washington,7,86.00,0,0,0,0,0,0,0,0,0,0,44,735,3,0,1,0
Dede Westbrook,10,84.00,0,0,0,0,0,0,5,27,0,0,66,660,3,2,0,0
Mecole Hardman,12,82.00,0,0,0,0,0,0,4,17,0,0,26,538,6,0,2,0
Will Fuller,10,81.00,0,0,0,0,0,0,0,0,0,0,49,670,3,0,0,0
Adam Thielen,12,80.00,0,0,0,0,0,0,4,6,1,0,30,418,6,0,0,0
Sammy Watkins,12,80.00,0,0,0,0,0,0,2,12,0,0,52,673,3,1,1,0
Hunter Renfrow,6,79.00,0,0,0,0,0,0,0,0,0,0,49,605,4,0,0,0
Sterling Shepard,11,79.00,0,0,0,0,0,0,6,72,0,0,57,576,3,1,0,0
T.Y. Hilton,6,75.00,0,0,0,0,0,0,0,0,0,0,45,501,5,0,0,0
Alshon Jeffery,10,74.00,0,0,0,0,0,0,1,2,1,0,43,490,4,0,0,0
Danny Amendola,5,73.00,1,1,19,1,0,0,0,0,0,0,62,678,1,0,0,0
Kenny Stills,5,73.00,0,0,0,0,0,0,0,0,0,0,40,561,4,0,0,0
Anthony Miller,6,71.00,0,0,0,0,0,0,1,-1,0,0,52,656,2,0,1,0
Brandin Cooks,9,67.00,0,0,0,0,0,0,6,52,0,0,42,583,2,0,0,0
Phillip Dorsett,10,67.00,0,0,0,0,0,0,3,21,0,0,29,397,5,0,0,0
JuJu Smith-Schuster,7,67.00,0,0,0,0,0,0,0,0,0,0,42,552,3,0,1,0
Corey Davis,11,65.00,0,0,0,0,0,0,0,0,0,0,43,601,2,0,0,0
Demarcus Robinson,12,65.00,0,0,0,0,0,0,0,0,0,0,32,449,4,0,0,0
John Ross,9,64.00,0,0,0,0,0,0,3,4,0,0,28,506,3,0,1,0
Steven Sims,10,64.00,1,0,0,0,0,0,9,85,1,0,34,310,4,0,0,0
Allen Lazard,11,62.00,0,0,0,0,0,0,1,21,0,0,35,477,3,0,0,0
Kendrick Bourne,4,61.00,0,0,0,0,0,0,0,0,0,0,30,358,5,1,0,0
Willie Snead,8,59.00,0,0,0,0,0,0,2,2,0,0,31,339,5,0,0,0
Mohamed Sanu,10,58.00,0,0,0,0,0,0,3,11,0,0,59,520,2,0,0,0
Auden Tate,9,57.00,0,0,0,0,0,0,0,0,0,0,40,575,1,0,1,0
Preston Williams,5,57.00,0,0,0,0,0,0,0,0,0,0,32,428,3,0,1,0
Taylor Gabriel,6,55.00,0,0,0,0,0,0,3,20,0,0,29,353,4,0,0,0
Nelson Agholor,10,53.00,0,0,0,0,0,0,2,7,0,0,39,363,3,1,1,0
Tajae Sharpe,11,52.00,0,0,0,0,0,0,0,0,0,0,25,329,4,0,0,0
Keelan Cole,10,50.00,0,0,0,0,0,0,1,6,0,0,24,361,3,0,0,0
Ted Ginn Jr.,9,50.00,0,0,0,0,0,0,3,18,0,0,30,421,2,0,0,0
Marquez Valdes-Scantling,11,50.00,0,0,0,0,0,0,2,9,0,0,26,452,2,0,0,0
Tre'Quan Smith,9,49.00,0,0,0,0,0,0,0,0,0,0,18,234,5,0,0,0
Alex Erickson,9,47.00,1,1,26,0,0,0,5,33,0,0,43,529,0,0,2,0
Allen Hurns,8,47.00,0,0,0,0,0,0,0,0,0,0,32,416,2,0,1,0
Adam Humphries,11,46.00,0,0,0,0,0,0,1,1,0,0,37,374,2,0,0,0
Demaryius Thomas,10,45.00,0,0,0,0,0,0,0,0,0,0,36,433,1,0,0,0
Russell Gage,9,43.00,0,0,0,0,0,0,4,12,0,0,49,446,1,0,1,0
Josh Gordon,11,41.00,1,0,0,0,1,0,1,1,0,0,27,426,1,0,0,0
