
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Darren McFadden,5,103.00,0,0,0,0,0,0,216,707,2,0,42,258,1,0,2,0
Danny Woodhead,9,102.00,0,0,0,0,0,0,76,301,4,0,40,446,3,0,0,0
Joique Bell,5,93.00,0,0,0,0,0,0,82,414,3,0,52,485,0,0,2,0
Andre Brown,11,91.00,0,0,0,0,0,0,73,385,8,1,12,86,0,0,0,0
Ryan Mathews,7,89.00,0,0,0,0,0,0,184,707,1,0,39,252,0,0,2,0
Felix Jones,5,87.00,0,0,0,0,0,0,111,402,3,0,25,262,2,0,2,0
Mark Ingram,6,85.00,0,0,0,0,0,0,156,602,5,0,6,29,0,0,0,0
Pierre Thomas,6,85.00,0,0,0,0,0,0,105,473,1,0,39,354,1,0,0,0
Knowshon Moreno,7,84.00,0,0,0,0,0,0,138,525,4,0,21,167,0,0,1,0
Jacquizz Rodgers,7,79.00,0,0,0,0,0,0,94,362,1,0,53,402,1,0,0,0
Fred Jackson,8,77.00,0,0,0,0,0,0,115,437,3,0,34,217,1,0,4,0
Marcel Reece,5,74.00,0,0,0,0,0,0,59,271,0,0,52,496,1,0,0,0
Mike Tolbert,6,74.00,0,0,0,0,0,0,54,183,7,0,27,268,0,0,0,0
Bilal Powell,9,72.00,0,0,0,0,0,0,110,437,4,0,17,140,0,0,0,0
Bryce Brown,7,71.00,0,0,0,0,0,0,115,564,4,0,13,56,0,0,3,0
Jonathan Dwyer,4,71.00,0,0,0,0,0,0,156,623,2,0,18,106,0,0,2,0
Michael Bush,6,68.00,0,0,0,0,0,0,114,411,5,0,9,83,0,0,1,0
Isaac Redman,4,65.00,0,0,0,0,0,0,110,410,2,0,19,244,0,0,3,0
LaRod Stephens-Howling,10,65.00,0,0,0,0,0,0,110,356,4,0,17,106,0,0,0,0
David Wilson,11,62.00,0,0,0,0,0,0,71,358,4,0,4,34,1,0,1,0
Daniel Thomas,7,61.00,0,0,0,0,0,0,91,325,4,0,15,156,0,0,2,0
Jackie Battle,7,59.00,0,0,0,0,0,0,95,311,3,0,15,108,1,0,0,0
Shane Vereen,9,58.00,0,0,0,0,0,0,62,251,3,0,8,149,1,0,1,0
Maurice Jones-Drew,6,56.00,0,0,0,0,0,0,86,414,1,0,14,86,1,0,0,0
Bernard Pierce,8,55.00,0,0,0,0,0,0,108,532,1,0,7,47,0,0,0,0
Jonathan Stewart,6,54.00,0,0,0,0,0,0,93,336,1,0,17,157,1,0,0,0
Donald Brown,4,52.00,0,0,0,0,0,0,108,417,1,1,9,93,0,0,0,0
Daryl Richardson,9,52.00,0,0,0,0,0,0,98,475,0,1,24,163,0,0,2,0
Alexander Green,10,51.00,0,0,0,0,0,0,135,464,0,0,18,125,0,0,0,0
Beanie Wells,10,50.00,0,0,0,0,0,0,88,234,5,0,1,24,0,0,1,0
Rashad Jennings,6,48.00,0,0,0,0,0,0,101,283,2,0,19,130,0,1,1,0
Kendall Hunter,9,47.00,0,0,0,0,0,0,72,371,2,0,9,60,0,0,1,0
Ronnie Brown,7,45.00,0,0,0,0,0,0,46,220,0,0,49,371,0,0,0,0
James Casey,8,44.00,0,0,0,0,0,0,1,6,0,0,34,330,3,0,0,0
Shaun Draughn,7,42.00,0,0,0,0,0,0,59,233,2,0,24,158,0,0,1,0
Mike Goodson,5,42.00,0,0,0,0,0,0,35,221,0,0,16,195,1,0,0,0
Robert Turbin,11,42.00,0,0,0,0,0,0,80,354,0,0,19,181,0,0,0,0
Justin Forsett,8,39.00,0,0,0,0,0,0,63,374,1,0,3,38,0,0,0,0
Cedric Benson,10,37.00,0,0,0,0,0,0,71,248,1,0,14,97,0,0,0,0
Brandon Bolden,9,37.00,0,0,0,0,0,0,56,274,2,0,2,11,0,0,0,0
Ben Tate,8,37.00,0,0,0,0,0,0,65,279,2,0,11,49,0,0,1,0
Montell Owens,6,36.00,0,0,0,0,0,0,42,209,1,1,8,113,0,0,0,0
Ronnie Hillman,7,35.00,0,0,0,0,0,0,85,330,1,0,10,62,0,0,1,0
Cedric Peerman,8,35.00,0,0,0,0,0,0,36,258,1,0,9,85,0,0,0,0
Peyton Hillis,7,32.00,1,0,0,0,0,0,85,309,1,0,10,62,0,0,2,0
Chris Ivory,6,32.00,0,0,0,0,0,0,40,217,2,0,2,15,0,0,0,0
Lamar Miller,7,30.00,0,0,0,0,0,0,51,250,1,0,6,45,0,0,0,0
James Starks,10,30.00,0,0,0,0,0,0,71,255,1,0,4,31,0,0,0,0
Delone Carter,4,29.00,0,0,0,0,0,0,32,122,3,0,1,13,0,0,0,0
William Powell,10,29.00,0,0,0,0,0,0,60,217,0,0,19,132,0,0,0,0
Lance Ball,7,28.00,0,0,0,0,0,0,42,158,1,0,7,61,1,0,1,0
Montario Hardesty,10,28.00,0,0,0,0,0,0,65,271,1,0,2,16,0,0,0,0
Toby Gerhart,11,27.00,0,0,0,0,0,0,50,169,1,0,20,155,0,0,2,0
DuJuan Harris,4,27.00,0,0,0,0,0,0,34,157,2,0,2,17,0,0,0,0
Kevin Smith,5,27.00,0,0,0,0,0,0,37,134,1,0,10,79,1,0,0,0
Ryan Grant,10,26.00,0,0,0,0,0,0,32,132,2,0,1,34,0,0,1,0
Jorvorskie Lane,7,26.00,0,0,0,0,0,0,13,13,2,0,11,79,1,1,1,0
Rashard Mendenhall,4,25.00,0,0,0,0,0,0,51,182,0,0,9,62,1,0,1,0
Evan Royster,10,25.00,0,0,0,0,0,0,23,88,2,0,15,109,0,0,0,0
Michael Robinson,11,24.00,0,0,0,0,0,0,12,49,0,0,13,126,2,0,0,0
Tashard Choice,8,23.00,0,0,0,0,0,0,47,193,1,0,4,9,0,0,0,0
Darrel Young,10,23.00,0,0,0,0,0,0,14,60,0,0,8,109,2,0,0,0
LeGarrette Blount,5,22.00,0,0,0,0,0,0,41,151,2,0,1,2,0,0,0,0
Jason Snelling,7,22.00,0,0,0,0,0,0,18,63,0,0,31,203,1,0,1,0
Chris Rainey,4,20.00,0,0,0,0,0,0,26,102,2,0,14,60,0,0,1,0
Jamie Harper,11,19.00,0,0,0,0,0,0,19,30,3,0,1,8,0,0,0,0
Jacob Hester,7,19.00,0,0,0,0,0,0,17,81,2,0,1,7,0,0,0,0
John Kuhn,10,19.00,0,0,0,0,0,0,23,63,1,0,15,148,0,0,0,0
Armando Allen,6,17.00,0,0,0,0,0,0,27,124,1,0,2,16,0,0,0,0
Curtis Brinkley,7,16.00,0,0,0,0,0,0,39,115,0,0,12,77,0,0,0,0
Vonta Leach,8,16.00,0,0,0,0,0,0,9,32,1,0,21,143,0,0,0,0
Jalen Parmele,6,16.00,0,0,0,0,0,0,40,143,0,0,7,60,0,0,0,0
Anthony Dixon,9,15.00,0,0,0,0,0,0,21,78,2,0,0,0,0,0,0,0
Ryan Williams,10,15.00,0,0,0,0,0,0,58,164,0,0,7,44,0,0,2,0
Jed Collins,6,14.00,0,0,0,0,0,0,0,0,0,0,14,70,2,0,1,0
Will Johnson,4,14.00,0,0,0,0,0,0,2,7,0,0,15,137,1,0,0,0
Chris Ogbonnaya,10,14.00,0,0,0,0,0,0,8,30,0,0,24,187,0,0,1,0
LaMichael James,9,13.00,0,0,0,0,0,0,27,125,0,0,3,29,0,0,0,0
Dion Lewis,7,13.00,0,0,0,0,0,0,13,69,1,0,2,24,0,0,0,0
Joe McKnight,9,13.00,0,0,0,0,0,0,30,179,0,0,1,18,0,0,1,0
Jeremy Stewart,9,13.00,0,0,0,0,0,0,25,101,0,0,8,62,0,0,0,0
Anthony Allen,8,11.00,0,0,0,0,0,0,16,61,1,0,2,12,0,0,0,0
Baron Batch,4,11.00,0,0,0,0,0,0,25,49,1,0,4,31,0,0,0,0
Brian Leonard,8,11.00,0,0,0,0,0,0,33,106,0,0,11,67,0,0,0,0
Erik Lorig,5,11.00,0,0,0,0,0,0,0,0,0,0,12,83,1,0,0,0
Mewelde Moore,4,11.00,0,0,0,0,0,0,13,20,0,0,6,77,1,0,1,0
Keith Toston,6,11.00,0,0,0,0,0,0,17,74,0,0,3,41,0,0,0,0
Leon Washington,11,11.00,0,0,0,0,0,0,23,83,1,0,4,31,0,0,1,0
D.J. Ware,11,10.00,0,0,0,0,0,0,11,51,0,0,14,100,0,0,0,0
Dorin Dickerson,8,9.00,0,0,0,0,0,0,1,-8,0,0,9,117,0,0,1,0
Phillip Tanner,5,9.00,0,0,0,0,0,0,25,61,0,0,4,41,0,0,0,0
Lance Dunbar,5,8.00,0,0,0,0,0,0,21,75,0,0,6,33,0,0,0,0
Kahlil Bell,9,7.00,0,0,0,0,0,0,29,76,0,0,2,13,0,0,1,0
Stanley Havili,7,7.00,0,0,0,0,0,0,6,22,1,0,7,43,0,0,0,0
Henry Hynoski,11,7.00,0,0,0,0,0,0,5,20,0,0,11,50,1,0,0,0
Brandon Jackson,10,7.00,0,0,0,0,0,0,8,54,0,0,2,20,0,0,0,0
Richard Murphy,6,7.00,0,0,0,0,0,0,23,92,0,0,0,0,0,0,0,0
Bear Pascoe,11,7.00,0,0,0,0,0,0,0,0,0,0,4,35,1,0,0,0
Lawrence Vickers,5,7.00,0,0,0,0,0,0,3,11,0,0,13,104,0,0,0,0
Chris Pressley,8,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Bruce Miller,9,5.00,0,0,0,0,0,0,5,18,0,0,12,84,0,0,0,0
Cyrus Gray,7,4.00,0,0,0,0,0,0,7,44,0,0,2,18,0,0,0,0
Roy Helu,10,4.00,0,0,0,0,0,0,2,2,0,0,7,45,0,0,0,0
Isaiah Pead,9,4.00,0,0,0,0,0,0,10,54,0,0,3,16,0,0,1,0
Bernard Scott,8,4.00,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0
Greg Jones,6,3.00,0,0,0,0,0,0,5,8,0,0,11,64,0,0,0,0
Kregg Lumpkin,11,3.00,0,0,0,0,0,0,9,42,0,0,0,0,0,0,1,0
Le'Ron McClain,7,3.00,0,0,0,0,0,0,14,42,0,0,8,29,0,0,0,0
Darius Reynaud,11,3.00,0,0,0,0,0,0,16,33,0,0,5,35,0,0,0,0
Anthony Sherman,10,3.00,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0
Travaris Cadet,6,2.00,0,0,0,0,0,0,1,5,0,0,5,44,0,0,1,0
Nate Eachus,7,2.00,0,0,0,0,0,0,5,18,0,0,1,19,0,0,0,0
Jerome Felton,11,2.00,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0
Lex Hilliard,9,2.00,0,0,0,0,0,0,9,33,0,0,4,23,0,0,0,0
Quinn Johnson,11,2.00,0,0,0,0,0,0,4,5,0,0,5,40,0,0,0,0
Javon Ringer,11,2.00,0,0,0,0,0,0,2,14,0,0,3,12,0,0,0,0
Johnny White,10,2.00,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0
Mike Cox,7,1.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0
Chris Gronkowski,4,1.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Taiwan Jones,5,1.00,0,0,0,0,0,0,6,21,0,0,2,11,0,0,0,0
Collin Mooney,11,1.00,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0
Alfonso Smith,10,1.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
Matt Asiata,11,0.00,0,0,0,0,0,0,3,9,0,0,1,2,0,0,0,0
Shaun Chapas,5,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Jonathan Grimes,8,0.00,0,0,0,0,0,0,2,6,0,0,2,7,0,0,0,0
Dan Herron,8,0.00,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0
Robert Hughes,5,0.00,0,0,0,0,0,0,1,5,0,0,1,3,0,0,0,0
Brandon Jacobs,9,0.00,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0
Stefan Logan,5,0.00,0,0,0,0,0,0,3,17,0,0,6,28,0,0,2,0
Reagan Maui'a,10,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Corey McIntyre,8,0.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Lousaka Polite,7,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Owen Schmitt,5,0.00,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Da'Rel Scott,11,0.00,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0
Brad Smelley,10,0.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Armond Smith,10,0.00,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Will Ta'ufo'ou,6,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Marcus Thigpen,7,0.00,0,0,0,0,0,0,1,8,0,0,1,15,0,0,1,0
Jordan Todman,6,0.00,0,0,0,0,0,0,3,8,0,0,1,0,0,0,0,0
Keiland Williams,10,0.00,0,0,0,0,0,0,2,3,0,0,2,9,0,0,0,0
Brit Miller,9,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
