
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Jamaal Charles,10,297.00,0,0,0,0,0,0,259,"1,287",12,0,70,693,7,0,2,0
LeSean McCoy,12,263.00,0,0,0,0,0,0,314,"1,607",9,0,52,539,2,0,1,0
Matt Forte,8,253.00,0,0,0,0,0,0,289,"1,339",9,1,74,594,3,0,2,0
Marshawn Lynch,12,225.00,0,0,0,0,0,0,301,"1,257",12,0,36,316,2,0,1,0
Knowshon Moreno,9,220.00,0,0,0,0,0,0,241,"1,038",10,0,60,548,3,0,0,0
Eddie Lacy,4,199.00,0,0,0,0,0,0,284,"1,178",11,0,35,257,0,0,1,0
Adrian Peterson,5,197.00,0,0,0,0,0,0,279,"1,266",10,0,29,171,1,0,3,0
Chris Johnson,8,191.00,0,0,0,0,0,0,279,"1,077",6,0,42,345,4,0,2,0
DeMarco Murray,11,190.00,0,0,0,0,0,0,217,"1,121",9,0,53,350,1,0,1,0
Reggie Bush,9,178.00,0,0,0,0,0,0,223,"1,006",4,0,54,506,3,0,4,0
Ryan Mathews,8,176.00,0,0,0,0,0,0,285,"1,255",6,0,26,189,1,0,1,0
Fred Jackson,12,174.00,0,0,0,0,0,0,206,890,9,0,47,387,1,0,0,0
Frank Gore,9,169.00,0,0,0,0,0,0,276,"1,128",9,0,16,141,0,0,3,0
Alfred Morris,5,164.00,0,0,0,0,0,0,276,"1,275",7,0,9,78,0,0,4,0
Le'Veon Bell,5,161.00,0,0,0,0,0,0,244,860,8,0,45,399,0,0,1,0
Joique Bell,9,154.00,0,0,0,0,0,0,166,650,8,0,53,547,0,1,3,0
Zac Stacy,11,151.00,0,0,0,0,0,0,250,973,7,0,26,141,1,0,1,0
Giovani Bernard,12,150.00,0,0,0,0,0,0,170,695,5,0,56,514,3,0,1,0
Maurice Jones-Drew,9,135.00,1,1,8,1,0,0,234,803,5,0,43,314,0,0,1,0
Danny Woodhead,8,134.00,0,0,0,0,0,0,106,429,2,0,76,605,6,0,2,0
DeAngelo Williams,4,130.00,0,0,0,0,0,0,201,843,3,0,26,333,1,0,2,0
Rashad Jennings,7,127.00,0,0,0,0,0,0,163,733,6,0,36,292,0,0,0,0
Pierre Thomas,7,119.00,0,0,0,0,0,0,147,549,2,0,77,513,3,0,1,0
Rashard Mendenhall,9,118.00,0,0,0,0,0,0,217,687,8,1,18,134,0,0,3,0
Andre Ellington,9,115.00,0,0,0,0,0,0,118,652,3,0,39,371,1,0,0,0
Donald Brown,8,114.00,0,0,0,0,0,0,102,537,6,0,27,214,2,0,0,0
LeGarrette Blount,10,112.00,0,0,0,0,0,0,153,772,7,0,2,38,0,0,2,0
Stevan Ridley,10,112.00,0,0,0,0,0,0,178,773,7,0,10,62,0,0,4,0
C.J. Spiller,12,111.00,0,0,0,0,0,0,202,933,2,0,33,185,0,0,1,0
BenJarvus Green-Ellis,12,109.00,0,0,0,0,0,0,220,756,7,0,4,22,0,0,2,0
Ray Rice,8,109.00,0,0,0,0,0,0,214,660,4,1,58,321,0,0,2,0
Steven Jackson,6,105.00,0,0,0,0,0,0,157,543,6,0,33,191,1,0,0,0
Ben Tate,8,102.00,0,0,0,0,0,0,181,771,4,0,34,140,0,0,2,0
Trent Richardson,8,100.00,0,0,0,0,0,0,188,563,3,0,35,316,1,0,1,0
Cordarrelle Patterson,5,95.00,0,0,0,0,0,0,12,158,3,0,45,469,4,0,0,0
Chris Ivory,10,94.00,0,0,0,0,0,0,182,833,3,0,2,10,0,0,0,0
Darren Sproles,7,92.00,0,0,0,0,0,0,53,220,2,0,71,604,2,0,2,0
Bilal Powell,10,89.00,1,1,30,0,0,0,176,697,1,0,36,272,0,0,0,0
Bobby Rainey,5,88.00,1,0,0,0,0,0,150,566,5,0,15,46,1,0,1,0
Lamar Miller,6,86.00,0,0,0,0,0,0,177,709,2,0,26,170,0,0,1,0
Montee Ball,9,83.00,0,0,0,0,0,0,120,559,4,0,20,145,0,0,3,0
Mike Tolbert,4,83.00,0,0,0,0,0,0,101,361,5,0,27,184,2,0,0,0
Arian Foster,8,81.00,0,0,0,0,0,0,121,542,1,1,22,183,1,0,0,0
Shane Vereen,10,80.00,0,0,0,0,0,0,44,208,1,0,47,427,3,0,0,0
Jacquizz Rodgers,6,77.00,0,0,0,0,0,0,96,332,2,0,52,341,2,0,1,0
Darren McFadden,7,74.00,1,1,16,1,0,0,114,379,5,0,17,108,0,0,1,0
James Starks,4,74.00,0,0,0,0,0,0,89,493,3,0,10,89,1,0,0,0
Daniel Thomas,6,74.00,0,0,0,0,0,0,109,406,4,0,15,63,2,0,0,0
Andre Brown,9,70.00,0,0,0,0,0,0,139,492,3,1,20,103,0,0,3,0
Marcel Reece,7,70.00,1,1,22,0,0,0,46,218,2,0,32,331,2,0,0,0
Roy Helu,5,65.00,0,0,0,0,0,0,62,274,4,0,31,251,0,0,0,0
Chris Ogbonnaya,10,56.00,0,0,0,0,0,0,49,240,0,0,48,343,2,0,2,0
Bernard Pierce,8,55.00,0,0,0,0,0,0,152,436,2,0,20,104,0,0,0,0
Jason Snelling,6,53.00,0,0,0,0,0,0,44,164,1,0,29,216,3,0,0,0
Shonn Greene,8,52.00,0,0,0,0,0,0,77,295,4,0,6,39,0,0,0,0
Doug Martin,5,52.00,0,0,0,0,0,0,127,456,1,0,12,66,0,0,1,0
Brandon Bolden,10,51.00,0,0,0,0,0,0,55,271,3,0,21,152,0,0,0,0
Knile Davis,10,48.00,0,0,0,0,0,0,70,242,4,0,11,75,0,0,1,0
Kendall Hunter,9,47.00,0,0,0,0,0,0,78,358,3,0,2,13,0,0,1,0
Jordan Todman,9,47.00,0,0,0,0,0,0,76,256,2,0,14,116,1,0,0,0
Bryce Brown,12,46.00,0,0,0,0,0,0,75,314,2,1,8,84,0,0,0,0
Mark Ingram,7,45.00,0,0,0,0,0,0,78,386,1,0,7,68,0,0,0,0
Willis McGahee,10,44.00,0,0,0,0,0,0,138,377,2,0,8,20,0,0,1,0
Brandon Jacobs,9,43.00,0,0,0,0,0,0,58,238,4,0,2,13,0,0,1,0
Michael Bush,8,42.00,0,0,0,0,0,0,63,197,3,0,4,48,1,0,0,0
Peyton Hillis,5,40.00,0,0,0,0,0,0,73,247,2,0,13,96,0,0,1,0
Toby Gerhart,5,39.00,0,0,0,0,0,0,36,283,2,0,13,88,0,0,1,0
Matt Asiata,5,34.00,0,0,0,0,0,0,44,166,3,0,5,13,0,0,1,0
Mike James,5,34.00,1,1,2,1,0,0,60,295,0,0,10,43,0,0,0,0
Ronnie Hillman,9,33.00,0,0,0,0,0,0,55,218,1,0,12,119,0,0,1,0
