
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Antonio Brown,11,239.00,0,0,0,0,0,0,3,28,0,0,136,"1,834",10,2,2,0
Julio Jones,10,232.00,0,0,0,0,0,0,0,0,0,0,136,"1,871",8,0,1,1
Brandon Marshall,5,225.00,0,0,0,0,0,0,0,0,0,0,109,"1,502",14,0,2,0
Allen Robinson,8,217.00,0,0,0,0,0,0,0,0,0,0,80,"1,400",14,0,0,0
Odell Beckham Jr.,11,216.00,0,0,0,0,0,0,1,3,0,0,96,"1,450",13,0,0,0
DeAndre Hopkins,9,211.00,0,0,0,0,0,0,0,0,0,0,111,"1,521",11,1,0,0
Doug Baldwin,9,184.00,0,0,0,0,0,0,0,0,0,0,78,"1,069",14,0,0,0
A.J. Green,7,180.00,0,0,0,0,0,0,0,0,0,0,86,"1,297",10,0,1,0
Eric Decker,5,167.00,0,0,0,0,0,0,0,0,0,0,80,"1,027",12,0,1,0
Larry Fitzgerald,9,166.00,0,0,0,0,0,0,0,0,0,0,109,"1,215",9,0,2,0
Calvin Johnson,9,165.00,0,0,0,0,0,0,0,0,0,0,88,"1,214",9,0,1,0
Brandin Cooks,11,162.00,0,0,0,0,0,0,8,18,0,0,84,"1,138",9,0,0,0
Demaryius Thomas,7,158.00,0,0,0,0,0,0,0,0,0,0,105,"1,304",6,0,2,0
Allen Hurns,8,156.00,0,0,0,0,0,0,0,0,0,0,64,"1,031",10,0,1,0
Sammy Watkins,8,152.00,0,0,0,0,0,0,1,1,0,0,60,"1,047",9,0,0,0
Jarvis Landry,5,149.00,1,1,9,0,0,0,18,113,1,0,110,"1,157",4,1,0,0
Jeremy Maclin,9,149.00,0,0,0,0,0,0,3,14,0,0,87,"1,088",8,0,1,0
Emmanuel Sanders,7,142.00,0,0,0,0,0,0,3,29,0,0,76,"1,135",6,0,2,0
Jordan Matthews,8,140.00,0,0,0,0,0,0,0,0,0,0,85,997,8,0,1,0
Michael Crabtree,6,139.00,0,0,0,0,0,0,0,0,0,0,85,922,9,0,0,0
John Brown,9,135.00,0,0,0,0,0,0,3,22,0,0,65,"1,003",7,0,1,0
T.Y. Hilton,10,135.00,0,0,0,0,0,0,0,0,0,0,69,"1,124",5,0,0,0
Amari Cooper,6,134.00,0,0,0,0,0,0,3,-3,0,0,72,"1,070",6,0,1,0
Ted Ginn Jr.,5,133.00,0,0,0,0,0,0,4,60,0,0,44,739,10,0,0,0
James Jones,6,133.00,0,0,0,0,0,0,0,0,0,0,50,890,8,2,0,0
Mike Evans,6,132.00,0,0,0,0,0,0,0,0,0,0,74,"1,206",3,0,1,0
Tavon Austin,6,131.00,0,0,0,0,0,0,52,434,4,0,52,473,5,0,2,0
Rueben Randle,11,121.00,0,0,0,0,0,0,0,0,0,0,57,797,8,0,0,0
Randall Cobb,7,120.00,0,0,0,0,0,0,13,50,0,0,79,829,6,0,0,1
Travis Benjamin,11,119.00,0,0,0,0,0,0,4,12,0,0,68,966,5,0,2,0
Kamar Aiken,9,117.00,0,0,0,0,0,0,0,0,0,0,75,944,5,0,1,0
Michael Floyd,9,115.00,0,0,0,0,0,0,0,0,0,0,52,849,6,0,0,0
Martavis Bryant,11,113.00,0,0,0,0,0,0,5,37,1,0,50,765,6,0,1,0
Golden Tate,9,112.00,0,0,0,0,0,0,6,41,0,0,90,813,6,0,1,0
Willie Snead,11,110.00,0,0,0,0,0,0,0,0,0,0,69,984,3,0,1,0
Julian Edelman,4,108.00,0,0,0,0,0,0,3,23,0,0,61,692,7,0,1,0
Pierre Garcon,8,108.00,0,0,0,0,0,0,0,0,0,0,72,777,6,0,0,0
Donte Moncrief,10,104.00,0,0,0,0,0,0,0,0,0,0,64,733,6,0,0,0
Alshon Jeffery,7,101.00,0,0,0,0,0,0,0,0,0,0,54,807,4,0,0,0
Marvin Jones,7,101.00,0,0,0,0,0,0,5,33,0,0,65,816,4,0,0,0
Markus Wheaton,11,100.00,0,0,0,0,0,0,0,0,0,0,44,749,5,1,0,0
Anquan Boldin,10,96.00,0,0,0,0,0,0,0,0,0,0,69,789,4,0,1,0
Terrance Williams,6,96.00,0,0,0,0,0,0,0,0,0,0,52,840,3,0,0,0
Jermaine Kearse,9,93.00,0,0,0,0,0,0,0,0,0,0,49,685,5,0,0,0
Tyler Lockett,9,93.00,0,0,0,0,0,0,5,20,0,0,51,664,6,0,1,0
Keenan Allen,10,91.00,0,0,0,0,0,0,0,0,0,0,67,725,4,0,1,0
Stefon Diggs,5,90.00,0,0,0,0,0,0,3,13,0,0,52,720,4,0,0,0
Torrey Smith,10,87.00,0,0,0,0,0,0,0,0,0,0,33,663,4,1,0,0
Rishard Matthews,5,86.00,0,0,0,0,0,0,1,4,0,0,43,662,4,0,0,0
Nate Washington,9,84.00,0,0,0,0,0,0,0,0,0,0,47,658,4,0,0,0
Steve Smith,9,82.00,0,0,0,0,0,0,0,0,0,0,46,670,3,0,0,0
Kenny Britt,6,81.00,0,0,0,0,0,0,0,0,0,0,36,681,3,0,0,0
Dorial Green-Beckham,4,77.00,0,0,0,0,0,0,0,0,0,0,32,549,4,1,0,0
Seth Roberts,6,76.00,0,0,0,0,0,0,0,0,0,0,32,480,5,1,0,0
Danny Amendola,4,75.00,1,1,36,0,0,0,2,11,0,0,65,648,3,0,1,0
Cole Beasley,6,75.00,0,0,0,0,0,0,0,0,0,0,52,536,5,0,2,0
DeSean Jackson,8,73.00,0,0,0,0,0,0,0,0,0,0,30,528,4,0,1,0
Devin Funchess,5,71.00,0,0,0,0,0,0,0,0,0,0,31,473,5,0,1,0
Vincent Jackson,6,70.00,0,0,0,0,0,0,0,0,0,0,33,543,3,1,0,0
Jamison Crowder,8,69.00,1,0,0,0,0,0,2,2,0,0,59,604,2,2,1,0
Marques Colston,11,68.00,0,0,0,0,0,0,0,0,0,0,45,520,4,0,0,0
Andre Johnson,10,68.00,0,0,0,0,0,0,0,0,0,0,41,503,4,0,0,0
Malcom Floyd,10,67.00,0,0,0,0,0,0,0,0,0,0,30,561,3,0,1,0
Philly Brown,5,65.00,0,0,0,0,0,0,6,38,0,0,31,447,4,0,0,0
Robert Woods,8,65.00,0,0,0,0,0,0,1,0,0,0,47,552,3,0,1,0
Stevie Johnson,10,64.00,0,0,0,0,0,0,0,0,0,0,45,497,3,0,0,0
DeVante Parker,5,64.00,0,0,0,0,0,0,0,0,0,0,26,494,3,0,0,0
Cecil Shorts,9,64.00,1,1,21,1,0,0,10,47,0,0,42,484,2,0,1,0
Jerricho Cotchery,5,62.00,0,0,0,0,0,0,1,16,0,0,39,485,3,0,0,0
Brian Hartline,11,60.00,0,0,0,0,0,0,0,0,0,0,46,523,2,0,0,0
Dontrelle Inman,10,60.00,0,0,0,0,0,0,0,0,0,0,35,486,3,0,1,0
Dwayne Harris,11,59.00,0,0,0,0,0,0,2,12,0,0,36,396,4,0,0,0
Kenny Stills,5,57.00,0,0,0,0,0,0,0,0,0,0,27,440,3,0,0,0
Dez Bryant,6,54.00,0,0,0,0,0,0,0,0,0,0,31,401,3,0,0,0
Mike Wallace,5,54.00,0,0,0,0,0,0,1,6,0,0,39,473,2,0,0,0
Kendall Wright,4,54.00,0,0,0,0,0,0,5,17,0,0,36,408,3,0,0,0
Brandon Coleman,11,53.00,0,0,0,0,0,0,0,0,0,0,30,454,2,0,0,0
Chris Hogan,8,53.00,1,1,4,0,0,0,1,4,0,0,36,450,2,0,0,0
Dexter McCluster,4,52.00,0,0,0,0,0,0,55,247,1,0,31,260,1,1,2,0
Lance Moore,9,52.00,0,0,0,0,0,0,0,0,0,0,29,337,4,0,1,0
Davante Adams,7,51.00,0,0,0,0,0,0,0,0,0,0,50,483,1,1,0,0
Roddy White,10,51.00,0,0,0,0,0,0,0,0,0,0,43,506,1,0,0,0
Albert Wilson,9,51.00,0,0,0,0,0,0,5,26,0,0,35,451,2,0,0,0
Marquess Wilson,7,49.00,0,0,0,0,0,0,0,0,0,0,28,464,1,0,0,0
Leonard Hankerson,8,47.00,0,0,0,0,0,0,0,0,0,0,26,327,3,0,0,0
Mohamed Sanu,7,47.00,0,0,0,0,0,0,10,71,2,0,33,394,0,0,0,0
Brandon LaFell,4,45.00,0,0,0,0,0,0,2,9,0,0,37,515,0,0,0,0
Harry Douglas,4,44.00,0,0,0,0,0,0,1,-6,0,0,36,411,2,0,1,0
Josh Huff,8,43.00,0,0,0,0,0,0,0,0,0,0,27,312,3,0,0,0
Riley Cooper,8,41.00,0,0,0,0,0,0,0,0,0,0,21,327,2,0,0,0
Andre Holmes,6,41.00,0,0,0,0,0,0,0,0,0,0,14,201,4,0,0,0
Darrius Heyward-Bey,11,40.00,0,0,0,0,0,0,0,0,0,0,21,314,2,0,0,0
J.J. Nelson,9,40.00,0,0,0,0,0,0,1,0,0,0,11,299,2,0,1,0
Quinton Patton,10,39.00,0,0,0,0,0,0,1,5,0,0,30,394,1,0,0,0
Jarius Wright,5,39.00,0,0,0,0,0,0,1,29,0,0,34,442,0,0,1,0
Chris Givens,9,37.00,0,0,0,0,0,0,4,18,0,0,20,353,1,0,0,0
Bryan Walters,8,36.00,1,0,0,0,0,0,0,0,0,0,32,368,1,0,0,0
Jeremy Butler,9,33.00,0,0,0,0,0,0,0,0,0,0,31,363,0,0,0,0
Ryan Grant,8,33.00,0,0,0,0,0,0,0,0,0,0,23,268,2,0,0,0
Keshawn Martin,4,33.00,0,0,0,0,0,0,1,6,0,0,24,269,2,0,1,0
Jaelen Strong,9,31.00,0,0,0,0,0,0,0,0,0,0,14,161,3,0,0,0
Nelson Agholor,8,30.00,0,0,0,0,0,0,0,0,0,0,23,283,1,0,1,0
Josh Bellamy,7,30.00,0,0,0,0,0,0,0,0,0,0,19,224,2,0,0,0
Adam Humphries,6,29.00,0,0,0,0,0,0,0,0,0,0,27,260,1,0,0,0
Miles Austin,8,27.00,0,0,0,0,0,0,0,0,0,0,13,224,1,0,0,0
Justin Hunter,4,27.00,0,0,0,0,0,0,0,0,0,0,22,264,1,0,0,0
Quincy Enunwa,5,26.00,0,0,0,0,0,0,0,0,0,0,22,315,0,0,0,0
Percy Harvin,5,26.00,0,0,0,0,0,0,5,31,0,0,19,218,1,0,0,0
Marc Mariani,7,26.00,0,0,0,0,0,0,0,0,0,0,22,300,0,0,1,0
Eddie Royal,7,26.00,0,0,0,0,0,0,1,-1,0,0,37,238,1,0,0,0
Jeremy Kerley,5,25.00,0,0,0,0,0,0,0,0,0,0,16,152,2,0,0,0
De'Anthony Thomas,9,25.00,0,0,0,0,0,0,9,34,1,0,17,140,1,0,1,0
Brice Butler,6,24.00,0,0,0,0,0,0,0,0,0,0,12,258,0,0,0,0
Andrew Hawkins,11,24.00,0,0,0,0,0,0,0,0,0,0,27,276,0,1,1,0
Ty Montgomery,7,24.00,0,0,0,0,0,0,3,14,0,0,15,136,2,0,0,0
Nick Williams,10,24.00,0,0,0,0,0,0,0,0,0,0,17,159,2,0,0,0
