
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Josh Gordon,10,221.00,0,0,0,0,0,0,5,88,0,0,87,"1,646",9,0,0,0
Demaryius Thomas,9,220.00,0,0,0,0,0,0,0,0,0,0,92,"1,430",14,0,0,0
Calvin Johnson,9,213.00,0,0,0,0,0,0,0,0,0,0,84,"1,492",12,0,1,0
A.J. Green,12,203.00,0,0,0,0,0,0,0,0,0,0,98,"1,426",11,0,0,0
Brandon Marshall,8,198.00,0,0,0,0,0,0,0,0,0,0,100,"1,295",12,2,0,0
Dez Bryant,11,195.00,0,0,0,0,0,0,1,1,0,0,93,"1,233",13,0,1,0
Antonio Brown,5,191.00,1,1,15,0,0,0,7,4,0,0,110,"1,499",8,0,0,0
Eric Decker,9,188.00,0,0,0,0,0,0,0,0,0,0,87,"1,288",11,0,1,0
Alshon Jeffery,8,187.00,0,0,0,0,0,0,16,105,0,0,89,"1,421",7,1,1,0
DeSean Jackson,12,182.00,0,0,0,0,0,0,3,2,0,0,82,"1,332",9,0,0,0
Jordy Nelson,4,173.00,0,0,0,0,0,0,0,0,0,0,85,"1,314",8,0,0,0
Andre Johnson,8,161.00,0,0,0,0,0,0,0,0,0,0,109,"1,407",5,0,0,0
Vincent Jackson,5,156.00,0,0,0,0,0,0,1,0,0,0,78,"1,224",7,0,0,0
Pierre Garcon,5,155.00,0,0,0,0,0,0,2,19,0,0,113,"1,346",5,0,1,0
Anquan Boldin,9,153.00,0,0,0,0,0,0,2,11,0,0,85,"1,179",7,0,0,0
Terrelle Pryor,7,148.00,272,156,"1,798",7,11,0,83,576,2,0,0,0,0,0,2,0
Larry Fitzgerald,9,147.00,1,0,0,0,0,0,2,8,0,0,82,954,10,0,1,0
Keenan Allen,8,143.00,0,0,0,0,0,0,0,0,0,0,71,"1,046",8,0,2,0
Julian Edelman,10,137.00,0,0,0,0,0,0,2,11,0,0,105,"1,056",6,2,0,0
T.Y. Hilton,8,132.00,0,0,0,0,0,0,2,6,0,0,82,"1,083",5,0,0,0
Torrey Smith,8,132.00,0,0,0,0,0,0,0,0,0,0,65,"1,128",4,1,0,0
Wes Welker,9,131.00,0,0,0,0,0,0,0,0,0,0,73,778,10,0,1,0
Riley Cooper,12,128.00,0,0,0,0,0,0,0,18,0,0,47,835,8,2,0,0
Michael Floyd,9,128.00,0,0,0,0,0,0,0,0,0,0,65,"1,041",5,0,0,0
Marvin Jones,12,128.00,0,0,0,0,0,0,8,65,0,0,51,712,10,0,0,0
Marques Colston,7,118.00,0,0,0,0,0,0,0,0,0,0,75,943,5,0,0,0
Brian Hartline,6,117.00,0,0,0,0,0,0,0,0,0,0,76,"1,016",4,0,0,0
Mike Wallace,6,117.00,0,0,0,0,0,0,3,33,0,0,73,930,5,0,0,0
Victor Cruz,9,116.00,0,0,0,0,0,0,0,0,0,0,73,998,4,0,1,0
Jerricho Cotchery,5,113.00,0,0,0,0,0,0,1,-5,0,0,46,602,10,0,0,0
Golden Tate,12,113.00,0,0,0,0,0,0,3,31,0,0,64,898,5,0,0,0
Kendall Wright,8,113.00,0,0,0,0,0,0,0,0,0,0,94,"1,079",2,0,0,0
Harry Douglas,6,108.00,0,0,0,0,0,0,0,0,0,0,85,"1,067",2,0,2,0
Eddie Royal,8,105.00,0,0,0,0,0,0,3,21,0,0,47,631,8,0,1,0
Emmanuel Sanders,5,105.00,0,0,0,0,0,0,1,25,0,1,67,740,6,0,0,0
Rod Streater,7,105.00,0,0,0,0,0,0,2,17,0,0,60,888,4,0,1,0
Nate Washington,8,104.00,0,0,0,0,0,0,0,0,0,0,58,919,3,0,0,0
Doug Baldwin,12,101.00,0,0,0,0,0,0,2,6,0,0,50,778,5,0,0,0
Terrance Williams,11,98.00,0,0,0,0,0,0,3,4,0,0,44,736,5,1,2,0
Greg Jennings,5,97.00,0,0,0,0,0,0,0,0,0,0,68,804,4,0,0,0
Denarius Moore,7,95.00,0,0,0,0,0,0,0,0,0,0,46,695,5,0,0,0
