
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Bryant Johnson,11,13.00,0,0,0,0,0,0,1,1,0,0,6,90,1,0,0,0
Mike Sims-Walker,9,13.00,0,0,0,0,0,0,0,0,0,0,12,150,0,0,0,0
David Anderson,5,12.00,0,0,0,0,0,0,0,0,0,0,7,79,1,0,0,0
Kevin Ogletree,5,12.00,0,0,0,0,0,0,2,3,0,0,15,164,0,0,1,0
Derrick Mason,11,11.00,0,0,0,0,0,0,0,0,0,0,19,170,0,0,0,0
Terrence Austin,5,10.00,0,0,0,0,0,0,0,0,0,0,12,137,0,0,1,0
Donnie Avery,5,10.00,0,0,0,0,0,0,0,0,0,0,3,45,1,0,0,0
Terrance Copper,6,10.00,0,0,0,0,0,0,0,0,0,0,8,114,0,0,0,0
Domenik Hixon,7,10.00,0,0,0,0,0,0,0,0,0,0,4,50,1,0,0,0
Greg Camarillo,9,9.00,0,0,0,0,0,0,0,0,0,0,9,121,0,0,0,0
Sam Hurd,8,9.00,0,0,0,0,0,0,0,0,0,0,8,109,0,0,0,0
Brandon Banks,5,8.00,1,1,49,1,0,0,1,1,0,0,1,10,0,0,0,0
Bernard Berrian,9,8.00,0,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0
Chad Hall,7,8.00,0,0,0,0,0,0,3,13,0,0,3,20,1,0,0,0
Ruvell Martin,7,8.00,0,0,0,0,0,0,0,0,0,0,7,82,0,0,0,0
Cecil Shorts,9,8.00,0,0,0,0,0,0,0,0,0,0,2,30,1,0,0,0
Jerheme Urban,6,8.00,0,0,0,0,0,0,1,7,0,0,4,35,1,0,0,0
Eric Weems,8,7.00,0,0,0,0,0,0,0,0,0,0,11,90,0,0,0,0
Ramses Barden,7,6.00,0,0,0,0,0,0,0,0,0,0,9,94,0,0,0,0
Keary Colbert,6,6.00,0,0,0,0,0,0,0,0,0,0,9,89,0,0,0,0
Lee Evans,5,6.00,0,0,0,0,0,0,0,0,0,0,4,74,0,0,0,0
Rashied Davis,9,5.00,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0
Danny Amendola,5,4.00,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0
Sammie Stroughter,8,4.00,0,0,0,0,0,0,0,0,0,0,4,52,0,0,1,0
Stephen Burton,9,3.00,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0
Deon Butler,6,3.00,0,0,0,0,0,0,0,0,0,0,6,51,0,0,0,0
Kris Durham,6,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Kassim Osgood,9,3.00,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0
Taylor Price,9,3.00,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0
Matt Slater,7,3.00,0,0,0,0,0,0,0,0,0,0,1,46,0,0,1,0
Devin Thomas,7,3.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
LaQuan Williams,5,3.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Adrian Arrington,11,2.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
Mark Clayton,5,2.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
Carlton Mitchell,5,2.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Brian Robiskie,5,2.00,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
DeMarco Sampson,6,2.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Tiquan Underwood,9,2.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Bryan Walters,6,2.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0
Ryan Whalen,7,2.00,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
Emmanuel Arceneaux,9,1.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Edmond Gates,5,1.00,0,0,0,0,0,0,1,4,0,0,2,19,0,0,0,0
Roscoe Parrish,7,1.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Jordan Shipley,7,1.00,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0
Chansi Stuckey,6,1.00,0,0,0,0,0,0,0,0,0,0,4,39,0,0,1,0
Seyi Ajirotutu,9,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Julian Edelman,7,0.00,0,0,0,0,0,0,4,8,0,0,4,34,0,0,1,0
Armanti Edwards,9,0.00,1,1,11,0,0,0,1,5,0,0,0,0,0,0,0,0
Jeremy Horne,6,0.00,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
Marc Mariani,6,0.00,0,0,0,0,0,0,1,4,0,0,5,24,0,0,0,0
Nick Miller,5,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Micheal Spurlock,8,0.00,1,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Brandon Stokley,7,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Maurice Stovall,9,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Brett Swain,7,0.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Quan Cosby,11,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
David Reed,5,-1.00,0,0,0,0,0,0,1,16,0,0,0,0,0,0,2,0
Brandon Tate,7,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
