
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Jimmy Graham,7,211.00,0,0,0,0,0,0,0,0,0,0,86,"1,215",16,0,0,0
Vernon Davis,9,157.00,0,0,0,0,0,0,0,0,0,0,52,850,13,0,1,0
Julius Thomas,9,144.00,0,0,0,0,0,0,0,0,0,0,65,788,12,0,0,0
Tony Gonzalez,6,129.00,0,0,0,0,0,0,0,0,0,0,83,859,8,1,0,0
Jordan Cameron,10,127.00,0,0,0,0,0,0,0,0,0,0,80,917,7,0,0,0
Jason Witten,11,127.00,0,0,0,0,0,0,0,0,0,0,73,851,8,0,0,0
Charles Clay,6,113.00,0,0,0,0,0,0,7,15,1,0,69,759,6,0,0,0
Greg Olsen,4,110.00,0,0,0,0,0,0,0,0,0,0,73,816,6,0,0,0
Antonio Gates,8,104.00,0,0,0,0,0,0,0,0,0,0,77,872,4,0,2,0
Martellus Bennett,8,97.00,0,0,0,0,0,0,0,0,0,0,65,759,5,0,1,0
Jared Cook,11,89.00,0,0,0,0,0,0,0,0,0,0,51,671,5,0,1,0
Delanie Walker,8,87.00,0,0,0,0,0,0,0,0,0,0,60,571,6,0,0,0
Coby Fleener,8,81.00,0,0,0,0,0,0,0,0,0,0,52,608,4,2,0,0
Rob Gronkowski,10,80.00,0,0,0,0,0,0,0,0,0,0,39,592,4,0,0,0
Timothy Wright,5,80.00,0,0,0,0,0,0,1,2,0,0,54,571,5,0,0,0
Garrett Graham,8,77.00,0,0,0,0,0,0,0,0,0,0,49,545,5,0,1,0
Brent Celek,12,76.00,0,0,0,0,0,0,0,0,0,0,32,502,6,0,1,0
Brandon Myers,9,70.00,0,0,0,0,0,0,0,0,0,0,47,522,4,0,0,0
Scott Chandler,12,69.00,0,0,0,0,0,0,0,0,0,0,53,655,2,0,1,0
Jordan Reed,5,65.00,0,0,0,0,0,0,1,18,0,0,45,499,3,0,0,0
Zach Ertz,12,64.00,0,0,0,0,0,0,0,0,0,0,36,469,4,0,0,0
Zach Miller,12,63.00,0,0,0,0,0,0,0,0,0,0,33,387,5,0,0,0
Joseph Fauria,9,61.00,0,0,0,0,0,0,0,0,0,0,18,207,7,1,0,0
Jermaine Gresham,12,61.00,0,0,0,0,0,0,0,0,0,0,46,458,4,0,3,0
Mychal Rivera,7,61.00,0,0,0,0,0,0,0,0,0,0,38,407,4,0,0,0
Jeff Cumberland,10,58.00,0,0,0,0,0,0,0,0,0,0,26,398,4,0,0,0
Heath Miller,5,57.00,0,0,0,0,0,0,0,0,0,0,58,593,1,0,1,0
Marcedes Lewis,9,55.00,0,0,0,0,0,0,0,0,0,0,25,359,4,0,1,0
Ladarius Green,8,53.00,0,0,0,0,0,0,0,0,0,0,17,376,3,0,0,0
Tyler Eifert,12,49.00,0,0,0,0,0,0,0,0,0,0,39,445,2,0,0,0
Rob Housler,9,48.00,0,0,0,0,0,0,0,0,0,0,39,454,1,0,0,0
Dallas Clark,8,47.00,0,0,0,0,0,0,0,0,0,0,31,343,3,0,0,0
Brandon Pettigrew,9,47.00,0,0,0,0,0,0,0,0,0,0,41,416,2,0,1,0
Jermichael Finley,4,46.00,0,0,0,0,0,0,0,0,0,0,25,300,3,0,0,0
Kellen Winslow,10,46.00,0,0,0,0,0,0,0,0,0,0,31,388,2,0,0,0
Kyle Rudolph,5,45.00,0,0,0,0,0,0,0,0,0,0,30,313,3,0,0,0
Lance Kendricks,11,44.00,0,0,0,0,0,0,0,0,0,0,32,258,4,0,0,0
Owen Daniels,8,41.00,0,0,0,0,0,0,0,0,0,0,24,252,3,0,0,0
Sean McGrath,10,40.00,0,0,0,0,0,0,0,0,0,0,26,302,2,0,0,0
Logan Paulsen,5,39.00,0,0,0,0,0,0,0,0,0,0,28,267,3,0,2,0
Andrew Quarless,4,37.00,0,0,0,0,0,0,0,0,0,0,32,312,2,0,0,0
Clay Harbor,12,34.00,0,0,0,0,0,0,0,0,0,0,24,292,2,0,1,0
John Carlson,5,33.00,0,0,0,0,0,0,0,0,0,0,32,344,1,0,1,0
Anthony Fasano,10,33.00,0,0,0,0,0,0,0,0,0,0,23,200,3,0,0,0
Benjamin Watson,7,31.00,0,0,0,0,0,0,0,0,0,0,19,226,2,0,0,0
Ed Dickson,8,28.00,0,0,0,0,0,0,0,0,0,0,25,273,1,0,0,0
Luke Willson,12,28.00,0,0,0,0,0,0,0,0,0,0,20,272,1,0,0,0
Ryan Griffin,8,27.00,0,0,0,0,0,0,0,0,0,0,19,244,1,0,0,0
Jim Dray,9,26.00,0,0,0,0,0,0,0,0,0,0,26,215,2,0,1,0
Gavin Escobar,11,21.00,0,0,0,0,0,0,0,0,0,0,9,134,2,0,0,0
