
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
DeAndre Hopkins,7,208.00,0,0,0,0,0,0,0,0,0,0,96,"1,378",13,0,1,0
Antonio Brown,9,204.00,0,0,0,0,0,0,0,0,0,0,101,"1,533",9,1,0,0
Keenan Allen,9,175.00,0,0,0,0,0,0,2,9,0,0,102,"1,393",6,0,0,1
Marvin Jones,7,157.00,0,0,0,0,0,0,0,0,0,0,61,"1,101",9,0,0,0
Julio Jones,5,156.00,0,0,0,0,0,0,1,15,0,0,88,"1,444",3,0,0,0
Tyreek Hill,10,153.00,1,0,0,0,1,0,17,59,0,0,75,"1,183",7,0,0,0
A.J. Green,6,147.00,0,0,0,0,0,0,0,0,0,0,75,"1,078",8,0,2,0
Michael Thomas,5,147.00,0,0,0,0,0,0,0,0,0,0,104,"1,245",5,0,0,0
Larry Fitzgerald,8,146.00,1,1,21,0,0,0,0,0,0,0,109,"1,156",6,1,1,0
Jarvis Landry,1,145.00,1,0,0,0,0,0,1,-7,0,0,112,987,9,0,2,0
Brandin Cooks,9,144.00,0,0,0,0,0,0,9,40,0,0,65,"1,082",7,1,0,0
Davante Adams,8,143.00,0,0,0,0,0,0,0,0,0,0,74,885,10,0,0,0
Adam Thielen,9,143.00,0,0,0,0,0,0,1,11,0,0,91,"1,276",4,0,2,0
Doug Baldwin,6,142.00,0,0,0,0,0,0,2,-8,0,0,75,991,8,1,0,0
Alshon Jeffery,10,132.00,0,0,0,0,0,0,0,0,0,0,57,789,9,3,0,0
Robby Anderson,11,128.00,0,0,0,0,0,0,3,9,0,0,63,941,7,0,0,0
Stefon Diggs,9,127.00,0,0,0,0,0,0,8,13,0,0,64,849,8,0,0,0
JuJu Smith-Schuster,9,126.00,0,0,0,0,0,0,0,0,0,0,58,917,7,0,0,0
Devin Funchess,11,125.00,0,0,0,0,0,0,0,0,0,0,63,840,8,0,0,0
Nelson Agholor,10,124.00,0,0,0,0,0,0,1,7,0,0,62,768,8,0,0,1
Mike Evans,1,124.00,0,0,0,0,0,0,0,0,0,0,71,"1,001",5,1,0,0
Golden Tate,7,123.00,0,0,0,0,0,1,5,22,0,0,92,"1,003",5,0,1,0
Demaryius Thomas,5,116.00,0,0,0,0,0,0,0,0,0,0,83,949,5,0,1,0
T.Y. Hilton,11,113.00,0,0,0,0,0,0,0,0,0,0,57,966,4,0,1,0
Dez Bryant,6,111.00,0,0,0,0,0,0,1,-4,0,0,69,838,6,0,1,0
Michael Crabtree,10,110.00,0,0,0,0,0,0,0,0,0,0,58,618,8,2,0,0
Kenny Stills,1,110.00,0,0,0,0,0,0,0,0,0,0,58,847,6,0,2,0
Cooper Kupp,8,109.00,1,0,0,0,0,0,0,0,0,0,62,869,5,0,1,0
Marquise Goodwin,11,103.00,0,0,0,0,0,0,4,44,0,0,56,962,2,0,0,0
Amari Cooper,10,102.00,0,0,0,0,0,0,1,4,0,0,48,680,7,0,0,0
Mohamed Sanu,5,102.00,1,1,51,1,0,0,4,10,0,0,67,703,5,0,0,0
Sammy Watkins,8,102.00,0,0,0,0,0,0,0,0,0,0,39,593,8,0,0,0
Robert Woods,8,102.00,0,0,0,0,0,0,2,12,0,0,56,781,5,0,1,0
Jermaine Kearse,11,101.00,0,0,0,0,0,0,0,0,0,0,65,810,5,0,0,0
Paul Richardson,6,100.00,0,0,0,0,0,0,0,0,0,0,44,703,6,0,0,0
Ted Ginn Jr.,5,98.00,0,0,0,0,0,0,10,39,0,0,53,787,4,0,0,0
Rishard Matthews,8,97.00,0,0,0,0,0,0,1,-3,0,0,53,795,4,0,0,0
Mike Wallace,10,91.00,0,0,0,0,0,0,1,4,0,0,52,748,4,0,0,0
Jamison Crowder,5,90.00,0,0,0,0,0,0,7,34,0,0,66,789,3,0,3,0
Tyrell Williams,9,89.00,0,0,0,0,0,0,0,0,0,0,43,728,4,0,1,0
Randall Cobb,8,85.00,1,1,10,0,0,0,9,17,0,0,66,653,4,1,0,0
Keelan Cole,8,85.00,0,0,0,0,0,0,0,0,0,0,42,748,3,0,1,0
Marqise Lee,8,85.00,1,0,0,0,0,0,1,17,0,0,56,702,3,1,0,0
Travis Benjamin,9,81.00,0,0,0,0,0,0,13,96,0,0,34,567,4,0,0,0
DeSean Jackson,1,81.00,0,0,0,0,0,0,3,38,0,0,50,668,3,0,0,0
Kelvin Benjamin,6,80.00,0,0,0,0,0,0,0,0,0,0,48,692,3,0,0,0
Josh Doctson,5,80.00,0,0,0,0,0,0,1,-14,0,0,35,502,6,0,0,0
Will Fuller,7,80.00,0,0,0,0,0,0,2,9,0,0,28,423,7,0,0,0
Sterling Shepard,8,80.00,0,0,0,0,0,0,4,4,0,0,59,731,2,0,0,0
Jordy Nelson,8,79.00,0,0,0,0,0,0,0,0,0,0,53,482,6,0,0,0
Martavis Bryant,9,77.00,0,0,0,0,0,0,6,22,0,0,50,603,3,1,0,0
Ryan Grant,5,73.00,0,0,0,0,0,0,0,0,0,0,45,573,4,0,0,0
Danny Amendola,9,71.00,0,0,0,0,0,0,0,0,0,0,61,659,2,0,0,0
Chris Hogan,9,71.00,0,0,0,0,0,0,3,17,0,0,34,439,5,0,0,0
Albert Wilson,10,67.00,0,0,0,0,0,0,3,6,0,0,42,554,3,0,0,0
DeVante Parker,1,66.00,0,0,0,0,0,0,0,0,0,0,57,670,1,0,0,0
Jaron Brown,8,65.00,0,0,0,0,0,0,0,0,0,0,31,477,4,0,0,0
Brandon LaFell,6,65.00,0,0,0,0,0,0,0,0,0,0,52,548,3,0,0,0
Tyler Lockett,6,64.00,0,0,0,0,0,0,10,58,0,0,45,555,2,0,0,0
Adam Humphries,1,62.00,0,0,0,0,0,0,1,6,0,0,61,631,1,0,1,0
Emmanuel Sanders,5,62.00,0,0,0,0,0,0,0,0,0,0,47,555,2,0,0,0
Deonte Thompson,6,61.00,0,0,0,0,0,0,2,-5,0,0,38,555,2,0,0,0
Kenny Golladay,7,60.00,0,0,0,0,0,0,1,9,0,0,28,477,3,0,0,0
Ty Montgomery,8,60.00,0,0,0,0,0,0,71,273,3,0,23,173,1,0,0,0
Kendall Wright,9,60.00,0,0,0,0,0,0,0,0,0,0,59,614,1,0,0,0
Allen Hurns,8,58.00,0,0,0,0,0,0,0,0,0,0,39,484,2,0,0,0
J.J. Nelson,8,58.00,0,0,0,0,0,0,3,37,0,0,29,508,2,0,1,0
Jeremy Maclin,10,57.00,0,0,0,0,0,0,0,0,0,0,40,440,3,0,0,0
Eric Decker,11,55.00,1,0,0,0,0,0,0,0,0,0,54,563,1,0,0,0
Chris Godwin,1,49.00,0,0,0,0,0,0,0,0,0,0,34,525,1,0,0,0
Torrey Smith,10,49.00,0,0,0,0,0,0,1,-3,0,0,36,430,2,0,0,0
Terrance Williams,6,49.00,0,0,0,0,0,0,2,15,0,0,53,568,0,0,0,0
Cole Beasley,6,48.00,0,0,0,0,0,0,0,0,0,0,36,314,4,0,0,0
Brandon Coleman,5,48.00,0,0,0,0,0,0,0,0,0,0,23,364,3,0,2,0
Bennie Fowler,5,48.00,0,0,0,0,0,0,0,0,0,0,29,350,3,0,0,0
Roger Lewis,8,47.00,0,0,0,0,0,0,0,0,0,0,36,416,2,0,0,0
Donte Moncrief,11,47.00,0,0,0,0,0,0,0,0,0,0,26,391,2,0,0,0
Trent Taylor,11,47.00,0,0,0,0,0,0,0,0,0,0,43,430,2,0,1,0
Odell Beckham Jr.,8,46.00,0,0,0,0,0,0,1,8,0,0,25,302,3,0,0,0
Brice Butler,6,46.00,0,0,0,0,0,0,0,0,0,0,15,317,3,0,0,0
Pierre Garcon,11,46.00,0,0,0,0,0,0,0,0,0,0,40,500,0,0,0,0
John Brown,8,44.00,0,0,0,0,0,0,1,10,0,0,21,299,3,0,0,0
T.J. Jones,7,43.00,0,0,0,0,0,0,0,0,0,0,30,399,1,1,0,0
Bruce Ellington,7,42.00,0,0,0,0,0,0,3,17,0,0,29,330,2,0,0,0
Seth Roberts,10,42.00,0,0,0,0,0,0,0,0,0,0,43,455,1,0,2,0
Josh Bellamy,9,40.00,0,0,0,0,0,0,1,6,0,0,24,376,1,0,0,0
Tavarres King,8,40.00,0,0,0,0,0,0,2,3,0,0,18,240,3,0,0,0
Corey Coleman,9,39.00,0,0,0,0,0,0,0,0,0,0,23,305,2,0,0,0
Taylor Gabriel,5,39.00,0,0,0,0,0,0,8,49,0,0,33,378,1,0,0,0
Rashard Higgins,9,39.00,0,0,0,0,0,0,1,4,0,0,27,312,2,0,1,0
Cody Latimer,5,39.00,0,0,0,0,0,0,0,0,0,0,19,287,2,1,0,0
Zay Jones,6,38.00,0,0,0,0,0,0,0,0,0,0,27,316,2,0,0,0
Chris Moore,10,38.00,0,0,0,0,0,0,2,-9,0,0,18,248,3,0,0,0
Dede Westbrook,8,37.00,0,0,0,0,0,0,0,0,0,0,27,339,1,0,0,0
Josh Gordon,9,36.00,0,0,0,0,0,0,0,0,0,0,18,335,1,0,0,0
Justin Hardy,5,36.00,0,0,0,0,0,0,0,0,0,0,20,221,3,0,0,0
Dontrelle Inman,9,36.00,0,0,0,0,0,0,0,0,0,0,25,343,1,0,0,0
Johnny Holton,10,35.00,0,0,0,0,0,0,0,0,0,0,9,218,3,0,2,0
Kenny Britt,9,33.00,0,0,0,0,0,0,0,0,0,0,20,256,2,0,0,0
Ricardo Louis,9,32.00,0,0,0,0,0,0,0,0,0,0,27,357,0,0,0,0
Aldrick Robinson,11,32.00,0,0,0,0,0,0,0,0,0,0,19,260,2,0,0,0
Jordan Matthews,10,31.00,0,0,0,0,0,0,0,0,0,0,25,282,1,0,1,0
