
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Cardale Jones,10,1.00,11,6,96,0,1,0,1,-1,0,0,0,0,0,0,0,0
Matt McGloin,10,1.00,15,8,50,0,0,0,3,-3,0,0,0,0,0,0,0,0
Kellen Clemens,11,0.00,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0
Chase Daniel,4,0.00,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
David Fales,8,0.00,5,2,22,0,0,0,1,0,0,0,0,0,0,0,0,0
Chad Henne,5,0.00,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0
Matt Schaub,11,0.00,3,1,16,0,0,0,2,-2,0,0,0,0,0,0,0,0
Joe Webb,7,0.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Mark Sanchez,7,-1.00,18,10,93,0,2,0,4,-2,0,0,0,0,0,0,0,0
Brett Hundley,4,-2.00,10,2,17,0,1,0,3,-2,0,0,0,0,0,0,0,0
Ryan Mallett,8,-2.00,6,3,26,0,1,0,5,-6,0,0,0,0,0,0,0,0
Sean Mannion,8,-2.00,6,3,19,0,1,0,1,-1,0,0,0,0,0,0,0,0
