
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Travis Kelce,5,133.00,0,0,0,0,0,0,1,-5,0,0,85,"1,125",4,1,0,0
Greg Olsen,7,121.00,0,0,0,0,0,0,0,0,0,0,80,"1,073",3,1,0,0
Jimmy Graham,5,120.00,0,0,0,0,0,0,1,0,0,0,65,923,6,0,2,0
Kyle Rudolph,6,120.00,0,0,0,0,0,0,0,0,0,0,83,840,7,0,0,0
Delanie Walker,13,117.00,0,0,0,0,0,0,2,11,0,0,65,800,7,0,0,0
Cameron Brate,6,106.00,0,0,0,0,0,0,0,0,0,0,57,660,8,0,0,0
Martellus Bennett,9,105.00,0,0,0,0,0,0,2,10,0,0,55,701,7,0,0,0
Jordan Reed,9,99.00,0,0,0,0,0,0,0,0,0,0,66,686,6,0,1,0
Zach Ertz,4,98.00,0,0,0,0,0,0,0,0,0,0,78,816,4,0,0,0
Antonio Gates,11,91.00,0,0,0,0,0,0,0,0,0,0,53,548,7,0,1,0
Hunter Henry,11,91.00,0,0,0,0,0,0,0,0,0,0,36,478,8,0,1,0
Jack Doyle,10,80.00,0,0,0,0,0,0,0,0,0,0,59,584,5,0,1,0
Eric Ebron,10,78.00,0,0,0,0,0,0,1,1,1,0,61,711,1,0,0,0
Coby Fleener,5,78.00,0,0,0,0,0,0,1,2,1,0,50,631,3,0,0,0
Jason Witten,7,78.00,0,0,0,0,0,0,0,0,0,0,69,673,3,0,1,0
Dennis Pitta,8,77.00,0,0,0,0,0,0,0,0,0,0,86,729,2,0,1,0
C.J. Fiedorowicz,9,75.00,0,0,0,0,0,0,0,0,0,0,54,559,4,0,0,0
Dwayne Allen,10,74.00,0,0,0,0,0,0,0,0,0,0,35,406,6,1,0,0
Charles Clay,10,73.00,0,0,0,0,0,0,0,0,0,0,57,552,4,0,0,0
Rob Gronkowski,9,69.00,0,0,0,0,0,0,0,0,0,0,25,540,3,0,0,0
Zach Miller,9,69.00,0,0,0,0,0,0,0,0,0,0,47,486,4,0,0,0
Gary Barnidge,13,68.00,0,0,0,0,0,0,0,0,0,0,55,612,2,1,0,0
Vernon Davis,9,64.00,0,0,0,0,0,0,0,0,0,0,44,583,2,0,0,0
Tyler Eifert,9,64.00,0,0,0,0,0,0,0,0,0,0,29,394,5,0,0,0
Vance McDonald,8,59.00,0,0,0,0,0,0,0,0,0,0,24,391,4,0,0,0
Lance Kendricks,8,56.00,0,0,0,0,0,0,0,0,0,0,50,499,2,0,1,0
Ryan Griffin,9,49.00,0,0,0,0,0,0,0,0,0,0,50,442,2,0,1,0
Julius Thomas,5,49.00,0,0,0,0,0,0,0,0,0,0,30,281,4,0,0,0
Clive Walford,10,48.00,0,0,0,0,0,0,0,0,0,0,33,359,3,0,0,0
Jermaine Gresham,9,47.00,0,0,0,0,0,0,0,0,0,0,37,391,2,0,0,0
Garrett Celek,8,45.00,0,0,0,0,0,0,0,0,0,0,29,350,3,0,1,0
Jesse James,8,45.00,0,0,0,0,0,0,0,0,0,0,39,338,3,0,0,0
Dion Sims,8,45.00,0,0,0,0,0,0,0,0,0,0,26,256,4,0,0,0
Austin Hooper,11,40.00,0,0,0,0,0,0,0,0,0,0,19,271,3,0,0,0
