,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Russell Wilson,41.00,32,23,292,5,0,0,1,6,0,0,0,0,0,0,0,0
Eli Manning,36.00,31,27,337,4,0,0,3,-2,0,0,0,0,0,0,1,0
Blake Bortles,33.00,30,16,250,3,0,0,4,17,1,0,0,0,0,0,2,0
Ryan Fitzpatrick,30.00,36,21,263,3,0,0,3,23,0,0,0,0,0,0,0,0
Odell Beckham Jr.,28.00,0,0,0,0,0,0,0,0,0,0,7,166,2,0,0,0
Cam Newton,28.00,21,15,265,3,0,0,3,4,0,0,0,0,0,0,0,0
Doug Baldwin,26.00,0,0,0,0,0,0,0,0,0,0,6,82,3,0,0,0
Isaiah Crowell,26.00,0,0,0,0,0,0,20,145,2,0,1,9,0,0,0,0
Todd Gurley,26.00,0,0,0,0,0,0,16,140,2,0,1,7,0,0,0,0
Drew Brees,24.00,41,31,312,2,0,0,3,0,0,0,0,0,0,0,0,0
Ted Ginn Jr.,24.00,0,0,0,0,0,0,1,5,0,0,2,120,2,0,0,0
Carson Palmer,24.00,35,25,310,2,0,0,3,3,0,0,0,0,0,0,0,0
Kirk Cousins,23.00,31,24,300,1,1,0,4,13,1,0,0,0,0,0,0,0
Jay Cutler,23.00,31,19,315,2,0,0,1,5,0,0,0,0,0,0,1,0
Tom Brady,22.00,30,22,226,2,0,0,4,10,0,0,0,0,0,0,0,0
Tyler Lockett,22.00,0,0,0,0,0,0,0,0,0,0,6,104,2,0,0,0
Aaron Rodgers,22.00,35,22,218,2,0,0,3,27,0,0,0,0,0,0,0,0
James Starks,22.00,0,0,0,0,0,0,11,71,1,0,4,32,1,0,0,0
Eddie Lacy,20.00,0,0,0,0,0,0,24,124,1,0,1,24,0,0,0,0
Marcus Mariota,20.00,39,21,274,0,1,1,3,3,0,0,1,41,1,0,0,0
Lamar Miller,20.00,0,0,0,0,0,0,12,89,2,0,0,0,0,0,0,0
DeAngelo Williams,20.00,0,0,0,0,0,0,23,76,2,0,2,15,0,0,0,0
A.J. Green,19.00,0,0,0,0,0,0,0,0,0,0,6,132,1,0,0,0
A.J. McCarron,19.00,32,22,280,2,2,0,3,8,0,0,0,0,0,0,0,0
Matthew Stafford,19.00,46,30,245,2,1,0,2,5,0,0,0,0,0,0,0,0
Golden Tate,19.00,0,0,0,0,0,0,1,15,0,0,9,60,2,0,0,0
Tyrod Taylor,19.00,36,19,268,1,1,0,8,53,0,0,0,0,0,0,0,0
Teddy Bridgewater,18.00,36,25,335,1,0,0,1,3,0,0,0,0,0,0,1,0
Brandon Marshall,18.00,0,0,0,0,0,0,0,0,0,0,6,125,1,0,0,0
