,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Joe Flacco,42.00,28,21,306,5,0,0,0,0,0,0,0,0,0,0,0,0
Tom Brady,38.00,37,27,361,4,0,0,4,3,0,0,0,0,0,0,0,0
Cam Newton,37.00,46,29,284,2,1,0,17,107,1,0,0,0,0,0,0,0
Colin Kaepernick,34.00,35,22,343,3,0,0,3,37,0,0,0,0,0,0,0,0
Derek Carr,33.00,34,18,282,4,1,0,1,2,0,0,0,0,0,0,0,0
Philip Rivers,31.00,34,22,313,3,0,0,5,13,0,0,0,0,0,0,0,0
Aaron Rodgers,31.00,42,24,264,3,0,0,7,34,0,0,0,0,0,0,0,0
Andrew Luck,30.00,44,25,370,3,1,0,7,18,0,0,0,0,0,0,1,0
T.Y. Hilton,28.00,0,0,0,0,0,0,0,0,0,0,9,223,1,0,0,0
Matt Forte,27.00,0,0,0,0,0,0,17,80,2,0,10,77,0,0,0,0
Peyton Manning,27.00,33,22,237,3,0,0,1,0,0,0,0,0,0,0,0,0
Arian Foster,25.00,0,0,0,0,0,0,20,109,2,0,3,32,0,0,0,0
Andre Holmes,24.00,0,0,0,0,0,0,0,0,0,0,4,121,2,0,0,0
Jay Cutler,23.00,38,26,381,1,0,1,6,4,0,0,0,0,0,0,0,0
Andy Dalton,22.00,43,33,323,2,2,0,4,25,0,0,0,0,0,0,0,0
Mike Glennon,22.00,44,24,314,2,1,0,0,0,0,0,0,0,0,0,0,0
Kyle Orton,22.00,38,24,299,2,1,1,0,0,0,0,0,0,0,0,1,0
Carson Palmer,22.00,44,28,250,2,0,0,1,-3,0,0,0,0,0,0,0,0
Giovani Bernard,21.00,0,0,0,0,0,0,18,137,1,0,4,20,0,0,0,0
Brandon LaFell,21.00,0,0,0,0,0,0,0,0,0,0,4,97,2,0,0,0
Tony Romo,21.00,32,21,250,2,0,0,2,-1,0,0,0,0,0,0,1,0
Ryan Tannehill,21.00,31,20,244,2,2,0,3,49,0,0,0,0,0,0,0,0
Blake Bortles,20.00,46,32,336,1,1,0,5,38,0,0,0,0,0,0,0,0
Kirk Cousins,20.00,38,24,354,2,3,0,0,0,0,0,0,0,0,0,0,0
DeMarco Murray,20.00,0,0,0,0,0,0,28,115,1,0,6,31,0,0,0,0
Ben Tate,19.00,0,0,0,0,0,0,25,78,2,0,0,0,0,0,0,0
Branden Oliver,18.00,0,0,0,0,0,0,26,101,1,0,4,23,0,0,0,0
Mohamed Sanu,18.00,0,0,0,0,0,0,0,0,0,0,10,120,1,0,0,0
Geno Smith,18.00,43,23,190,2,1,0,2,11,0,0,0,0,0,0,0,0
Demaryius Thomas,18.00,0,0,0,0,0,0,0,0,0,0,10,124,1,0,0,0
Nick Foles,17.00,34,21,248,2,2,0,2,5,0,0,0,0,0,0,0,0
DeSean Jackson,17.00,0,0,0,0,0,0,1,5,0,0,3,115,1,0,0,0
Steve Smith,17.00,0,0,0,0,0,0,0,0,0,0,5,110,1,0,0,0
Torrey Smith,17.00,0,0,0,0,0,0,0,0,0,0,4,51,2,0,0,0
Julius Thomas,17.00,0,0,0,0,0,0,0,0,0,0,4,51,2,0,0,0
Jordan Cameron,16.00,0,0,0,0,0,0,0,0,0,0,3,102,1,0,0,0
Malcom Floyd,16.00,0,0,0,0,0,0,0,0,0,0,5,103,1,0,0,0
Jordy Nelson,16.00,0,0,0,0,0,0,0,0,0,0,9,107,1,0,0,0
Joique Bell,15.00,0,0,0,0,0,0,18,74,1,0,2,23,0,0,0,0
Anquan Boldin,15.00,0,0,0,0,0,0,0,0,0,0,7,94,1,0,0,0
Larry Fitzgerald,15.00,0,0,0,0,0,0,0,0,0,0,6,98,1,0,0,0
Clay Harbor,15.00,0,0,0,0,0,0,0,0,0,0,3,91,1,0,0,0
Robert Woods,15.00,0,0,0,0,0,0,0,0,0,0,7,78,1,1,0,0
Brian Hoyer,14.00,17,8,217,1,0,0,1,0,0,0,0,0,0,0,0,0
Andre Johnson,14.00,0,0,0,0,0,0,0,0,0,0,7,99,1,0,1,0
Brandon Lloyd,14.00,0,0,0,0,0,0,0,0,0,0,1,80,1,0,0,0
