,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Cam Newton,41.00,30,21,242,3,0,0,11,79,0,0,1,19,1,0,0,0
Kirk Cousins,40.00,40,28,405,3,0,0,5,1,1,0,0,0,0,0,0,0
Justin Herbert,38.00,31,22,302,3,0,1,6,9,1,0,0,0,0,0,0,0
Tom Brady,37.00,41,26,399,4,1,0,5,3,0,0,0,0,0,0,0,0
Jonathan Taylor,37.00,0,0,0,0,0,0,30,253,2,0,1,1,0,0,0,0
Derrick Henry,36.00,0,0,0,0,0,0,34,250,2,0,0,0,0,0,1,0
Aaron Rodgers,33.00,24,19,240,4,0,0,1,4,0,0,0,0,0,0,0,0
Deshaun Watson,31.00,39,28,365,3,1,0,3,12,0,0,0,0,0,0,0,0
Marvin Jones,30.00,0,0,0,0,0,0,0,0,0,0,8,180,2,0,0,0
Lamar Jackson,29.00,18,10,113,3,1,0,11,97,0,0,0,0,0,0,0,0
Ryan Tannehill,29.00,27,18,216,1,0,0,7,38,2,0,0,0,0,0,0,0
Brandin Cooks,28.00,0,0,0,0,0,0,0,0,0,0,11,166,2,0,0,0
J.K. Dobbins,28.00,0,0,0,0,0,0,13,160,2,0,0,0,0,0,0,0
Drew Lock,27.00,41,25,339,2,0,1,2,7,0,0,0,0,0,0,0,0
Matt Ryan,27.00,44,29,265,2,0,0,3,1,1,0,0,0,0,0,1,0
Matthew Stafford,27.00,31,20,293,3,1,0,2,9,0,0,0,0,0,0,0,0
Drew Brees,26.00,32,22,201,3,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Mattison,26.00,0,0,0,0,0,0,21,95,1,0,3,50,1,0,0,0
Antonio Brown,25.00,0,0,0,0,0,0,0,0,0,0,11,138,2,0,0,0
Chris Godwin,25.00,0,0,0,0,0,0,0,0,0,0,5,133,2,0,0,0
Sterling Shepard,25.00,0,0,0,0,0,0,2,24,1,0,8,112,1,0,0,0
Josh Allen,24.00,25,18,224,3,1,0,2,3,0,0,0,0,0,0,0,0
Derek Carr,24.00,38,24,371,2,2,1,2,1,0,0,0,0,0,0,0,0
Jerry Jeudy,22.00,0,0,0,0,0,0,0,0,0,0,5,140,1,1,0,0
Mason Rudolph,22.00,39,22,315,2,1,0,1,1,0,0,0,0,0,0,0,0
Darwin Thompson,22.00,0,0,0,0,0,0,14,45,1,0,7,65,1,0,0,0
A.J. Brown,21.00,0,0,0,0,0,0,0,0,0,0,10,151,1,0,0,0
Mike Glennon,21.00,42,26,261,2,0,0,1,2,0,0,0,0,0,0,1,0
Tyler Lockett,21.00,0,0,0,0,0,0,0,0,0,0,12,90,2,0,0,0
Russell Wilson,21.00,36,20,181,2,0,0,5,29,0,0,0,0,0,0,0,0
Chad Henne,20.00,32,23,218,2,0,0,2,0,0,0,0,0,0,0,0,0
Josh Jacobs,20.00,0,0,0,0,0,0,15,89,2,0,0,0,0,0,0,0
Antonio Williams,20.00,0,0,0,0,0,0,12,63,2,0,1,20,0,0,0,0
Jeffery Wilson,20.00,0,0,0,0,0,0,20,76,1,0,3,12,1,0,0,0
Daniel Jones,19.00,25,17,229,2,1,0,9,17,0,0,0,0,0,0,1,0
Sony Michel,19.00,0,0,0,0,0,0,16,76,0,0,3,60,1,0,0,0
Isaiah McKenzie,18.00,0,0,0,0,0,0,2,0,0,0,6,65,2,0,0,0
David Montgomery,18.00,0,0,0,0,0,0,22,69,1,0,9,63,0,0,0,0
Laviska Shenault,18.00,0,0,0,0,0,0,1,-2,0,0,6,68,2,0,0,0
Darren Waller,18.00,0,0,0,0,0,0,0,0,0,0,9,117,1,1,1,0
David Johnson,17.00,0,0,0,0,0,0,14,84,1,0,3,36,0,0,0,0
Baker Mayfield,17.00,27,17,196,1,0,0,6,44,0,0,0,0,0,0,0,0
C.J. Beathard,16.00,37,25,273,1,0,0,3,10,0,0,0,0,0,0,1,0
Marquise Brown,16.00,0,0,0,0,0,0,0,0,0,0,5,41,2,0,0,0
Nick Chubb,16.00,0,0,0,0,0,0,14,108,1,0,0,0,0,0,0,0
Chase Claypool,16.00,0,0,0,0,0,0,0,0,0,0,5,101,1,0,0,0
Gabriel Davis,16.00,0,0,0,0,0,0,0,0,0,0,2,107,1,0,0,0
Russell Gage,16.00,0,0,0,0,0,0,1,11,0,0,9,91,1,0,0,0
Melvin Gordon,16.00,0,0,0,0,0,0,26,93,1,0,4,17,0,0,0,0
Tua Tagovailoa,16.00,58,35,361,1,3,0,6,28,0,0,0,0,0,0,0,0
Mike Williams,16.00,0,0,0,0,0,0,0,0,0,0,6,108,1,0,0,0
Jalen Hurts,15.00,20,7,72,0,1,0,8,34,2,0,0,0,0,0,0,0
Aaron Jones,14.00,0,0,0,0,0,0,11,42,1,0,4,43,0,0,0,0
Alex Smith,14.00,32,22,162,2,2,0,1,0,0,0,0,0,0,0,0,0
Marquez Valdes-Scantling,14.00,0,0,0,0,0,0,1,4,0,0,2,87,1,0,0,0
