,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Kirk Cousins,40.00,46,31,365,4,0,1,5,-4,0,0,0,0,0,0,0,0
Blake Bortles,36.00,35,27,368,4,2,1,3,5,0,0,0,0,0,0,0,0
Drew Brees,34.00,36,25,412,3,0,0,3,-3,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,29.00,41,26,296,3,0,0,2,13,0,0,0,0,0,0,1,0
Tim Hightower,28.00,0,0,0,0,0,0,27,122,2,0,3,47,0,0,0,0
Brandon Weeden,26.00,24,15,200,2,0,0,2,11,1,0,0,0,0,0,1,0
DeAngelo Williams,26.00,0,0,0,0,0,0,17,100,2,0,6,53,0,0,1,0
Matthew Stafford,25.00,37,29,301,2,0,0,5,11,0,0,0,0,0,0,0,0
Jordan Reed,24.00,0,0,0,0,0,0,0,0,0,0,9,129,2,0,0,0
Julio Jones,23.00,0,0,0,0,0,0,0,0,0,0,9,178,1,0,0,0
Brandon Marshall,23.00,0,0,0,0,0,0,0,0,0,0,8,115,2,0,0,0
Russell Wilson,23.00,41,25,289,2,1,0,6,38,0,0,0,0,0,0,1,0
Allen Hurns,22.00,0,0,0,0,0,0,0,0,0,0,8,107,2,0,0,0
Jameis Winston,22.00,29,15,295,2,1,0,4,10,0,0,0,0,0,0,0,0
Frank Gore,21.00,0,0,0,0,0,0,15,85,2,0,2,10,0,0,0,0
Allen Robinson,21.00,0,0,0,0,0,0,0,0,0,0,6,151,1,0,0,0
Sam Bradford,20.00,56,37,380,1,0,0,2,4,0,0,0,0,0,0,1,0
Blaine Gabbert,20.00,33,22,225,2,0,0,1,9,0,0,0,0,0,0,1,0
Jerick McKinnon,20.00,0,0,0,0,0,0,7,89,2,0,2,8,0,0,0,0
Carson Palmer,20.00,27,18,265,2,1,0,0,0,0,0,0,0,0,0,0,0
Alex Smith,20.00,22,15,125,2,1,0,6,54,0,0,0,0,0,0,0,0
Brandin Cooks,19.00,0,0,0,0,0,0,4,10,0,0,5,123,1,0,0,0
Doug Baldwin,17.00,0,0,0,0,0,0,0,0,0,0,8,118,1,0,0,0
Derek Carr,17.00,38,23,204,1,1,1,4,30,0,0,0,0,0,0,0,0
DeAndre Hopkins,17.00,0,0,0,0,0,0,0,0,0,0,7,117,1,0,0,0
David Johnson,17.00,0,0,0,0,0,0,9,39,1,0,3,88,0,0,0,0
Brock Osweiler,17.00,39,27,299,1,0,0,3,5,0,0,0,0,0,0,0,0
Adrian Peterson,17.00,0,0,0,0,0,0,22,104,1,0,1,15,0,0,0,0
Philip Rivers,17.00,49,31,277,1,0,0,0,0,0,0,0,0,0,0,0,0
Matt Ryan,17.00,30,23,306,1,0,0,6,1,0,0,0,0,0,0,1,0
Charles Sims,17.00,0,0,0,0,0,0,4,45,0,0,3,72,1,0,0,0
Javorius Allen,16.00,0,0,0,0,0,0,17,77,1,0,5,35,0,0,0,0
Mike Gillislee,16.00,0,0,0,0,0,0,9,93,1,0,2,16,0,0,0,0
Ryan Mallett,16.00,41,28,274,1,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Matthews,16.00,0,0,0,0,0,0,0,0,0,0,6,104,1,0,0,0
Latavius Murray,16.00,0,0,0,0,0,0,19,79,1,0,5,38,0,0,0,0
A.J. McCarron,15.00,35,22,200,1,0,0,4,21,0,0,0,0,0,0,1,0
Isaiah Crowell,14.00,0,0,0,0,0,0,16,88,1,0,0,0,0,0,0,0
Jay Cutler,14.00,27,20,156,1,0,0,2,21,0,0,0,0,0,0,0,0
Devonta Freeman,14.00,0,0,0,0,0,0,22,73,1,0,3,17,0,0,0,0
Pierre Garcon,14.00,0,0,0,0,0,0,0,0,0,0,7,80,1,0,0,0
Todd Gurley,14.00,0,0,0,0,0,0,19,83,1,0,1,7,0,0,0,0
Dontrelle Inman,14.00,0,0,0,0,0,0,0,0,0,0,8,82,1,0,0,0
Eddie Lacy,14.00,0,0,0,0,0,0,12,60,0,0,1,28,1,0,0,0
Cam Newton,14.00,30,17,142,0,0,0,7,46,1,0,0,0,0,0,1,0
Rueben Randle,14.00,0,0,0,0,0,0,0,0,0,0,2,80,1,0,0,0
Karlos Williams,14.00,0,0,0,0,0,0,17,76,1,0,2,21,0,0,1,0
Tom Brady,13.00,31,22,231,1,1,0,1,-1,0,0,0,0,0,0,0,0
Teddy Bridgewater,13.00,25,15,168,1,0,0,2,12,0,0,0,0,0,0,0,0
Ka'Deem Carey,13.00,0,0,0,0,0,0,7,16,1,0,1,1,1,0,0,0
Rashad Jennings,13.00,0,0,0,0,0,0,14,74,0,0,2,62,0,0,0,0
Calvin Johnson,13.00,0,0,0,0,0,0,0,0,0,0,6,77,1,0,0,0
Johnny Manziel,13.00,32,13,136,0,1,0,11,108,0,0,0,0,0,0,0,0
Ryan Tannehill,13.00,38,26,329,0,1,0,1,28,0,0,0,0,0,0,0,0
C.J. Anderson,12.00,0,0,0,0,0,0,9,73,1,0,1,8,0,0,1,0
Travaris Cadet,12.00,0,0,0,0,0,0,1,6,0,0,3,69,1,0,0,0
Vance McDonald,12.00,0,0,0,0,0,0,0,0,0,0,5,61,1,0,0,0
Zach Mettenberger,12.00,51,27,234,1,1,0,0,0,0,0,0,0,0,0,1,0
Lamar Miller,12.00,0,0,0,0,0,0,15,31,1,0,5,36,0,0,0,0
Emmanuel Sanders,12.00,0,0,0,0,0,0,0,0,0,0,4,67,1,0,0,0
Austin Seferian-Jenkins,12.00,0,0,0,0,0,0,0,0,0,0,2,60,1,0,0,0
Zach Ertz,11.00,0,0,0,0,0,0,0,0,0,0,13,122,0,0,1,0
Michael Floyd,11.00,0,0,0,0,0,0,0,0,0,0,6,111,0,0,0,0
A.J. Green,11.00,0,0,0,0,0,0,0,0,0,0,5,57,1,0,0,0
Jarvis Landry,11.00,0,0,0,0,0,0,0,0,0,0,7,111,0,0,0,0
Aaron Rodgers,11.00,28,15,151,1,1,1,3,19,0,0,0,0,0,0,2,0
Kyle Rudolph,11.00,0,0,0,0,0,0,0,0,0,0,2,53,1,0,0,0
Tyrod Taylor,11.00,18,13,179,0,1,0,14,67,0,0,0,0,0,0,0,0
Kenny Britt,10.00,0,0,0,0,0,0,0,0,0,0,3,49,1,0,0,0
Donald Brown,10.00,0,0,0,0,0,0,14,17,1,0,3,33,0,0,0,0
Eric Decker,10.00,0,0,0,0,0,0,0,0,0,0,3,47,1,0,0,0
Case Keenum,10.00,23,14,103,1,0,0,4,4,0,0,0,0,0,0,0,0
Travis Kelce,10.00,0,0,0,0,0,0,0,0,0,0,6,43,1,0,0,0
Jeremy Maclin,10.00,0,0,0,0,0,0,0,0,0,0,5,49,1,0,0,0
DeMarco Murray,10.00,0,0,0,0,0,0,5,27,1,0,3,24,0,0,0,0
Nate Washington,10.00,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0
Danny Woodhead,10.00,0,0,0,0,0,0,11,55,0,0,8,53,0,0,0,0
Michael Crabtree,9.00,0,0,0,0,0,0,0,0,0,0,6,39,1,0,0,0
Jermaine Kearse,9.00,0,0,0,0,0,0,0,0,0,0,3,38,1,0,0,0
Eli Manning,9.00,29,15,234,1,3,0,1,0,0,0,0,0,0,0,0,0
Darren McFadden,9.00,0,0,0,0,0,0,19,99,0,0,1,-1,0,0,0,0
DeVante Parker,9.00,0,0,0,0,0,0,0,0,0,0,4,93,0,0,0,0
Mohamed Sanu,9.00,0,0,0,0,0,0,2,10,1,0,3,29,0,0,0,0
Myles White,9.00,0,0,0,0,0,0,0,0,0,0,2,34,1,0,0,0
John Brown,8.00,0,0,0,0,0,0,0,0,0,0,3,25,1,0,0,0
Larry Fitzgerald,8.00,0,0,0,0,0,0,0,0,0,0,4,29,1,0,0,0
Rob Gronkowski,8.00,0,0,0,0,0,0,0,0,0,0,4,86,0,0,0,0
