,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Aaron Rodgers,44.00,35,24,333,5,0,0,2,16,0,0,0,0,0,0,0,0
Andy Dalton,37.00,32,20,383,3,1,0,5,10,1,0,0,0,0,0,1,0
Devonta Freeman,37.00,0,0,0,0,0,0,30,141,3,0,5,52,0,0,0,0
A.J. Green,34.00,0,0,0,0,0,0,0,0,0,0,10,227,2,0,0,0
Cam Newton,33.00,31,20,315,2,0,0,7,33,1,0,0,0,0,0,0,0
Steve Smith,30.00,0,0,0,0,0,0,0,0,0,0,13,186,2,0,0,0
Tyrod Taylor,30.00,29,21,277,3,0,0,3,12,0,0,0,0,0,0,0,0
Randall Cobb,28.00,0,0,0,0,0,0,1,12,0,0,7,91,3,0,0,0
Julio Jones,28.00,0,0,0,0,0,0,0,0,0,0,12,164,2,0,0,0
Chris Johnson,27.00,0,0,0,0,0,0,22,110,2,0,1,40,0,0,0,0
Joseph Randle,27.00,0,0,0,0,0,0,14,87,3,0,2,18,0,0,0,0
LeGarrette Blount,26.00,0,0,0,0,0,0,18,78,3,0,1,14,0,0,0,0
Tom Brady,26.00,42,33,358,2,0,0,2,4,0,0,0,0,0,0,0,0
Matt Ryan,26.00,36,24,285,2,0,1,2,17,0,0,0,0,0,0,0,0
Keenan Allen,25.00,0,0,0,0,0,0,0,0,0,0,12,133,2,0,0,0
Jamaal Charles,25.00,0,0,0,0,0,0,11,49,3,0,5,33,0,0,0,0
Larry Fitzgerald,25.00,0,0,0,0,0,0,0,0,0,0,9,134,2,0,0,0
Greg Olsen,25.00,0,0,0,0,0,0,0,0,0,0,8,134,2,0,0,0
Derek Carr,24.00,32,20,314,2,0,0,1,-1,0,0,0,0,0,0,0,0
Joe Flacco,24.00,49,32,362,2,1,0,0,0,0,0,0,0,0,0,0,0
Adrian Peterson,24.00,0,0,0,0,0,0,20,126,2,0,0,0,0,0,0,0
Eli Manning,23.00,32,23,279,2,0,0,0,0,0,0,0,0,0,0,0,0
Rishard Matthews,23.00,0,0,0,0,0,0,0,0,0,0,6,113,2,0,0,0
Josh McCown,23.00,49,28,341,2,1,0,0,0,0,0,0,0,0,0,0,0
Peyton Manning,22.00,42,31,324,2,1,0,1,-1,0,0,0,0,0,0,0,0
Marcus Mariota,22.00,44,27,367,2,2,0,0,0,0,0,0,0,0,0,0,0
Carson Palmer,22.00,32,20,311,2,1,0,1,1,0,0,0,0,0,0,0,0
Frank Gore,20.00,0,0,0,0,0,0,14,86,2,0,1,8,0,0,0,0
Andrew Luck,20.00,30,18,260,2,2,0,6,21,0,0,0,0,0,0,0,0
