,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Ben Roethlisberger,37.00,34,24,228,5,1,0,0,0,0,0,0,0,0,0,0,0
Matt Cassel,35.00,29,21,257,4,0,0,5,12,0,0,0,0,0,0,0,0
Adrian Peterson,30.00,0,0,0,0,0,0,29,122,3,0,0,0,0,0,0,0
Eli Manning,27.00,39,24,420,3,3,0,3,5,0,0,0,0,0,0,1,0
Aaron Rodgers,27.00,39,26,396,2,0,0,1,-1,0,0,0,0,0,0,0,0
BenJarvus Green-Ellis,26.00,0,0,0,0,0,0,27,136,2,0,1,13,0,0,0,0
Cam Newton,26.00,31,16,224,2,1,0,7,27,1,0,0,0,0,0,0,0
Fred Jackson,25.00,0,0,0,0,0,0,26,111,1,0,6,85,0,0,0,0
Michael Vick,25.00,40,26,315,2,4,0,6,90,0,0,0,0,0,0,0,0
Dwayne Bowe,24.00,0,0,0,0,0,0,0,0,0,0,7,128,2,0,0,0
Drew Brees,24.00,45,32,359,2,1,0,0,0,0,0,0,0,0,0,0,0
Pierre Garcon,24.00,0,0,0,0,0,0,0,0,0,0,5,125,2,0,0,0
Matt Schaub,24.00,51,24,416,2,2,0,1,0,0,0,0,0,0,0,0,0
Alex Smith,24.00,19,11,170,3,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Painter,23.00,27,15,277,2,0,0,1,-1,0,0,0,0,0,0,0,0
Jahvid Best,22.00,0,0,0,0,0,0,12,163,1,0,4,9,0,0,0,0
Victor Cruz,21.00,0,0,0,0,0,0,1,3,0,0,8,161,1,0,1,0
James Jones,20.00,0,0,0,0,0,0,0,0,0,0,5,140,1,0,0,0
Philip Rivers,20.00,29,18,250,1,1,0,3,10,1,0,0,0,0,0,1,0
Doug Baldwin,19.00,0,0,0,0,0,0,0,0,0,0,8,136,1,0,0,0
Calvin Johnson,19.00,0,0,0,0,0,0,0,0,0,0,5,130,1,0,0,0
Frank Gore,18.00,0,0,0,0,0,0,20,125,1,0,2,18,0,0,1,0
Mark Sanchez,18.00,26,16,166,2,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Stafford,18.00,26,19,219,2,1,0,1,1,0,0,0,0,0,0,0,0
Tim Tebow,18.00,10,4,79,1,0,0,6,38,1,0,0,0,0,0,0,0
Steve Breaston,17.00,0,0,0,0,0,0,0,0,0,0,4,50,2,0,0,0
Jason Campbell,17.00,35,15,190,2,1,0,0,0,0,0,0,0,0,0,0,0
Andy Dalton,17.00,33,21,179,2,1,0,0,0,0,0,0,0,0,0,0,0
Joel Dreessen,17.00,0,0,0,0,0,0,0,0,0,0,5,112,1,0,0,0
Arian Foster,17.00,0,0,0,0,0,0,22,68,0,0,5,116,0,0,0,0
Jason Hill,17.00,0,0,0,0,0,0,0,0,0,0,5,118,1,0,0,0
Marshawn Lynch,17.00,0,0,0,0,0,0,12,98,1,0,4,33,0,0,1,0
Hines Ward,17.00,0,0,0,0,0,0,0,0,0,0,7,54,2,0,0,0
DeAngelo Williams,17.00,0,0,0,0,0,0,9,115,1,0,0,0,0,0,0,0
Tom Brady,16.00,33,24,321,1,1,0,1,3,0,0,0,0,0,0,0,0
Malcom Floyd,16.00,0,0,0,0,0,0,0,0,0,0,3,100,1,0,0,0
LeSean McCoy,16.00,0,0,0,0,0,0,11,80,1,0,4,27,0,0,0,0
Jay Cutler,15.00,38,28,249,1,0,0,2,3,0,0,0,0,0,0,0,0
Vernon Davis,15.00,0,0,0,0,0,0,1,-3,0,0,3,39,2,0,0,0
A.J. Green,15.00,0,0,0,0,0,0,0,0,0,0,5,90,1,0,0,0
Darrius Heyward-Bey,15.00,0,0,0,0,0,0,0,0,0,0,7,99,1,0,0,0
Matt Forte,14.00,0,0,0,0,0,0,22,116,0,0,4,35,0,0,0,0
Shonn Greene,14.00,0,0,0,0,0,0,21,83,1,0,2,9,0,0,0,0
Matt Hasselbeck,14.00,49,29,262,1,1,0,1,3,0,0,0,0,0,0,0,0
DeSean Jackson,14.00,0,0,0,0,0,0,1,-4,0,0,5,86,1,0,0,0
Greg Jennings,14.00,0,0,0,0,0,0,0,0,0,0,4,82,1,0,0,0
Maurice Jones-Drew,14.00,0,0,0,0,0,0,19,85,1,0,0,0,0,0,0,0
Willis McGahee,14.00,0,0,0,0,0,0,16,125,0,1,0,0,0,0,0,0
Mike Wallace,14.00,0,0,0,0,0,0,1,8,0,0,6,82,1,0,0,0
Kevin Walter,14.00,0,0,0,0,0,0,0,0,0,0,5,81,1,0,0,0
Jake Ballard,13.00,0,0,0,0,0,0,0,0,0,0,3,72,1,0,0,0
Jackie Battle,13.00,0,0,0,0,0,0,19,119,0,0,2,21,0,0,0,0
Deion Branch,13.00,0,0,0,0,0,0,0,0,0,0,7,74,1,0,0,0
Blaine Gabbert,13.00,28,15,221,1,0,0,5,11,0,0,0,0,0,0,2,0
Steve Smith,13.00,0,0,0,0,0,0,0,0,0,0,3,79,1,0,0,0
