,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Drew Brees,43.00,34,26,332,5,0,0,4,-1,0,0,0,0,0,0,0,0
Andy Dalton,41.00,30,19,325,5,1,0,0,0,0,0,0,0,0,0,0,0
Calvin Johnson,37.00,0,0,0,0,0,0,0,0,0,0,14,329,1,0,1,0
Marvin Jones,36.00,0,0,0,0,0,0,0,0,0,0,8,122,4,0,0,0
Peyton Manning,31.00,44,30,354,4,3,0,4,-3,0,0,0,0,0,0,1,0
Cam Newton,31.00,32,23,221,2,0,0,11,50,1,0,0,0,0,0,0,0
Colin Kaepernick,29.00,16,10,164,1,0,0,7,54,2,0,0,0,0,0,0,0
Matthew Stafford,28.00,48,33,488,1,2,0,3,12,1,0,0,0,0,0,0,0
Aaron Rodgers,26.00,29,24,285,2,0,0,6,31,0,0,0,0,0,0,0,0
Tony Romo,26.00,30,14,206,3,0,0,3,6,0,0,0,0,0,0,0,0
Alex Smith,25.00,36,24,225,2,0,0,6,40,0,0,0,0,0,0,0,0
Jason Campbell,24.00,36,22,293,2,0,0,3,17,0,0,0,0,0,0,0,0
Jordy Nelson,24.00,0,0,0,0,0,0,0,0,0,0,7,123,2,0,0,0
Kenny Stills,24.00,0,0,0,0,0,0,1,4,0,0,3,129,2,0,0,0
Andre Ellington,21.00,0,0,0,0,0,0,15,154,1,0,2,8,0,0,0,0
Golden Tate,21.00,0,0,0,0,0,0,0,0,0,0,5,93,2,0,0,0
Dez Bryant,19.00,0,0,0,0,0,0,1,1,0,0,3,72,2,0,0,0
Josh Gordon,19.00,0,0,0,0,0,0,0,0,0,0,5,132,1,0,0,0
Darren McFadden,19.00,0,0,0,0,0,0,24,73,2,0,2,5,0,0,0,0
Frank Gore,18.00,0,0,0,0,0,0,19,71,2,0,1,6,0,0,1,0
Knowshon Moreno,18.00,0,0,0,0,0,0,13,43,0,0,6,89,1,0,0,0
Russell Wilson,18.00,18,10,139,2,0,0,3,16,0,0,0,0,0,0,0,0
Reggie Bush,17.00,0,0,0,0,0,0,21,92,1,0,8,30,0,0,1,0
Mike Glennon,17.00,51,30,275,1,0,0,3,2,0,0,0,0,0,0,0,0
Eddie Lacy,16.00,0,0,0,0,0,0,29,94,1,0,4,18,0,0,0,0
Carson Palmer,16.00,18,13,172,2,1,0,1,9,0,0,0,0,0,0,0,0
Emmanuel Sanders,16.00,0,0,0,0,0,0,0,0,0,1,7,88,1,0,0,0
Jimmy Graham,15.00,0,0,0,0,0,0,0,0,0,0,3,37,2,0,0,0
Chad Henne,15.00,45,29,228,1,0,0,1,1,0,0,0,0,0,0,0,0
Alfred Morris,15.00,0,0,0,0,0,0,17,93,1,0,0,0,0,0,0,0
Terrelle Pryor,15.00,19,10,88,0,2,0,9,106,1,0,0,0,0,0,0,0
Ryan Tannehill,15.00,42,22,192,2,2,0,1,12,0,0,0,0,0,0,1,0
Adrian Peterson,14.00,0,0,0,0,0,0,13,60,1,0,3,23,0,0,0,0
Christian Ponder,14.00,21,14,145,0,0,0,5,38,1,0,0,0,0,0,0,0
