,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Ahmad Bradshaw,30.00,0,0,0,0,0,0,26,104,3,0,2,26,0,0,0,0
Aaron Rodgers,29.00,29,18,316,3,1,0,7,15,0,0,0,0,0,0,0,0
Michael Turner,25.00,0,0,0,0,0,0,27,139,2,0,1,8,0,0,0,0
Josh Freeman,24.00,41,23,303,2,0,0,4,3,0,0,0,0,0,0,0,0
Matthew Stafford,23.00,50,28,293,2,0,0,1,9,0,0,0,0,0,0,0,0
Fred Jackson,22.00,0,0,0,0,0,0,16,121,1,0,5,47,0,0,0,0
Jay Cutler,21.00,31,21,267,2,0,0,0,0,0,0,0,0,0,0,1,0
Tom Brady,20.00,41,27,289,2,2,0,4,17,0,0,0,0,0,0,0,0
Frank Gore,20.00,0,0,0,0,0,0,15,141,1,0,2,5,0,0,0,0
Colt McCoy,20.00,45,21,215,2,0,0,4,16,0,0,0,0,0,0,1,0
Rashard Mendenhall,20.00,0,0,0,0,0,0,23,146,1,0,0,0,0,0,0,0
Mark Sanchez,20.00,25,14,201,1,0,0,1,5,1,0,0,0,0,0,0,0
LeSean McCoy,19.00,0,0,0,0,0,0,28,126,1,0,2,13,0,0,0,0
Matt Ryan,18.00,22,14,163,1,0,0,3,7,1,0,0,0,0,0,0,0
Michael Vick,18.00,31,18,237,1,1,0,7,54,0,0,0,0,0,0,0,0
Drew Brees,17.00,45,29,383,1,3,0,3,21,0,0,0,0,0,0,0,0
Marques Colston,17.00,0,0,0,0,0,0,0,0,0,0,7,118,1,0,0,0
Ryan Fitzpatrick,17.00,30,21,244,2,2,0,3,8,0,0,0,0,0,0,0,0
Tony Romo,17.00,41,27,317,1,1,0,1,17,0,0,0,0,0,0,0,0
Andy Dalton,16.00,32,25,264,1,0,0,2,-1,0,0,0,0,0,0,0,0
Jordy Nelson,16.00,0,0,0,0,0,0,0,0,0,0,2,104,1,0,0,0
Ray Rice,16.00,0,0,0,0,0,0,23,101,0,0,5,60,0,0,0,0
Joe Flacco,15.00,33,20,305,0,1,0,3,-1,1,0,0,0,0,0,1,0
Devin Hester,15.00,0,0,0,0,0,0,0,0,0,0,5,91,1,0,0,0
Darren McFadden,15.00,0,0,0,0,0,0,20,91,1,0,1,2,0,0,0,0
Arrelious Benn,14.00,0,0,0,0,0,0,1,-5,0,0,3,83,1,0,0,0
Ben Roethlisberger,14.00,23,12,200,1,0,0,3,9,0,0,0,0,0,0,0,0
Matt Schaub,14.00,37,21,220,1,0,0,1,3,0,0,0,0,0,0,0,0
Anquan Boldin,13.00,0,0,0,0,0,0,0,0,0,0,8,132,0,0,0,0
Jacoby Jones,13.00,0,0,0,0,0,0,0,0,0,0,4,76,1,0,0,0
Cam Newton,13.00,35,21,237,0,3,0,7,47,1,0,0,0,0,0,0,0
Mike Wallace,13.00,0,0,0,0,0,0,0,0,0,0,2,76,1,0,0,0
Earnest Graham,12.00,0,0,0,0,0,0,17,109,0,0,2,22,0,0,0,0
Jimmy Graham,12.00,0,0,0,0,0,0,0,0,0,0,7,124,0,0,0,0
Santonio Holmes,12.00,0,0,0,0,0,0,0,0,0,0,3,63,1,0,0,0
Curtis Painter,12.00,34,23,188,1,1,0,4,14,0,0,0,0,0,0,0,0
Naaman Roosevelt,12.00,0,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0
Jonathan Stewart,12.00,0,0,0,0,0,0,7,48,1,0,3,24,0,0,0,0
