,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Cam Newton,52.00,45,25,340,5,0,0,8,100,0,0,0,0,0,0,1,0
Kirk Cousins,43.00,28,22,319,4,0,0,3,11,1,0,0,0,0,0,0,0
Teddy Bridgewater,40.00,20,17,231,4,0,0,4,17,1,0,0,0,0,0,0,0
David Johnson,40.00,0,0,0,0,0,0,29,187,3,0,4,42,0,0,0,0
Brock Osweiler,34.00,44,21,296,3,1,0,5,19,1,0,0,0,0,0,0,0
Drew Brees,32.00,52,34,341,3,0,0,1,11,0,0,0,0,0,0,0,0
Eli Manning,31.00,46,29,245,4,1,0,1,4,0,0,0,0,0,0,0,0
Russell Wilson,31.00,30,21,249,3,0,0,5,46,0,0,0,0,0,0,0,0
Antonio Brown,30.00,0,0,0,0,0,0,0,0,0,0,16,189,2,0,0,0
Tyrod Taylor,30.00,27,16,235,2,0,0,9,79,0,1,0,0,0,0,0,0
Danny Woodhead,30.00,0,0,0,0,0,0,8,10,1,0,6,50,3,0,0,0
Ben Roethlisberger,29.00,55,40,380,3,2,0,3,-3,0,0,0,0,0,0,0,0
Matthew Stafford,28.00,25,22,254,3,0,0,4,-1,0,0,0,0,0,0,0,0
Philip Rivers,26.00,36,26,311,3,2,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Sanders,26.00,0,0,0,0,0,0,1,24,0,0,10,181,1,0,0,0
Blake Bortles,25.00,38,23,297,1,1,0,6,44,1,0,0,0,0,0,0,0
Amari Cooper,24.00,0,0,0,0,0,0,0,0,0,0,6,120,2,0,0,0
Derek Carr,23.00,47,23,276,2,2,0,4,42,0,0,0,0,0,0,0,0
Sammy Watkins,23.00,0,0,0,0,0,0,0,0,0,0,5,111,2,0,0,0
Jameis Winston,23.00,50,29,363,2,1,0,2,5,0,0,0,0,0,0,1,0
Tom Brady,22.00,35,23,267,2,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Clausen,22.00,45,26,281,2,2,0,5,30,0,0,0,0,0,0,0,0
Sam Bradford,21.00,41,28,361,2,2,0,1,4,0,0,0,0,0,0,1,0
DeSean Jackson,21.00,0,0,0,0,0,0,0,0,0,0,6,153,1,0,0,0
Case Keenum,21.00,17,14,234,2,0,0,3,-3,0,0,0,0,0,0,0,0
Jordan Matthews,21.00,0,0,0,0,0,0,0,0,0,0,8,159,1,0,0,0
Ted Ginn Jr.,20.00,0,0,0,0,0,0,0,0,0,0,6,85,2,0,0,0
Jordan Reed,20.00,0,0,0,0,0,0,0,0,0,0,7,84,2,0,0,0
Tavon Austin,19.00,0,0,0,0,0,0,4,32,1,0,3,41,1,0,0,0
Kamar Aiken,18.00,0,0,0,0,0,0,0,0,0,0,8,128,1,0,0,0
Brandin Cooks,18.00,0,0,0,0,0,0,0,0,0,0,10,124,1,0,0,0
Jay Cutler,18.00,37,26,231,2,1,0,1,1,0,0,0,0,0,0,1,0
Demaryius Thomas,18.00,0,0,0,0,0,0,0,0,0,0,5,61,2,0,0,0
Delanie Walker,18.00,0,0,0,0,0,0,0,0,0,0,2,64,2,0,0,0
Stefon Diggs,17.00,0,0,0,0,0,0,0,0,0,0,3,55,2,0,0,0
Julio Jones,17.00,0,0,0,0,0,0,0,0,0,0,9,118,1,0,0,0
Zach Mettenberger,17.00,28,20,242,2,2,0,2,5,0,0,0,0,0,0,0,0
Doug Baldwin,16.00,0,0,0,0,0,0,0,0,0,0,4,45,2,0,0,0
Joique Bell,16.00,0,0,0,0,0,0,8,71,1,0,2,30,0,0,0,0
Ryan Fitzpatrick,16.00,39,26,299,1,1,0,5,13,0,0,0,0,0,0,0,0
