,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Matt Ryan,36.00,43,31,448,3,0,0,3,15,0,0,0,0,0,0,0,0
Matthew Stafford,33.00,32,22,346,2,0,1,4,2,1,0,0,0,0,0,0,0
Andrew Luck,29.00,53,35,370,2,2,0,5,19,1,0,0,0,0,0,0,0
Calvin Johnson,28.00,0,0,0,0,0,0,0,0,0,0,7,164,2,0,0,0
Peyton Manning,28.00,36,22,269,3,0,0,4,-3,0,0,0,0,0,0,0,0
Julius Thomas,28.00,0,0,0,0,0,0,0,0,0,0,7,104,3,0,0,0
Carson Palmer,25.00,37,24,304,2,0,0,4,29,0,0,0,0,0,0,1,0
Le'Veon Bell,24.00,0,0,0,0,0,0,21,109,1,0,6,88,0,0,0,0
Marshawn Lynch,24.00,0,0,0,0,0,0,20,110,2,0,1,14,0,0,0,0
Allen Hurns,23.00,0,0,0,0,0,0,0,0,0,0,4,110,2,0,0,0
Jake Locker,23.00,33,22,266,2,0,0,6,14,0,0,0,0,0,0,0,0
Derek Anderson,22.00,34,24,230,2,0,0,3,10,0,0,0,0,0,0,0,0
Jay Cutler,21.00,49,34,349,2,2,0,0,0,0,0,0,0,0,0,0,0
Chad Henne,21.00,43,24,266,2,0,0,1,8,0,0,0,0,0,0,1,0
Colin Kaepernick,21.00,23,16,201,2,0,0,5,11,0,0,0,0,0,0,0,0
Russell Wilson,21.00,28,19,191,2,0,0,7,29,0,0,0,0,0,0,0,0
Andy Dalton,20.00,38,25,301,1,0,1,6,3,0,0,0,0,0,0,0,0
Nick Foles,20.00,45,27,322,2,1,0,0,0,0,0,0,0,0,0,2,0
A.J. Green,19.00,0,0,0,0,0,0,1,5,0,0,6,131,1,0,0,0
Knowshon Moreno,19.00,0,0,0,0,0,0,24,134,1,0,0,0,0,0,0,0
Derek Carr,18.00,32,20,151,2,0,0,1,-1,0,0,0,0,0,0,0,0
Matt Cassel,18.00,25,17,170,2,0,0,5,-3,0,0,0,0,0,0,0,0
Mark Ingram,18.00,0,0,0,0,0,0,13,60,2,0,1,1,0,0,0,0
DeMarco Murray,18.00,0,0,0,0,0,0,22,118,1,0,3,25,0,0,1,0
Cordarrelle Patterson,18.00,0,0,0,0,0,0,3,102,1,0,3,26,0,0,0,0
Ben Roethlisberger,18.00,34,23,365,1,1,0,3,8,0,0,0,0,0,0,0,0
Drew Brees,17.00,42,29,333,1,1,0,1,2,0,0,0,0,0,0,0,0
Antonio Brown,17.00,0,0,0,0,0,0,0,0,0,0,5,116,1,0,0,0
Joe Flacco,17.00,62,35,345,1,1,0,3,7,0,0,0,0,0,0,0,0
E.J. Manuel,17.00,22,16,173,1,1,0,6,19,1,0,0,0,0,0,0,0
Josh McCown,17.00,35,22,183,2,2,0,3,27,0,0,0,0,0,0,0,0
Steve Smith,17.00,0,0,0,0,0,0,0,0,0,0,7,118,1,0,0,0
Ryan Tannehill,17.00,32,18,178,2,1,0,3,-2,0,0,0,0,0,0,0,0
Vernon Davis,16.00,0,0,0,0,0,0,0,0,0,0,4,44,2,0,0,0
Matt Forte,16.00,0,0,0,0,0,0,17,82,0,0,8,87,0,0,0,0
Chris Ivory,16.00,0,0,0,0,0,0,10,102,1,0,0,0,0,0,0,0
Kelvin Benjamin,15.00,0,0,0,0,0,0,0,0,0,0,6,92,1,0,0,0
Isaiah Crowell,15.00,0,0,0,0,0,0,5,32,2,0,0,0,0,0,0,0
Ryan Fitzpatrick,15.00,22,14,206,1,0,0,5,10,0,0,0,0,0,0,0,0
Rashad Jennings,15.00,0,0,0,0,0,0,16,46,1,0,4,50,0,0,0,0
Jeremy Maclin,15.00,0,0,0,0,0,0,0,0,0,0,4,97,1,0,0,0
Brandin Cooks,14.00,0,0,0,0,0,0,1,18,0,0,7,77,1,0,0,0
Justin Forsett,14.00,0,0,0,0,0,0,11,70,1,0,5,14,0,0,0,0
DeAndre Hopkins,14.00,0,0,0,0,0,0,0,0,0,0,4,89,1,0,0,0
Brian Hoyer,14.00,30,18,222,1,0,0,1,-2,0,0,0,0,0,0,0,0
Chris Johnson,14.00,0,0,0,0,0,0,13,68,0,0,5,23,1,0,0,0
Greg Olsen,14.00,0,0,0,0,0,0,0,0,0,0,8,83,1,0,0,0
Philip Rivers,14.00,36,21,238,1,1,0,2,10,0,0,0,0,0,0,0,0
Geno Smith,14.00,28,23,221,1,1,0,10,38,0,0,0,0,0,0,1,0
Darren Sproles,14.00,0,0,0,0,0,0,11,71,1,0,4,14,0,0,0,0
Montee Ball,13.00,0,0,0,0,0,0,23,67,1,0,2,16,0,0,0,0
Martellus Bennett,13.00,0,0,0,0,0,0,0,0,0,0,8,70,1,0,0,0
Tom Brady,13.00,56,29,249,1,0,0,1,3,0,0,0,0,0,0,2,0
Zach Ertz,13.00,0,0,0,0,0,0,0,0,0,0,3,77,1,0,0,0
Mike Wallace,13.00,0,0,0,0,0,0,0,0,0,0,7,81,1,0,1,0
Roddy White,13.00,0,0,0,0,0,0,0,0,0,0,5,72,1,0,0,0
Dwayne Allen,12.00,0,0,0,0,0,0,0,0,0,0,4,64,1,0,0,0
Brandon Marshall,12.00,0,0,0,0,0,0,0,0,0,0,8,71,1,0,1,0
Ryan Mathews,12.00,0,0,0,0,0,0,12,40,1,0,2,20,0,0,0,0
C.J. Spiller,12.00,0,0,0,0,0,0,15,53,0,0,3,11,1,0,0,0
Shane Vereen,12.00,0,0,0,0,0,0,7,36,1,0,5,35,0,0,0,0
Joique Bell,11.00,0,0,0,0,0,0,15,51,1,0,1,5,0,0,0,0
Randall Cobb,11.00,0,0,0,0,0,0,0,0,0,0,6,58,1,0,0,0
Larry Donnell,11.00,0,0,0,0,0,0,0,0,0,0,5,56,1,0,0,0
Julian Edelman,11.00,0,0,0,0,0,0,2,21,0,0,6,95,0,0,0,0
Malcom Floyd,11.00,0,0,0,0,0,0,0,0,0,0,4,50,1,0,0,0
Michael Floyd,11.00,0,0,0,0,0,0,1,2,0,0,5,119,0,0,0,0
Carlos Hyde,11.00,0,0,0,0,0,0,7,50,1,0,0,0,0,0,0,0
Greg Jennings,11.00,0,0,0,0,0,0,0,0,0,0,6,58,1,0,0,0
LeSean McCoy,11.00,0,0,0,0,0,0,21,74,0,0,6,41,0,0,0,0
Lamar Miller,11.00,0,0,0,0,0,0,11,59,0,0,4,19,1,0,1,0
Aaron Rodgers,11.00,33,23,189,1,1,0,0,0,0,0,0,0,0,0,0,0
Tony Romo,11.00,37,23,281,1,3,0,0,0,0,0,0,0,0,0,0,0
Alex Smith,11.00,35,19,202,1,3,0,6,36,0,0,0,0,0,0,0,0
Antone Smith,11.00,0,0,0,0,0,0,2,7,0,0,1,54,1,0,0,0
Terrance Williams,11.00,0,0,0,0,0,0,0,0,0,0,4,50,1,0,0,0
Giovani Bernard,10.00,0,0,0,0,0,0,14,48,0,0,6,62,0,0,0,0
Marques Colston,10.00,0,0,0,0,0,0,0,0,0,0,5,110,0,0,1,0
Arian Foster,10.00,0,0,0,0,0,0,27,103,0,0,2,17,0,0,1,0
Rob Gronkowski,10.00,0,0,0,0,0,0,0,0,0,0,4,40,1,0,0,0
Julio Jones,10.00,0,0,0,0,0,0,0,0,0,0,7,116,0,0,1,0
Rod Streater,10.00,0,0,0,0,0,0,0,0,0,0,5,46,1,0,0,0
Terrance West,10.00,0,0,0,0,0,0,16,100,0,0,0,0,0,0,0,0
Kendall Wright,10.00,0,0,0,0,0,0,0,0,0,0,6,46,1,0,0,0
Travis Benjamin,9.00,0,0,0,0,0,0,1,10,0,0,2,20,1,0,0,0
Anquan Boldin,9.00,0,0,0,0,0,0,0,0,0,0,8,99,0,0,0,0
Robert Griffin III,9.00,37,29,267,0,0,0,3,2,0,0,0,0,0,0,1,0
Percy Harvin,9.00,0,0,0,0,0,0,4,41,0,0,7,59,0,0,0,0
Devin Hester,9.00,0,0,0,0,0,0,0,0,0,0,5,99,0,0,0,0
Andre Johnson,9.00,0,0,0,0,0,0,0,0,0,0,6,93,0,0,0,0
James Jones,9.00,0,0,0,0,0,0,0,0,0,0,3,34,1,0,0,0
Ricardo Lockette,9.00,0,0,0,0,0,0,0,0,0,0,2,38,1,0,0,0
Alfred Morris,9.00,0,0,0,0,0,0,14,91,0,0,0,0,0,0,0,0
Hakeem Nicks,9.00,0,0,0,0,0,0,0,0,0,0,5,36,1,0,0,0
Brian Quick,9.00,0,0,0,0,0,0,0,0,0,0,7,99,0,0,0,0
