,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Jalen Hurts,36.00,28,19,285,4,0,0,2,10,0,0,0,0,0,0,0,0
Tua Tagovailoa,34.00,36,29,382,3,0,0,5,19,0,0,0,0,0,0,0,0
A.J. Brown,33.00,0,0,0,0,0,0,0,0,0,0,6,156,3,0,0,0
Derrick Henry,33.00,0,0,0,0,0,0,32,219,2,0,1,9,0,0,0,0
Alvin Kamara,33.00,0,0,0,0,0,0,18,62,1,0,9,96,2,0,0,0
Christian McCaffrey,33.00,1,1,34,1,0,0,18,94,1,0,8,55,1,0,0,0
Tony Pollard,32.00,0,0,0,0,0,0,14,131,3,0,1,16,0,0,0,0
D'Onta Foreman,31.00,0,0,0,0,0,0,26,118,3,1,0,0,0,0,0,0
Justin Fields,30.00,23,17,151,2,0,0,8,60,1,0,0,0,0,0,0,0
Kyler Murray,30.00,44,31,326,3,2,0,6,36,0,0,0,0,0,0,0,0
Dak Prescott,29.00,27,21,250,2,1,0,5,34,1,0,0,0,0,0,0,0
Kirk Cousins,28.00,36,24,232,2,0,0,4,22,1,0,0,0,0,0,1,0
Marcus Mariota,28.00,28,20,253,3,2,0,6,43,0,0,0,0,0,0,0,0
Lamar Jackson,25.00,38,27,238,2,0,0,9,43,0,0,0,0,0,0,0,0
Nick Chubb,24.00,0,0,0,0,0,0,23,101,2,1,1,3,0,0,0,0
Jacoby Brissett,23.00,22,17,278,1,0,0,6,12,1,0,0,0,0,0,1,0
Taylor Heinicke,23.00,31,23,279,1,1,0,6,29,1,0,0,0,0,0,0,0
Geno Smith,22.00,34,23,212,2,0,0,5,26,0,0,0,0,0,0,0,0
Jaylen Waddle,22.00,0,0,0,0,0,0,0,0,0,0,8,106,2,0,0,0
Andy Dalton,21.00,30,22,229,2,0,0,0,0,0,0,0,0,0,0,0,0
Travis Etienne,21.00,0,0,0,0,0,0,24,156,1,0,3,6,0,0,0,0
Jimmy Garoppolo,21.00,25,21,235,2,0,0,1,3,0,0,0,0,0,0,0,0
DeAndre Hopkins,21.00,0,0,0,0,0,0,0,0,0,0,12,159,1,0,0,0
D.J. Moore,21.00,0,0,0,0,0,0,1,3,0,0,6,152,1,0,0,0
Josh Allen,20.00,25,13,218,2,2,0,6,49,0,0,0,0,0,0,0,0
Dalvin Cook,20.00,0,0,0,0,0,0,20,111,1,0,5,30,0,0,0,0
Zach Wilson,20.00,41,20,355,2,3,0,1,2,0,0,0,0,0,0,0,0
Tom Brady,19.00,44,26,325,1,0,0,1,1,0,0,0,0,0,0,0,0
Tyler Conklin,19.00,0,0,0,0,0,0,0,0,0,0,6,79,2,0,0,0
Aaron Rodgers,19.00,30,19,203,2,1,0,1,11,0,0,0,0,0,0,0,0
Matthew Stafford,19.00,33,22,187,1,0,0,2,-1,1,0,0,0,0,0,0,0
Jamaal Williams,19.00,0,0,0,0,0,0,10,53,2,0,3,23,0,0,0,0
Joe Burrow,18.00,35,25,232,2,1,0,1,2,0,0,0,0,0,0,1,0
Jared Goff,18.00,37,27,321,1,0,0,1,3,0,0,1,5,0,0,0,0
Tyreek Hill,18.00,0,0,0,0,0,0,1,7,0,0,12,188,0,0,0,0
Phillip Walker,18.00,36,19,317,1,1,0,1,20,0,0,0,0,0,0,0,0
Amari Cooper,17.00,1,0,0,0,1,0,0,0,0,0,5,131,1,0,0,0
Stefon Diggs,16.00,0,0,0,0,0,0,0,0,0,0,6,108,1,0,0,0
Rondale Moore,16.00,0,0,0,0,0,0,2,12,0,0,7,92,1,0,0,0
Khalil Herbert,15.00,0,0,0,0,0,0,16,99,1,0,0,0,0,0,0,0
Aaron Jones,15.00,0,0,0,0,0,0,20,143,0,0,4,14,0,0,0,0
Russell Wilson,15.00,30,18,252,1,1,0,4,17,0,0,0,0,0,0,0,0
Brandon Aiyuk,14.00,0,0,0,0,0,0,0,0,0,0,6,81,1,0,0,0
Cooper Kupp,14.00,0,0,0,0,0,0,2,10,0,0,8,79,1,0,0,0
Kyle Pitts,14.00,0,0,0,0,0,0,0,0,0,0,5,80,1,0,0,0
Rhamondre Stevenson,14.00,0,0,0,0,0,0,16,71,0,0,7,72,0,0,0,0
Tyler Allgeier,13.00,0,0,0,0,0,0,14,39,0,0,3,46,1,0,0,0
CeeDee Lamb,13.00,0,0,0,0,0,0,1,1,0,0,5,77,1,0,0,0
Isaiah Likely,13.00,0,0,0,0,0,0,0,0,0,0,6,77,1,0,0,0
Miles Sanders,13.00,0,0,0,0,0,0,9,78,1,0,0,0,0,0,0,0
Damiere Byrd,12.00,0,0,0,0,0,0,0,0,0,0,3,67,1,0,0,0
Romeo Doubs,12.00,0,0,0,0,0,0,0,0,0,0,4,62,1,0,0,0
Kenyan Drake,12.00,0,0,0,0,0,0,7,62,0,0,4,5,1,0,0,0
Devin Duvernay,12.00,0,0,0,0,0,0,2,33,1,0,4,31,0,0,0,0
Mike Evans,12.00,0,0,0,0,0,0,0,0,0,0,6,123,0,0,0,0
Antonio Gibson,12.00,0,0,0,0,0,0,7,19,0,0,7,58,1,0,0,0
Jerry Jeudy,12.00,0,0,0,0,0,0,0,0,0,0,6,63,1,0,0,0
Mac Jones,12.00,35,24,194,1,1,0,7,19,0,0,0,0,0,0,0,0
Jakobi Meyers,12.00,0,0,0,0,0,0,0,0,0,0,9,60,1,0,0,0
Saquon Barkley,11.00,0,0,0,0,0,0,20,53,1,0,3,9,0,0,0,0
Evan Engram,11.00,0,0,0,0,0,0,0,0,0,0,4,55,1,0,0,0
Leonard Fournette,11.00,0,0,0,0,0,0,9,24,1,0,3,34,0,0,0,0
Tyler Lockett,11.00,0,0,0,0,0,0,0,0,0,0,5,63,1,0,1,0
Terry McLaurin,11.00,0,0,0,0,0,0,1,-7,0,0,6,113,0,0,0,0
D.K. Metcalf,11.00,0,0,0,0,0,0,0,0,0,0,6,55,1,0,0,0
Latavius Murray,11.00,0,0,0,0,0,0,14,46,1,0,1,13,0,0,0,0
Zach Pascal,11.00,0,0,0,0,0,0,0,0,0,0,2,57,1,0,0,0
Kenneth Walker,11.00,0,0,0,0,0,0,18,51,1,0,1,1,0,0,0,0
Garrett Wilson,11.00,0,0,0,0,0,0,0,0,0,0,6,115,0,0,0,0
Chase Claypool,10.00,1,1,1,1,0,0,0,0,0,0,4,45,0,0,0,0
Melvin Gordon,10.00,0,0,0,0,0,0,9,29,1,0,3,23,0,0,0,0
Tee Higgins,10.00,0,0,0,0,0,0,0,0,0,0,3,49,1,0,0,0
Nyheim Hines,10.00,0,0,0,0,0,0,5,20,1,0,2,29,0,0,0,0
Alexander Mattison,10.00,0,0,0,0,0,0,5,40,1,0,0,0,0,0,0,0
Davis Mills,10.00,29,17,152,1,1,0,3,8,0,0,0,0,0,0,0,0
Dameon Pierce,10.00,0,0,0,0,0,0,15,35,0,0,3,16,1,0,0,0
Tyler Boyd,9.00,0,0,0,0,0,0,0,0,0,0,3,38,1,0,0,0
Zach Ertz,9.00,0,0,0,0,0,0,0,0,0,0,4,34,1,0,0,0
Mike Gesicki,9.00,0,0,0,0,0,0,0,0,0,0,3,38,1,0,0,0
Dontrell Hilliard,9.00,0,0,0,0,0,0,8,83,0,0,1,12,0,0,0,0
Caleb Huntley,9.00,0,0,0,0,0,0,16,91,0,0,0,0,0,0,0,0
Justin Jefferson,9.00,0,0,0,0,0,0,0,0,0,0,6,98,0,0,0,0
Daniel Jones,9.00,31,17,176,0,0,0,6,20,0,0,0,0,0,0,0,0
George Kittle,9.00,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0
Samori Toure,9.00,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0
Greg Dulcich,8.00,0,0,0,0,0,0,0,0,0,0,4,87,0,0,0,0
Sam Ehlinger,8.00,23,17,201,0,0,0,6,15,0,0,0,0,0,0,1,0
N'Keal Harry,8.00,0,0,0,0,0,0,0,0,0,0,2,24,1,0,0,0
T.J. Hockenson,8.00,0,0,0,0,0,0,0,0,0,0,3,80,0,0,0,0
Julio Jones,8.00,0,0,0,0,0,0,1,0,0,0,2,21,1,0,0,0
Trevor Lawrence,8.00,31,18,133,1,2,0,3,15,0,0,0,0,0,0,0,0
Terrace Marshall,8.00,0,0,0,0,0,0,0,0,0,0,4,87,0,0,0,0
Donovan Peoples-Jones,8.00,0,0,0,0,0,0,0,0,0,0,4,81,0,0,0,0
D'Andre Swift,8.00,0,0,0,0,0,0,5,6,0,0,5,27,1,0,0,0
James Cook,7.00,0,0,0,0,0,0,5,35,0,0,1,41,0,0,0,0
Brandin Cooks,7.00,0,0,0,0,0,0,0,0,0,0,4,73,0,0,0,0
Chris Godwin,7.00,0,0,0,0,0,0,0,0,0,0,6,75,0,0,0,0
Taysom Hill,7.00,1,1,2,0,0,0,10,61,0,0,1,11,0,0,0,0
Kareem Hunt,7.00,0,0,0,0,0,0,11,42,0,0,4,30,0,0,0,0
Cole Kmet,7.00,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0
Dawson Knox,7.00,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0
Denzel Mims,7.00,0,0,0,0,0,0,0,0,0,0,2,76,0,0,0,0
Darnell Mooney,7.00,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0
Kenny Pickett,7.00,38,25,191,0,1,0,7,37,0,0,0,0,0,0,1,0
Kalif Raymond,7.00,0,0,0,0,0,0,0,0,0,0,3,76,0,0,0,0
Curtis Samuel,7.00,0,0,0,0,0,0,4,29,0,0,3,50,0,0,0,0
