,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Cam Newton,36.00,26,21,293,2,0,0,6,10,2,0,0,0,0,0,0,0
Kellen Moore,30.00,48,33,435,3,2,0,1,0,0,0,0,0,0,0,1,0
Matthew Stafford,30.00,39,28,298,3,0,0,6,10,0,0,0,0,0,0,0,0
Ben Roethlisberger,29.00,36,24,349,3,2,1,2,-2,0,0,0,0,0,0,0,0
Ryan Tannehill,27.00,38,25,350,2,0,0,3,17,0,0,0,0,0,0,0,0
Russell Wilson,26.00,28,19,197,3,0,0,5,13,0,0,0,0,0,0,0,0
Kirk Cousins,25.00,15,12,176,3,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Brown,23.00,0,0,0,0,0,0,0,0,0,0,13,187,1,0,1,0
Rashad Jennings,23.00,0,0,0,0,0,0,27,170,1,0,2,6,0,0,0,0
Eli Manning,23.00,43,24,302,2,0,0,0,0,0,0,0,0,0,0,1,0
Matt Ryan,23.00,36,24,334,2,1,0,0,0,0,0,0,0,0,0,0,0
Sam Bradford,22.00,38,30,320,2,1,0,2,-2,0,0,0,0,0,0,0,0
Alex Smith,20.00,24,14,156,2,2,0,9,61,0,0,0,0,0,0,0,0
Calvin Johnson,19.00,0,0,0,0,0,0,0,0,0,0,10,137,1,0,0,0
Philip Rivers,19.00,35,21,228,2,1,0,2,5,0,0,0,0,0,0,0,0
Drew Brees,18.00,42,32,323,1,0,0,3,-5,0,0,0,0,0,0,0,0
Blaine Gabbert,18.00,44,28,354,1,1,0,7,7,0,0,0,0,0,0,0,0
Ronnie Hillman,18.00,0,0,0,0,0,0,15,117,1,0,2,10,0,0,0,0
Brandon Marshall,18.00,0,0,0,0,0,0,0,0,0,0,8,126,1,0,0,0
A.J. McCarron,18.00,27,17,160,2,0,0,3,2,0,0,0,0,0,0,0,0
Tyrod Taylor,18.00,28,18,182,0,0,0,10,51,1,0,0,0,0,0,0,0
Cole Beasley,17.00,0,0,0,0,0,0,0,0,0,0,5,53,2,0,0,0
Devin Funchess,17.00,0,0,0,0,0,0,0,0,0,0,7,120,1,0,1,0
Jordan Matthews,17.00,0,0,0,0,0,0,0,0,0,0,7,54,2,0,0,0
Demaryius Thomas,17.00,0,0,0,0,0,0,0,0,0,0,5,117,1,0,0,0
Terrance Williams,17.00,0,0,0,0,0,0,0,0,0,0,8,173,0,0,0,0
Jamison Crowder,16.00,0,0,0,0,0,0,0,0,0,0,5,109,1,0,0,0
Jay Cutler,16.00,23,17,245,2,3,0,1,11,0,0,0,0,0,0,0,0
Matt Forte,16.00,0,0,0,0,0,0,17,76,0,0,3,34,1,0,0,0
Jonathan Grimes,16.00,1,0,0,0,0,0,4,26,1,0,4,28,1,0,0,0
Tim Hightower,16.00,0,0,0,0,0,0,16,66,1,0,5,41,0,0,0,0
Jeremy Hill,16.00,0,0,0,0,0,0,16,96,1,0,2,19,0,0,0,0
DeVante Parker,16.00,0,0,0,0,0,0,0,0,0,0,5,106,1,0,0,0
Jameis Winston,16.00,47,29,325,0,2,0,3,14,1,0,0,0,0,0,0,0
Zach Ertz,15.00,0,0,0,0,0,0,0,0,0,0,9,152,0,0,0,0
Aaron Rodgers,15.00,44,28,291,1,1,0,3,12,0,0,0,0,0,0,1,0
Tyrell Williams,15.00,0,0,0,0,0,0,0,0,0,0,2,90,1,0,0,0
C.J. Anderson,14.00,0,0,0,0,0,0,15,95,1,0,1,-5,0,0,1,0
Ryan Fitzpatrick,14.00,37,16,181,2,3,0,2,12,0,0,0,0,0,0,0,0
Coby Fleener,14.00,0,0,0,0,0,0,0,0,0,0,7,88,1,0,0,0
DuJuan Harris,14.00,0,0,0,0,0,0,16,67,0,0,8,86,0,0,0,0
Julio Jones,14.00,0,0,0,0,0,0,0,0,0,0,9,149,0,0,0,0
Anquan Boldin,13.00,0,0,0,0,0,0,0,0,0,0,5,71,1,0,0,0
David Cobb,13.00,0,0,0,0,0,0,19,73,1,0,0,0,0,0,0,0
Devonta Freeman,13.00,0,0,0,0,0,0,25,76,0,0,2,18,1,0,1,0
Brian Hoyer,13.00,40,25,249,1,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Mallett,13.00,56,30,292,1,2,0,1,4,0,0,0,0,0,0,0,0
Darren McFadden,13.00,0,0,0,0,0,0,12,92,0,0,5,53,0,0,1,0
Rueben Randle,13.00,0,0,0,0,0,0,0,0,0,0,4,79,1,0,0,0
Rashad Ross,13.00,0,0,0,0,0,0,0,0,0,0,2,71,1,0,0,0
Spencer Ware,13.00,0,0,0,0,0,0,16,76,1,0,0,0,0,0,0,0
Sammy Watkins,13.00,0,0,0,0,0,0,0,0,0,0,11,136,0,0,0,0
Derek Carr,12.00,33,21,194,1,1,0,2,12,0,0,0,0,0,0,0,0
Jeremy Maclin,12.00,0,0,0,0,0,0,1,18,0,0,3,54,1,0,0,0
Adrian Peterson,12.00,0,0,0,0,0,0,19,67,1,0,1,1,0,0,0,0
Will Tye,12.00,0,0,0,0,0,0,0,0,0,0,5,67,1,0,0,0
Delanie Walker,12.00,0,0,0,0,0,0,1,36,0,0,9,94,0,0,0,0
Cameron Artis-Payne,11.00,0,0,0,0,0,0,14,44,1,0,2,17,0,0,0,0
Jerricho Cotchery,11.00,0,0,0,0,0,0,0,0,0,0,2,52,1,0,0,0
Eric Decker,11.00,0,0,0,0,0,0,0,0,0,0,5,50,1,0,0,0
Tyler Eifert,11.00,0,0,0,0,0,0,0,0,0,0,4,51,1,0,0,0
Larry Fitzgerald,11.00,0,0,0,0,0,0,0,0,0,0,6,55,1,0,0,0
Josh Freeman,11.00,28,15,149,1,1,0,8,24,0,0,0,0,0,0,0,0
Steven Jackson,11.00,0,0,0,0,0,0,14,35,1,0,1,20,0,0,0,0
