,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Drew Brees,41.00,36,28,310,4,0,0,1,1,1,0,0,0,0,0,1,0
Colin Kaepernick,38.00,46,29,296,3,1,0,10,113,0,0,0,0,0,0,0,0
Kirk Cousins,35.00,53,41,449,3,0,0,1,2,0,0,0,0,0,0,0,0
Trevor Siemian,34.00,34,20,368,3,0,0,5,23,0,0,0,0,0,0,0,0
Ryan Tannehill,32.00,30,20,285,3,0,0,6,34,0,0,0,0,0,0,0,0
Mark Ingram,28.00,0,0,0,0,0,0,14,146,1,0,1,21,1,0,0,0
Antonio Brown,27.00,0,0,0,0,0,0,0,0,0,0,5,91,3,0,0,0
LeSean McCoy,27.00,0,0,0,0,0,0,19,103,2,1,2,31,0,0,0,0
Matt Barkley,26.00,54,28,316,3,2,0,2,0,0,0,0,0,0,0,0,0
Aaron Rodgers,26.00,39,30,313,2,0,0,6,26,0,0,0,0,0,0,0,0
Ben Roethlisberger,26.00,20,14,221,3,0,0,0,0,0,0,0,0,0,0,0,0
Blake Bortles,25.00,26,13,126,2,0,0,8,81,0,0,0,0,0,0,0,0
Eli Manning,25.00,27,15,194,3,0,0,2,-2,0,0,0,0,0,0,0,0
Marcus Mariota,25.00,23,15,226,2,0,0,4,46,0,0,0,0,0,0,0,0
Philip Rivers,25.00,30,22,242,3,1,0,0,0,0,0,0,0,0,0,0,0
Cam Newton,24.00,29,14,246,2,1,0,3,6,1,0,0,0,0,0,1,0
Davante Adams,23.00,0,0,0,0,0,0,0,0,0,0,5,113,2,0,0,0
Tom Brady,23.00,50,30,286,2,0,0,3,-4,0,0,0,0,0,0,0,0
Derek Carr,23.00,38,26,315,2,1,1,5,-12,0,0,0,0,0,0,1,0
Ezekiel Elliott,23.00,0,0,0,0,0,0,20,97,2,0,2,23,0,0,0,0
Jared Goff,23.00,32,20,214,3,1,0,0,0,0,0,0,0,0,0,1,0
Mike Evans,22.00,0,0,0,0,0,0,0,0,0,0,8,104,2,0,0,0
Dak Prescott,22.00,24,17,195,1,0,0,8,39,1,0,0,0,0,0,0,0
Emmanuel Sanders,22.00,0,0,0,0,0,0,0,0,0,0,7,162,1,0,0,0
Michael Thomas,22.00,0,0,0,0,0,0,0,0,0,0,9,108,2,0,0,0
Odell Beckham Jr.,21.00,0,0,0,0,0,0,0,0,0,0,6,96,2,0,0,0
Ryan Fitzpatrick,21.00,32,22,269,2,0,0,2,1,0,0,0,0,0,0,1,0
Taylor Gabriel,21.00,0,0,0,0,0,0,1,27,0,0,4,75,2,0,0,0
David Johnson,21.00,0,0,0,0,0,0,13,58,0,0,8,103,1,0,0,0
Carson Palmer,21.00,45,25,289,2,1,0,1,0,0,0,0,0,0,0,0,0
Jordan Reed,21.00,0,0,0,0,0,0,0,0,0,0,10,95,2,0,0,0
Matt Ryan,21.00,34,26,269,2,1,0,4,15,0,0,0,0,0,0,0,0
Jonathan Stewart,21.00,0,0,0,0,0,0,17,96,2,0,0,0,0,0,0,0
Tyrod Taylor,21.00,18,12,166,1,0,0,7,38,1,0,0,0,0,0,0,0
Le'Veon Bell,20.00,0,0,0,0,0,0,23,120,1,0,4,22,0,0,0,0
Devonta Freeman,19.00,0,0,0,0,0,0,16,60,2,0,2,17,0,0,0,0
Jameis Winston,19.00,28,21,220,2,1,0,5,12,0,0,0,0,0,0,0,0
Ted Ginn Jr.,18.00,0,0,0,0,0,0,1,13,0,0,4,115,1,0,0,0
Matthew Stafford,18.00,40,23,232,1,0,0,4,30,0,0,0,0,0,0,0,0
Marquess Wilson,18.00,0,0,0,0,0,0,0,0,0,0,8,125,1,0,0,0
Tyreek Hill,17.00,0,0,0,0,0,0,1,3,1,0,9,52,1,0,0,0
Dontrelle Inman,17.00,0,0,0,0,0,0,0,0,0,0,6,119,1,0,0,0
DeSean Jackson,17.00,0,0,0,0,0,0,0,0,0,0,4,118,1,0,0,0
Carson Wentz,17.00,36,24,254,0,1,0,4,33,1,0,0,0,0,0,0,0
Andy Dalton,16.00,48,26,283,1,0,0,3,14,0,0,0,0,0,0,2,0
Quincy Enunwa,16.00,0,0,0,0,0,0,0,0,0,0,5,109,1,0,0,0
Tim Hightower,16.00,0,0,0,0,0,0,15,51,0,0,2,54,1,0,0,0
Josh McCown,16.00,43,25,322,1,0,0,0,0,0,0,0,0,0,0,2,0
Malcolm Mitchell,16.00,0,0,0,0,0,0,0,0,0,0,5,42,2,0,0,0
Alex Smith,16.00,44,26,220,1,0,1,2,2,0,0,0,0,0,0,0,0
Carlos Hyde,15.00,0,0,0,0,0,0,13,65,0,0,5,30,1,0,0,0
Joe Flacco,14.00,36,25,234,1,1,0,2,19,0,0,0,0,0,0,0,0
Latavius Murray,14.00,0,0,0,0,0,0,19,45,1,0,3,43,0,0,0,0
Bennie Fowler,13.00,0,0,0,0,0,0,0,0,0,0,1,76,1,0,0,0
Terrelle Pryor,13.00,0,0,0,0,0,0,0,0,0,0,6,131,0,0,0,0
Kenny Stills,13.00,0,0,0,0,0,0,0,0,0,0,3,72,1,0,0,0
Tyrell Williams,13.00,0,0,0,0,0,0,0,0,0,0,8,70,1,0,0,0
Anquan Boldin,12.00,0,0,0,0,0,0,0,0,0,0,7,69,1,0,0,0
Tyler Eifert,12.00,0,0,0,0,0,0,0,0,0,0,5,68,1,0,0,0
Derrick Henry,12.00,0,0,0,0,0,0,8,60,1,0,0,0,0,0,0,0
Jordan Howard,12.00,0,0,0,0,0,0,18,84,0,0,3,43,0,0,0,0
Brandon Marshall,12.00,0,0,0,0,0,0,0,0,0,0,6,67,1,0,0,0
Rishard Matthews,12.00,0,0,0,0,0,0,0,0,0,0,3,64,1,0,0,0
Jay Ajayi,11.00,0,0,0,0,0,0,18,45,1,0,1,11,0,0,0,0
Tavon Austin,11.00,0,0,0,0,0,0,1,10,0,0,4,45,1,0,0,0
Kelvin Benjamin,11.00,0,0,0,0,0,0,0,0,0,0,2,53,1,0,0,0
Kenny Britt,11.00,0,0,0,0,0,0,0,0,0,0,5,52,1,0,0,0
Michael Crabtree,11.00,0,0,0,0,0,0,0,0,0,0,8,110,0,0,0,0
Chris Ivory,11.00,0,0,0,0,0,0,9,44,1,0,1,11,0,0,0,0
Lance Kendricks,11.00,0,0,0,0,0,0,0,0,0,0,4,51,1,0,0,0
Brock Osweiler,11.00,37,22,246,0,3,0,3,23,1,0,0,0,0,0,0,0
Seth Roberts,11.00,0,0,0,0,0,0,0,0,0,0,3,31,1,1,0,0
Dion Sims,11.00,0,0,0,0,0,0,0,0,0,0,4,53,1,0,0,0
Willie Snead,11.00,1,1,50,1,0,0,0,0,0,0,5,38,0,0,0,0
Delanie Walker,11.00,0,0,0,0,0,0,0,0,0,0,3,50,1,0,0,0
Travis Kelce,10.00,0,0,0,0,0,0,0,0,0,0,8,101,0,0,0,0
Donte Moncrief,10.00,0,0,0,0,0,0,0,0,0,0,6,45,1,0,0,0
Deonte Thompson,10.00,0,0,0,0,0,0,0,0,0,0,5,44,1,0,0,0
Scott Tolzien,10.00,36,22,205,1,2,0,3,6,0,0,0,0,0,0,0,0
Clive Walford,10.00,0,0,0,0,0,0,0,0,0,0,3,43,1,0,0,0
Russell Wilson,10.00,33,17,151,0,2,0,8,80,0,0,0,0,0,0,0,0
Matt Asiata,9.00,0,0,0,0,0,0,5,27,1,0,3,14,0,0,0,0
Devontae Booker,9.00,0,0,0,0,0,0,24,79,0,0,1,22,0,0,0,0
Corey Coleman,9.00,0,0,0,0,0,0,0,0,0,0,3,38,1,0,0,0
Jermaine Gresham,9.00,0,0,0,0,0,0,0,0,0,0,5,35,1,0,0,0
Marqise Lee,9.00,0,0,0,0,0,0,1,2,0,0,4,37,1,0,0,0
Jordy Nelson,9.00,0,0,0,0,0,0,0,0,0,0,8,91,0,0,0,0
Spencer Ware,9.00,0,0,0,0,0,0,17,64,0,0,2,32,0,0,0,0
Daniel Brown,8.00,0,0,0,0,0,0,0,0,0,0,3,24,1,0,0,0
Jamison Crowder,8.00,0,0,0,0,0,0,0,0,0,0,8,88,0,0,0,0
Julian Edelman,8.00,0,0,0,0,0,0,0,0,0,0,8,83,0,0,0,0
Melvin Gordon,8.00,0,0,0,0,0,0,17,70,0,0,4,19,0,0,0,0
Dorial Green-Beckham,8.00,0,0,0,0,0,0,0,0,0,0,6,82,0,0,0,0
Todd Gurley,8.00,0,0,0,0,0,0,13,50,0,0,4,39,0,0,0,0
Hunter Henry,8.00,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0
Jeremy Hill,8.00,0,0,0,0,0,0,12,21,0,0,6,61,0,0,0,0
DeMarco Murray,8.00,0,0,0,0,0,0,17,43,0,0,5,41,0,0,0,0
Torrey Smith,8.00,0,0,0,0,0,0,0,0,0,0,3,24,1,0,0,0
Sammy Watkins,8.00,0,0,0,0,0,0,0,0,0,0,3,80,0,0,0,0
Dez Bryant,7.00,0,0,0,0,0,0,0,0,0,0,5,72,0,0,0,0
Leonte Carroo,7.00,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0
Isaiah Crowell,7.00,0,0,0,0,0,0,16,44,0,0,6,47,0,0,1,0
Kenneth Dixon,7.00,0,0,0,0,0,0,13,49,0,0,4,31,0,0,0,0
Dwayne Harris,7.00,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0
Josh Hill,7.00,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0
Chris Hogan,7.00,0,0,0,0,0,0,0,0,0,0,4,70,0,0,0,0
DeAndre Hopkins,7.00,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0
Justin Hunter,7.00,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0
Allen Hurns,7.00,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0
Doug Martin,7.00,0,0,0,0,0,0,23,87,0,0,2,3,0,0,1,0
Jerick McKinnon,7.00,0,0,0,0,0,0,9,31,0,0,3,45,0,0,0,0
Breshad Perriman,7.00,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0
Aaron Ripkowski,7.00,0,0,0,0,0,0,3,1,1,0,2,15,0,0,0,0
Golden Tate,7.00,0,0,0,0,0,0,0,0,0,0,5,77,0,0,0,0
Terrance Williams,7.00,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0
LeGarrette Blount,6.00,0,0,0,0,0,0,11,67,0,0,0,0,0,0,0,0
Tyler Boyd,6.00,0,0,0,0,0,0,0,0,0,0,5,62,0,0,0,0
Sam Bradford,6.00,37,31,224,0,1,0,0,0,0,0,0,0,0,0,0,0
Garrett Celek,6.00,0,0,0,0,0,0,0,0,0,0,2,19,1,0,1,0
Brandon Coleman,6.00,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
Tevin Coleman,6.00,0,0,0,0,0,0,8,9,1,0,2,4,0,0,0,0
Vernon Davis,6.00,0,0,0,0,0,0,0,0,0,0,5,68,0,0,0,0
Harry Douglas,6.00,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0
Will Fuller,6.00,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0
Ladarius Green,6.00,0,0,0,0,0,0,0,0,0,0,2,67,0,0,0,0
Vance McDonald,6.00,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0
DeVante Parker,6.00,0,0,0,0,0,0,0,0,0,0,3,64,0,0,0,0
Kyle Rudolph,6.00,0,0,0,0,0,0,0,0,0,0,9,64,0,0,0,0
Mohamed Sanu,6.00,0,0,0,0,0,0,1,5,0,0,8,65,0,0,0,0
James Starks,6.00,0,0,0,0,0,0,17,41,0,0,5,27,0,0,0,0
Jordan Taylor,6.00,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
Demaryius Thomas,6.00,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
Cole Beasley,5.00,0,0,0,0,0,0,0,0,0,0,5,56,0,0,0,0
Larry Fitzgerald,5.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0
Coby Fleener,5.00,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,0
Jimmy Graham,5.00,0,0,0,0,0,0,0,0,0,0,6,67,0,0,1,0
T.Y. Hilton,5.00,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0
Rashad Jennings,5.00,0,0,0,0,0,0,15,55,0,0,2,4,0,0,0,0
Marvin Jones,5.00,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0
Dion Lewis,5.00,0,0,0,0,0,0,6,24,0,0,4,34,0,0,0,0
Lamar Miller,5.00,0,0,0,0,0,0,19,57,0,0,3,18,0,0,1,0
Theo Riddick,5.00,0,0,0,0,0,0,9,45,0,0,5,13,0,0,0,0
Adam Thielen,5.00,0,0,0,0,0,0,0,0,0,0,8,53,0,0,0,0
Mike Wallace,5.00,0,0,0,0,0,0,1,-1,0,0,3,57,0,0,0,0
Terrance West,5.00,0,0,0,0,0,0,13,48,0,0,3,16,0,0,0,0
Dwayne Allen,4.00,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0
Josh Bellamy,4.00,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0
Cameron Brate,4.00,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0
Randall Cobb,4.00,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0,0
A.J. Derby,4.00,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0
Shaun Draughn,4.00,0,0,0,0,0,0,0,0,0,0,6,49,0,0,0,0
C.J. Fiedorowicz,4.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0
Matt Forte,4.00,0,0,0,0,0,0,13,27,0,0,3,23,0,0,0,0
Pierre Garcon,4.00,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0
Justin Hardy,4.00,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0
Jarvis Landry,4.00,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0
Jordan Matthews,4.00,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0
Greg Olsen,4.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
Wendell Smallwood,4.00,0,0,0,0,0,0,9,37,0,0,1,10,0,0,0,0
Darren Sproles,4.00,0,0,0,0,0,0,3,6,0,0,5,48,0,0,0,0
Rod Streater,4.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Kamar Aiken,3.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
Doug Baldwin,3.00,0,0,0,0,0,0,0,0,0,0,7,34,0,0,0,0
Rex Burkhead,3.00,0,0,0,0,0,0,5,29,0,0,2,19,0,0,0,0
Victor Cruz,3.00,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0
Seth Devalve,3.00,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0
Phillip Dorsett,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Zach Ertz,3.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Michael Floyd,3.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
Ryan Griffin,3.00,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0
Chris Harper,3.00,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0
Rashard Higgins,3.00,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0
Johnny Holton,3.00,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
Duke Johnson,3.00,1,0,0,0,0,0,5,14,0,0,3,26,0,0,0,0
Julio Jones,3.00,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0
Rob Kelley,3.00,0,0,0,0,0,0,14,37,0,0,2,5,0,0,0,0
Brandon LaFell,3.00,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0
J.J. Nelson,3.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
Cordarrelle Patterson,3.00,0,0,0,0,0,0,1,22,0,0,5,15,0,0,0,0
Paul Perkins,3.00,0,0,0,0,0,0,9,29,0,0,2,14,0,0,0,0
Dennis Pitta,3.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0
Bilal Powell,3.00,0,0,0,0,0,0,8,36,0,0,1,7,0,0,0,0
Thomas Rawls,3.00,0,0,0,0,0,0,12,38,0,0,0,0,0,0,0,0
Denard Robinson,3.00,0,0,0,0,0,0,13,39,0,0,0,0,0,0,0,0
Eli Rogers,3.00,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0
Erik Swoope,3.00,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0
Jordan Todman,3.00,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0
Jason Witten,3.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0
Robby Anderson,2.00,0,0,0,0,0,0,0,0,0,0,2,34,0,0,1,0
Martellus Bennett,2.00,0,0,0,0,0,0,1,4,0,0,3,22,0,0,0,0
