,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Jared Goff,36.00,22,14,311,4,0,0,0,0,0,0,0,0,0,0,0,0
Tyrod Taylor,31.00,40,29,285,2,0,0,6,35,1,0,0,0,0,0,1,0
Carson Wentz,31.00,27,15,199,4,0,0,2,8,0,0,0,0,0,0,0,0
Jay Cutler,30.00,42,34,311,3,0,0,1,0,0,0,0,0,0,0,0,0
T.Y. Hilton,29.00,0,0,0,0,0,0,0,0,0,0,5,175,2,0,0,0
Dak Prescott,29.00,33,21,249,2,0,0,3,27,1,0,0,0,0,0,0,0
Matthew Stafford,26.00,33,26,361,2,0,0,1,0,0,0,0,0,0,0,0,0
Russell Wilson,26.00,45,24,297,2,2,0,10,77,0,0,0,0,0,0,0,0
Alvin Kamara,25.00,0,0,0,0,0,0,10,68,1,0,6,84,1,0,1,0
Jacoby Brissett,24.00,30,20,308,2,0,0,2,12,0,0,0,0,0,0,1,0
Corey Clement,24.00,0,0,0,0,0,0,12,51,2,0,1,15,1,0,0,0
Drew Brees,22.00,27,22,263,2,0,0,4,2,0,0,0,0,0,0,0,0
Marvin Jones,22.00,0,0,0,0,0,0,0,0,0,0,7,107,2,0,0,0
Matt Ryan,22.00,38,24,313,2,1,0,1,-1,0,0,0,0,0,0,0,0
Todd Gurley,21.00,0,0,0,0,0,0,16,59,2,0,2,45,0,0,0,0
Alex Smith,21.00,34,25,263,2,1,0,5,19,0,0,0,0,0,0,0,0
Matt Forte,20.00,0,0,0,0,0,0,14,77,2,0,4,19,0,0,0,0
Alshon Jeffery,20.00,0,0,0,0,0,0,0,0,0,0,6,84,2,0,0,0
Cam Newton,19.00,24,13,137,0,0,0,9,86,1,0,0,0,0,0,0,0
Robert Woods,19.00,0,0,0,0,0,0,0,0,0,0,4,70,2,0,0,0
Blake Bortles,18.00,38,24,259,1,0,0,5,20,0,0,0,0,0,0,0,0
Joe Flacco,18.00,52,34,261,2,2,0,1,7,0,0,0,0,0,0,0,0
Marcus Mariota,18.00,28,19,218,2,1,0,3,6,0,0,0,0,0,0,0,0
Josh McCown,18.00,20,14,140,1,0,0,5,13,1,0,0,0,0,0,0,0
Drew Stanton,18.00,30,15,201,2,1,0,4,2,0,0,0,0,0,0,0,0
Brett Hundley,17.00,38,26,245,0,0,0,4,22,1,0,0,0,0,0,0,0
Marshawn Lynch,17.00,0,0,0,0,0,0,14,57,2,0,2,6,0,0,0,0
Eli Manning,17.00,36,20,220,2,1,0,0,0,0,0,0,0,0,0,1,0
Doug Baldwin,16.00,0,0,0,0,0,0,0,0,0,0,7,108,1,0,0,0
C.J. Beathard,16.00,51,24,294,0,1,0,3,16,1,0,0,0,0,0,0,0
Derek Carr,16.00,30,21,300,1,1,0,4,-3,0,0,0,0,0,0,0,0
Ezekiel Elliott,15.00,0,0,0,0,0,0,27,93,1,0,0,0,0,0,0,0
Cole Beasley,14.00,0,0,0,0,0,0,0,0,0,0,4,24,2,0,0,0
DeAndre Hopkins,14.00,0,0,0,0,0,0,0,0,0,0,6,86,1,0,0,0
Christian McCaffrey,14.00,0,0,0,0,0,0,15,66,1,0,5,28,0,0,0,0
Adrian Peterson,14.00,0,0,0,0,0,0,37,159,0,0,2,8,0,0,1,0
Julius Thomas,14.00,0,0,0,0,0,0,0,0,0,0,6,84,1,0,0,0
Deonte Thompson,14.00,0,0,0,0,0,0,0,0,0,0,7,81,1,0,0,0
Terrance Williams,14.00,0,0,0,0,0,0,0,0,0,0,9,141,0,0,0,0
Jay Ajayi,13.00,0,0,0,0,0,0,8,77,1,0,0,0,0,0,0,0
Evan Engram,13.00,0,0,0,0,0,0,0,0,0,0,4,70,1,0,0,0
Travis Kelce,13.00,0,0,0,0,0,0,0,0,0,0,7,73,1,0,0,0
Rob Kelley,13.00,0,0,0,0,0,0,14,18,2,0,0,0,0,0,0,0
Marqise Lee,13.00,0,0,0,0,0,0,0,0,0,0,8,75,1,0,0,0
Rishard Matthews,13.00,0,0,0,0,0,0,0,0,0,0,4,70,1,0,0,0
Tom Savage,13.00,44,19,219,1,0,0,0,0,0,0,0,0,0,0,1,0
Demaryius Thomas,13.00,0,0,0,0,0,0,0,0,0,0,8,70,1,0,0,0
Javorius Allen,12.00,0,0,0,0,0,0,7,21,0,0,7,44,1,0,0,0
Jared Cook,12.00,0,0,0,0,0,0,0,0,0,0,8,126,0,0,0,0
Tyreek Hill,12.00,0,0,0,0,0,0,4,9,0,0,2,64,1,0,0,0
Carlos Hyde,12.00,0,0,0,0,0,0,12,41,0,0,9,84,0,0,0,0
Sammy Watkins,12.00,0,0,0,0,0,0,0,0,0,0,1,67,1,0,0,0
Ryan Fitzpatrick,11.00,15,8,68,1,0,0,3,30,0,0,0,0,0,0,0,0
Ted Ginn Jr.,11.00,0,0,0,0,0,0,0,0,0,0,4,59,1,0,0,0
Julio Jones,11.00,0,0,0,0,0,0,0,0,0,0,6,118,0,0,0,0
Zay Jones,11.00,0,0,0,0,0,0,0,0,0,0,6,53,1,0,0,0
Golden Tate,11.00,0,0,0,0,0,0,0,0,0,0,7,113,0,0,0,0
Damien Williams,11.00,0,0,0,0,0,0,7,14,0,0,6,47,1,0,0,0
Robby Anderson,10.00,0,0,0,0,0,0,0,0,0,0,4,48,1,0,0,0
Trey Burton,10.00,0,0,0,0,0,0,0,0,0,0,2,41,1,0,0,0
Kenyan Drake,10.00,0,0,0,0,0,0,9,69,0,1,6,35,0,0,1,0
