,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Derrick Henry,47.00,0,0,0,0,0,0,17,238,4,0,0,0,0,0,0,0
Amari Cooper,39.00,0,0,0,0,0,0,0,0,0,0,10,217,3,0,0,0
Tom Brady,32.00,43,27,358,3,0,0,1,3,0,0,0,0,0,0,0,0
Dak Prescott,31.00,54,42,455,3,2,0,4,2,0,0,0,0,0,0,1,0
Ryan Tannehill,29.00,19,14,265,3,0,0,1,13,0,0,0,0,0,0,0,0
George Kittle,27.00,0,0,0,0,0,0,0,0,0,0,7,210,1,0,0,0
Andrew Luck,26.00,41,27,399,2,1,0,6,16,0,0,0,0,0,0,0,0
Matt Ryan,26.00,42,28,262,3,1,0,1,0,0,0,0,0,0,0,0,0
Carson Wentz,26.00,32,22,228,3,0,0,4,-3,0,0,0,0,0,0,1,0
Saquon Barkley,25.00,0,0,0,0,0,0,14,170,1,0,4,27,0,0,0,0
Josh Johnson,25.00,16,11,195,1,1,2,7,45,1,0,0,0,0,0,0,0
Patrick Mahomes,25.00,53,35,377,2,1,0,2,-3,0,0,0,0,0,0,0,0
Eli Manning,25.00,22,14,197,3,0,0,0,0,0,0,0,0,0,0,0,0
JuJu Smith-Schuster,25.00,0,0,0,0,0,0,0,0,0,0,8,130,2,0,0,0
Derek Carr,23.00,34,25,322,2,0,0,1,-1,0,0,0,0,0,0,1,0
Nick Mullens,23.00,33,20,332,2,1,0,5,-10,0,0,0,0,0,0,0,0
Aaron Rodgers,23.00,32,21,196,2,0,0,3,44,0,0,0,0,0,0,0,0
Ben Roethlisberger,23.00,29,25,282,2,0,0,0,0,0,0,0,0,0,0,0,0
Lamar Jackson,22.00,24,13,147,2,0,0,14,67,0,0,0,0,0,0,1,0
Julio Jones,22.00,0,0,0,0,0,0,0,0,0,0,8,106,2,0,0,0
Jameis Winston,22.00,38,18,213,2,1,0,5,47,0,0,0,0,0,0,0,0
Jarvis Landry,21.00,1,0,0,0,0,0,2,54,1,0,3,57,1,0,1,0
Christian McCaffrey,21.00,0,0,0,0,0,0,16,63,2,0,6,38,0,0,0,0
Josh Allen,19.00,36,18,206,0,2,0,9,101,1,0,0,0,0,0,1,0
T.Y. Hilton,19.00,0,0,0,0,0,0,0,0,0,0,9,199,0,0,0,0
Joe Mixon,19.00,0,0,0,0,0,0,26,111,1,0,5,27,0,0,0,0
Kenny Stills,19.00,0,0,0,0,0,0,0,0,0,0,8,135,1,0,0,0
Deshaun Watson,19.00,38,27,267,1,0,0,5,35,0,0,0,0,0,0,0,0
Brandon Bolden,18.00,0,0,0,0,0,0,2,60,2,0,1,0,0,0,0,0
Ezekiel Elliott,18.00,0,0,0,0,0,0,28,113,0,0,12,79,0,0,0,0
Drew Brees,17.00,31,24,201,1,1,0,3,-1,1,0,0,0,0,0,1,0
Rob Gronkowski,16.00,0,0,0,0,0,0,0,0,0,0,8,107,1,0,0,0
Chris Carson,15.00,0,0,0,0,0,0,22,90,1,0,0,0,0,0,0,0
Aaron Jones,15.00,0,0,0,0,0,0,17,78,1,0,3,28,0,0,0,0
Case Keenum,15.00,42,24,186,1,0,0,4,24,0,0,0,0,0,0,0,0
Cody Kessler,15.00,43,25,240,1,0,0,5,17,0,0,0,0,0,0,1,0
Baker Mayfield,15.00,22,18,238,1,0,0,4,2,0,0,0,0,0,0,0,0
Davante Adams,14.00,0,0,0,0,0,0,0,0,0,0,7,81,1,0,0,0
Jamison Crowder,14.00,0,0,0,0,0,0,0,0,0,0,2,87,1,0,0,0
Julian Edelman,14.00,0,0,0,0,0,0,0,0,0,0,9,86,1,0,0,0
Austin Ekeler,14.00,0,0,0,0,0,0,15,66,1,0,2,28,0,0,0,0
Elijah McGuire,14.00,0,0,0,0,0,0,17,60,1,0,3,23,0,0,0,0
Philip Rivers,14.00,29,19,220,1,0,0,2,7,0,0,0,0,0,0,0,0
Dede Westbrook,14.00,0,0,0,0,0,0,0,0,0,0,7,88,1,0,0,0
Damien Williams,14.00,0,0,0,0,0,0,8,14,1,0,4,16,1,0,0,0
Keenan Allen,13.00,0,0,0,0,0,0,1,0,0,0,5,78,1,0,0,0
Robby Anderson,13.00,0,0,0,0,0,0,0,0,0,0,4,76,1,0,0,0
Cameron Brate,13.00,0,0,0,0,0,0,0,0,0,0,2,12,2,0,0,0
Nick Chubb,13.00,0,0,0,0,0,0,13,66,1,0,4,17,0,0,0,0
Dalvin Cook,13.00,0,0,0,0,0,0,13,55,0,0,5,28,1,0,0,0
Kirk Cousins,13.00,33,20,208,1,0,0,3,5,0,0,0,0,0,0,1,0
Kenneth Dixon,13.00,0,0,0,0,0,0,8,59,1,0,1,21,0,0,0,0
Kenyan Drake,13.00,0,0,0,0,0,0,6,24,0,0,1,55,1,0,0,0
Jeff Driskel,13.00,27,18,170,1,0,0,2,12,0,0,0,0,0,0,0,0
Tyreek Hill,13.00,0,0,0,0,0,0,1,6,0,0,8,139,0,0,0,0
Travis Kelce,13.00,0,0,0,0,0,0,0,0,0,0,7,77,1,0,0,0
Eric Ebron,12.00,0,0,0,0,0,0,0,0,0,0,4,65,1,0,0,0
Isaiah McKenzie,12.00,0,0,0,0,0,0,4,22,1,0,4,47,0,0,0,0
Zach Pascal,12.00,0,0,0,0,0,0,0,0,0,0,5,68,1,0,0,0
Spencer Ware,12.00,0,0,0,0,0,0,15,75,0,0,5,54,0,0,0,0
Jared Cook,11.00,0,0,0,0,0,0,0,0,0,0,7,116,0,0,0,0
Sam Darnold,11.00,24,16,170,1,1,0,4,10,0,0,0,0,0,0,0,0
Frank Gore,11.00,0,0,0,0,0,0,12,92,0,0,1,24,0,0,0,0
Mark Ingram,11.00,0,0,0,0,0,0,13,52,1,0,1,1,0,0,0,0
Alshon Jeffery,11.00,0,0,0,0,0,0,0,0,0,0,6,50,1,0,0,0
Phillip Lindsay,11.00,0,0,0,0,0,0,14,30,1,0,4,21,0,0,0,0
Cordarrelle Patterson,11.00,0,0,0,0,0,0,0,0,0,0,2,51,1,0,0,0
Zach Zenner,11.00,0,0,0,0,0,0,12,54,1,0,0,0,0,0,0,0
Randall Cobb,10.00,0,0,0,0,0,0,0,0,0,0,5,43,1,0,0,0
Robert Foster,10.00,0,0,0,0,0,0,0,0,0,0,7,104,0,0,0,0
Dallas Goedert,10.00,0,0,0,0,0,0,0,0,0,0,4,44,1,0,0,0
DaeSean Hamilton,10.00,0,0,0,0,0,0,0,0,0,0,7,47,1,0,0,0
Jordan Howard,10.00,0,0,0,0,0,0,19,101,0,0,1,2,0,0,0,0
Alvin Kamara,10.00,0,0,0,0,0,0,12,51,0,1,5,36,0,0,0,0
Lamar Miller,10.00,0,0,0,0,0,0,14,33,1,0,5,19,0,0,0,0
Cam Newton,10.00,42,26,265,0,1,0,5,23,0,0,0,0,0,0,0,0
Dante Pettis,10.00,0,0,0,0,0,0,0,0,0,0,3,49,1,0,0,0
Josh Gordon,9.00,0,0,0,0,0,0,0,0,0,0,5,96,0,0,0,0
Justin Hardy,9.00,0,0,0,0,0,0,0,0,0,0,3,30,1,0,0,0
DeAndre Hopkins,9.00,0,0,0,0,0,0,0,0,0,0,4,36,1,0,0,0
Marlon Mack,9.00,0,0,0,0,0,0,14,33,1,0,0,0,0,0,0,0
Doug Martin,9.00,0,0,0,0,0,0,16,32,1,0,0,0,0,0,0,0
Tim Patrick,9.00,0,0,0,0,0,0,1,11,0,0,7,85,0,0,0,0
Darren Sproles,9.00,0,0,0,0,0,0,1,2,0,0,3,34,1,0,0,0
Michael Thomas,9.00,0,0,0,0,0,0,0,0,0,0,11,98,0,0,0,0
Jeffery Wilson,9.00,0,0,0,0,0,0,23,90,0,0,1,6,0,0,0,0
Alfred Blue,8.00,0,0,0,0,0,0,6,21,1,0,0,0,0,0,0,0
John Brown,8.00,0,0,0,0,0,0,0,0,0,0,2,23,1,0,0,0
Brice Butler,8.00,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0
Derek Carrier,8.00,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0
Tarik Cohen,8.00,0,0,0,0,0,0,9,69,0,0,4,20,0,0,0,0
Josh Doctson,8.00,0,0,0,0,0,0,0,0,0,0,4,84,0,0,0,0
Mike Evans,8.00,0,0,0,0,0,0,0,0,0,0,4,86,0,0,0,0
Ryan Griffin,8.00,0,0,0,0,0,0,0,0,0,0,5,80,0,0,0,0
Breshad Perriman,8.00,0,0,0,0,0,0,0,0,0,0,2,81,0,0,0,0
Curtis Samuel,8.00,0,0,0,0,0,0,0,0,0,0,4,80,0,0,0,0
Jaylen Samuels,8.00,0,0,0,0,0,0,11,28,0,0,7,64,0,0,0,0
Russell Wilson,8.00,20,10,72,0,1,1,7,61,0,0,0,0,0,0,0,0
Stefon Diggs,7.00,0,0,0,0,0,0,1,5,0,0,4,76,0,0,0,0
Evan Engram,7.00,0,0,0,0,0,0,0,0,0,0,3,77,0,0,0,0
Seth Roberts,7.00,0,0,0,0,0,0,0,0,0,0,5,76,0,0,0,0
Josh Rosen,7.00,41,26,240,0,1,0,2,3,0,0,0,0,0,0,0,0
John Ross,7.00,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0
Russell Shepard,7.00,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0
Sterling Shepard,7.00,0,0,0,0,0,0,0,0,0,0,2,17,1,0,0,0
Trent Sherfield,7.00,0,0,0,0,0,0,0,0,0,0,5,77,0,0,0,0
Ito Smith,7.00,0,0,0,0,0,0,11,60,0,0,3,14,0,0,0,0
Adam Thielen,7.00,0,0,0,0,0,0,1,8,0,0,5,70,0,0,0,0
Ian Thomas,7.00,0,0,0,0,0,0,0,0,0,0,9,77,0,0,0,0
Maxx Williams,7.00,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0
Trenton Cannon,6.00,0,0,0,0,0,0,5,3,1,0,1,4,0,0,0,0
James Develin,6.00,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
Gus Edwards,6.00,0,0,0,0,0,0,16,67,0,0,0,0,0,0,0,0
Bennie Fowler,6.00,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
Zach Line,6.00,0,0,0,0,0,0,1,4,0,0,1,1,1,0,0,0
Tyler Lockett,6.00,0,0,0,0,0,0,2,-3,0,0,5,42,0,1,0,0
D.J. Moore,6.00,0,0,0,0,0,0,1,0,0,0,5,67,0,0,0,0
Stevan Ridley,6.00,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0
Lee Smith,6.00,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
Willie Snead,6.00,0,0,0,0,0,0,0,0,0,0,5,61,0,0,0,0
Mitchell Trubisky,6.00,30,16,110,1,3,0,6,23,0,0,0,0,0,0,0,0
Robert Woods,6.00,0,0,0,0,0,0,0,0,0,0,7,61,0,0,0,0
Tyler Boyd,5.00,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0
Keelan Cole,5.00,0,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0
Vernon Davis,5.00,0,0,0,0,0,0,0,0,0,0,4,31,0,1,0,0
Larry Fitzgerald,5.00,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0
Todd Gurley,5.00,0,0,0,0,0,0,11,28,0,0,3,30,0,0,0,0
Blake Jarwin,5.00,0,0,0,0,0,0,0,0,0,0,7,56,0,0,0,0
David Johnson,5.00,0,0,0,0,0,0,15,49,0,0,8,12,0,0,0,0
Marcus Mariota,5.00,24,18,162,0,1,0,4,13,0,0,0,0,0,0,0,0
Sony Michel,5.00,0,0,0,0,0,0,20,57,0,0,0,0,0,0,0,0
Theo Riddick,5.00,0,0,0,0,0,0,6,28,0,0,4,30,0,0,0,0
Mohamed Sanu,5.00,0,0,0,0,0,0,0,0,0,0,6,54,0,0,0,0
Taywan Taylor,5.00,0,0,0,0,0,0,0,0,0,0,6,59,0,0,0,0
Nelson Agholor,4.00,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0
Jordan Akins,4.00,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0
Marcell Ateman,4.00,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0
Peyton Barber,4.00,0,0,0,0,0,0,14,42,0,0,1,2,0,0,0,0
Corey Coleman,4.00,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0
Tevin Coleman,4.00,0,0,0,0,0,0,10,45,0,0,1,-4,0,0,0,0
Adam Humphries,4.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0
Chris Ivory,4.00,0,0,0,0,0,0,12,42,0,0,0,0,0,0,0,0
Dion Lewis,4.00,0,0,0,0,0,0,10,13,0,0,5,39,0,0,0,0
Donte Moncrief,4.00,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0
J.J. Nelson,4.00,0,0,0,0,0,0,1,-5,0,0,3,43,0,0,0,0
Jordy Nelson,4.00,0,0,0,0,0,0,0,0,0,0,6,48,0,0,0,0
Rashaad Penny,4.00,0,0,0,0,0,0,8,44,0,0,0,0,0,0,0,0
Allen Robinson,4.00,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0
Demarcus Robinson,4.00,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0
Jacquizz Rodgers,4.00,0,0,0,0,0,0,4,16,0,0,4,38,0,0,0,0
Matthew Stafford,4.00,23,15,101,0,0,0,1,7,0,0,0,0,0,0,0,0
Demaryius Thomas,4.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Mike Williams,4.00,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0
Josh Adams,3.00,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,0
LeGarrette Blount,3.00,0,0,0,0,0,0,12,33,0,0,2,18,0,0,1,0
Antonio Brown,3.00,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0
Cody Core,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Michael Crabtree,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Zach Ertz,3.00,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0
Leonard Fournette,3.00,0,0,0,0,0,0,14,36,0,0,2,5,0,0,0,0
Royce Freeman,3.00,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0
Wayne Gallman,3.00,0,0,0,0,0,0,14,38,0,0,0,0,0,0,0,0
Austin Hooper,3.00,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0
Justin Jackson,3.00,0,0,0,0,0,0,7,12,0,0,2,23,0,0,0,0
Vance McDonald,3.00,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0
David Njoku,3.00,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0
Elijhaa Penny,3.00,0,0,0,0,0,0,5,21,0,0,1,16,0,0,0,0
Josh Reynolds,3.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Chester Rogers,3.00,0,0,0,0,0,0,0,0,0,0,5,36,0,0,0,0
Dalton Schultz,3.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
Ricky Seals-Jones,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Rod Smith,3.00,0,0,0,0,0,0,4,27,0,0,2,16,0,0,0,0
Jordan Thomas,3.00,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0
Chris Thompson,3.00,0,0,0,0,0,0,3,23,0,0,3,15,0,0,0,0
C.J. Uzomah,3.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
Jarius Wright,3.00,0,0,0,0,0,0,1,5,0,0,3,36,0,0,0,0
Kendrick Bourne,2.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
Trey Burton,2.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
Brandin Cooks,2.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0
Corey Davis,2.00,0,0,0,0,0,0,1,0,0,0,2,21,0,0,0,0
Mike Davis,2.00,0,0,0,0,0,0,3,22,0,0,1,5,0,0,0,0
Quincy Enunwa,2.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0
Gerald Everett,2.00,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0
Anthony Firkser,2.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0
Michael Floyd,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
