,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Michael Vick,44.00,35,21,242,3,1,0,10,130,1,0,0,0,0,0,0,0
Rex Grossman,35.00,43,25,322,4,2,2,1,-1,0,0,0,0,0,0,1,0
Ray Rice,35.00,0,0,0,0,0,0,31,153,1,0,5,80,1,0,0,0
Eli Manning,33.00,39,23,289,4,1,0,0,0,0,0,0,0,0,0,0,0
Vincent Jackson,29.00,0,0,0,0,0,0,0,0,0,0,5,112,3,0,0,0
Philip Rivers,28.00,25,19,273,3,0,0,0,0,0,0,0,0,0,0,0,0
Drew Brees,26.00,46,29,267,3,1,0,0,0,0,0,0,0,0,0,0,0
Matt Flynn,26.00,37,24,251,3,1,0,3,13,0,0,0,0,0,0,1,0
Jon Kitna,25.00,37,25,305,2,0,0,4,11,0,0,0,0,0,0,0,0
Tim Tebow,24.00,16,8,138,1,0,0,8,78,1,0,0,0,0,0,0,0
Jay Cutler,23.00,24,14,194,3,1,0,1,-1,0,0,0,0,0,0,0,0
Matt Schaub,23.00,54,35,325,2,1,0,0,0,0,0,0,0,0,0,0,0
Mario Manningham,22.00,0,0,0,0,0,0,0,0,0,0,8,113,2,0,1,0
Matt Ryan,22.00,35,20,174,3,1,0,6,6,0,0,0,0,0,0,0,0
Cedric Benson,21.00,0,0,0,0,0,0,31,150,1,0,0,0,0,0,0,0
David Garrard,21.00,38,24,294,2,1,0,4,8,0,0,0,0,0,0,0,0
Peyton Manning,21.00,39,29,229,2,0,0,0,0,0,0,0,0,0,0,0,0
Colt McCoy,21.00,25,19,243,2,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Charles,20.00,0,0,0,0,0,0,11,126,1,0,3,27,0,0,0,0
Austin Collie,20.00,0,0,0,0,0,0,0,0,0,0,8,87,2,0,0,0
Jason Witten,20.00,0,0,0,0,0,0,0,0,0,0,10,140,1,0,0,0
Kerry Collins,19.00,24,14,237,2,1,0,2,-2,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,19.00,26,16,223,2,1,0,3,19,0,0,0,0,0,0,0,0
Chris Johnson,19.00,0,0,0,0,0,0,24,130,1,0,1,7,0,0,0,0
Santana Moss,19.00,0,0,0,0,0,0,2,-1,0,0,8,72,2,0,0,0
