,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Chase Claypool,35.00,0,0,0,0,0,0,3,6,1,0,7,110,3,0,0,0
Ryan Tannehill,35.00,28,21,195,3,0,0,4,42,1,0,0,0,0,0,0,0
Justin Herbert,34.00,34,20,264,4,0,0,4,8,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,33.00,28,22,350,3,0,0,3,16,0,0,0,0,0,0,0,0
Patrick Mahomes,33.00,43,22,340,2,1,1,6,21,1,0,0,0,0,0,0,0
Deshaun Watson,30.00,35,25,359,3,2,0,2,25,0,0,0,0,0,0,0,0
Derek Carr,29.00,31,22,347,3,1,0,4,1,0,0,0,0,0,0,0,0
Russell Wilson,29.00,32,20,217,3,1,0,5,58,0,0,0,0,0,0,0,0
Jared Goff,28.00,30,21,309,2,1,0,3,0,1,0,0,0,0,0,0,0
Kyler Murray,28.00,37,27,380,1,1,0,9,31,1,0,0,0,0,0,0,0
Ben Roethlisberger,27.00,34,27,239,3,0,0,2,-2,0,0,0,0,0,0,0,0
Teddy Bridgewater,24.00,36,27,313,2,0,0,3,3,0,0,0,0,0,0,0,0
Gardner Minshew,24.00,49,31,301,2,0,0,4,18,0,0,0,0,0,0,1,0
Drew Brees,23.00,47,33,325,1,1,0,1,1,1,0,0,0,0,0,0,0
Brandin Cooks,22.00,0,0,0,0,0,0,0,0,0,0,8,161,1,0,0,0
Ezekiel Elliott,22.00,0,0,0,0,0,0,19,91,2,0,1,14,0,0,0,0
Mike Williams,22.00,0,0,0,0,0,0,0,0,0,0,5,109,2,0,0,0
Travis Fulgham,21.00,0,0,0,0,0,0,0,0,0,0,10,152,1,0,0,0
D.K. Metcalf,21.00,0,0,0,0,0,0,0,0,0,0,6,93,2,0,0,0
Miles Sanders,21.00,0,0,0,0,0,0,11,80,2,0,2,19,0,0,0,0
Carson Wentz,21.00,35,20,258,2,2,1,4,11,0,0,0,0,0,0,0,0
Mike Davis,20.00,0,0,0,0,0,0,16,89,0,0,9,60,1,0,0,0
Todd Gurley,20.00,0,0,0,0,0,0,14,121,1,0,4,29,0,0,0,0
Adam Thielen,20.00,0,0,0,0,0,0,1,3,0,0,9,80,2,0,0,0
Josh Allen,19.00,41,26,263,2,2,0,4,18,0,0,0,0,0,0,0,0
DeAndre Hopkins,19.00,0,0,0,0,0,0,0,0,0,0,6,131,1,0,0,0
Josh Jacobs,19.00,0,0,0,0,0,0,23,77,2,0,2,8,0,0,0,0
Kirk Cousins,18.00,39,27,249,2,1,0,1,2,0,0,0,0,0,0,1,0
Darrell Henderson,18.00,0,0,0,0,0,0,15,38,1,0,3,30,1,0,0,0
Baker Mayfield,18.00,37,21,247,2,2,0,2,17,0,0,0,0,0,0,0,0
Jamison Crowder,17.00,0,0,0,0,0,0,0,0,0,0,8,116,1,0,0,0
Derrick Henry,17.00,0,0,0,0,0,0,19,57,2,0,1,6,0,0,0,0
Lamar Jackson,17.00,37,19,180,2,1,0,2,3,0,0,0,0,0,0,0,0
Henry Ruggs,17.00,0,0,0,0,0,0,0,0,0,0,2,118,1,0,0,0
Tom Brady,16.00,41,25,253,1,0,0,3,0,0,0,0,0,0,0,0,0
Travis Kelce,16.00,0,0,0,0,0,0,0,0,0,0,8,108,1,0,0,0
Jonnu Smith,16.00,0,0,0,0,0,0,0,0,0,0,5,40,2,0,0,0
Preston Williams,16.00,0,0,0,0,0,0,0,0,0,0,4,106,1,0,0,0
Joe Flacco,15.00,33,18,195,1,0,0,4,20,0,0,0,0,0,0,0,0
Kareem Hunt,15.00,0,0,0,0,0,0,20,72,0,0,3,21,1,0,0,0
D.J. Moore,15.00,0,0,0,0,0,0,0,0,0,0,4,93,1,0,0,0
A.J. Brown,14.00,0,0,0,0,0,0,0,0,0,0,7,82,1,0,0,0
Dalvin Cook,14.00,0,0,0,0,0,0,17,65,1,0,5,24,0,0,0,0
Chase Edmonds,14.00,0,0,0,0,0,0,3,36,1,0,5,56,0,0,0,0
Devonta Freeman,14.00,0,0,0,0,0,0,17,60,1,0,2,27,0,0,0,0
Myles Gaskin,14.00,0,0,0,0,0,0,16,57,1,0,5,34,0,0,0,0
Tyreek Hill,14.00,0,0,0,0,0,0,3,15,1,0,3,78,0,0,0,0
Marquise Brown,13.00,0,0,0,0,0,0,1,1,0,0,6,77,1,0,0,0
Chris Carson,13.00,0,0,0,0,0,0,8,52,1,0,6,27,0,0,0,0
