,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Josh Allen,39.00,33,21,256,3,0,0,7,56,1,0,0,0,0,0,0,0
Lamar Jackson,39.00,24,17,222,4,0,0,10,79,0,0,0,0,0,0,0,0
Jimmy Garoppolo,36.00,45,34,424,4,2,0,1,7,0,0,0,0,0,0,0,0
Dak Prescott,36.00,46,29,444,3,0,0,6,18,0,0,0,0,0,0,0,0
Sam Darnold,33.00,30,19,293,4,1,0,2,-3,0,0,0,0,0,0,0,0
Jeff Driskel,31.00,26,15,209,2,0,0,8,51,1,0,0,0,0,0,0,0
Kyler Murray,30.00,33,24,150,2,0,0,8,67,1,0,0,0,0,0,0,0
Kirk Cousins,29.00,35,29,319,3,0,0,2,1,0,0,0,0,0,0,1,0
Drew Brees,27.00,35,28,228,3,0,0,3,0,0,0,0,0,0,0,0,0
John Brown,25.00,0,0,0,0,0,0,0,0,0,0,9,137,2,0,0,0
Baker Mayfield,25.00,32,17,193,2,0,0,1,1,1,0,0,0,0,0,0,0
D.J. Chark,22.00,0,0,0,0,0,0,0,0,0,0,8,104,2,0,0,0
Derek Carr,21.00,29,25,292,1,1,0,5,1,1,0,0,0,0,0,0,0
Nick Foles,21.00,47,33,296,2,1,0,0,0,0,0,0,0,0,0,0,0
Dwayne Haskins,20.00,35,19,214,2,1,1,4,5,0,0,0,0,0,0,0,0
Calvin Ridley,20.00,0,0,0,0,0,0,0,0,0,0,8,143,1,0,0,0
Mark Ingram,19.00,0,0,0,0,0,0,13,48,0,0,3,37,2,0,0,0
Christian McCaffrey,19.00,0,0,0,0,0,0,14,70,0,0,11,121,0,0,0,0
Stefon Diggs,18.00,0,0,0,0,0,0,0,0,0,0,5,121,1,0,0,0
Matt Ryan,18.00,31,21,311,1,0,0,2,0,0,0,0,0,0,0,0,0
Jameis Winston,18.00,51,30,313,2,4,0,2,23,0,0,0,0,0,0,0,0
Randall Cobb,17.00,0,0,0,0,0,0,0,0,0,0,4,115,1,0,0,0
Gus Edwards,17.00,0,0,0,0,0,0,8,112,1,0,0,0,0,0,0,0
Ezekiel Elliott,17.00,0,0,0,0,0,0,16,45,1,0,2,28,1,0,1,0
Todd Gurley,17.00,0,0,0,0,0,0,25,97,1,0,3,36,0,0,1,0
Michael Thomas,17.00,0,0,0,0,0,0,0,0,0,0,8,114,1,0,0,0
Jacoby Brissett,16.00,24,15,148,1,1,0,2,12,1,0,0,0,0,0,0,0
Ryan Griffin,16.00,0,0,0,0,0,0,0,0,0,0,5,109,1,0,0,0
Marvin Jones,16.00,0,0,0,0,0,0,1,-4,0,0,4,43,2,0,0,0
Marlon Mack,16.00,0,0,0,0,0,0,14,109,1,0,0,0,0,0,0,0
Patrick Mahomes,16.00,32,19,182,1,1,0,5,59,0,0,0,0,0,0,0,0
Travis Kelce,15.00,0,0,0,0,0,0,0,0,0,0,7,92,1,0,0,0
Joe Mixon,15.00,0,0,0,0,0,0,15,86,1,0,1,17,0,0,0,0
Brandon Allen,14.00,39,17,240,1,1,0,3,18,0,0,0,0,0,0,0,0
Le'Veon Bell,14.00,0,0,0,0,0,0,18,59,1,0,2,33,0,0,0,0
Michael Gallup,14.00,0,0,0,0,0,0,0,0,0,0,9,148,0,0,0,0
Philip Rivers,14.00,52,28,353,1,4,1,0,0,0,0,0,0,0,0,0,0
Carson Wentz,14.00,40,20,214,1,0,0,3,17,0,0,0,0,0,0,1,0
Jonathan Williams,14.00,0,0,0,0,0,0,13,116,0,0,1,31,0,0,0,0
Keenan Allen,13.00,0,0,0,0,0,0,0,0,0,0,8,71,1,0,0,0
Mark Andrews,13.00,0,0,0,0,0,0,0,0,0,0,4,75,1,0,0,0
Jamison Crowder,13.00,0,0,0,0,0,0,0,0,0,0,5,76,1,0,0,0
Ross Dwelley,13.00,0,0,0,0,0,0,0,0,0,0,4,14,2,0,0,0
DeVante Parker,13.00,0,0,0,0,0,0,0,0,0,0,7,135,0,0,0,0
Tony Pollard,13.00,0,0,0,0,0,0,2,12,0,1,4,44,1,0,0,0
Deebo Samuel,13.00,0,0,0,0,0,0,0,0,0,0,8,134,0,0,0,0
Courtland Sutton,13.00,1,1,38,0,0,0,2,10,0,0,5,113,0,0,0,0
Tarik Cohen,12.00,0,0,0,0,0,0,9,39,0,0,5,35,1,0,0,0
Austin Ekeler,12.00,0,0,0,0,0,0,5,24,0,0,8,108,0,0,0,0
Ryan Fitzpatrick,12.00,45,32,323,0,0,0,1,0,0,0,0,0,0,0,0,0
Derrius Guice,12.00,0,0,0,0,0,0,7,24,0,0,1,45,1,0,0,0
Carlos Hyde,12.00,0,0,0,0,0,0,9,65,1,0,0,0,0,0,0,0
Kyle Rudolph,12.00,0,0,0,0,0,0,0,0,0,0,5,67,1,0,0,0
Dalvin Cook,11.00,0,0,0,0,0,0,11,26,1,0,5,31,0,0,0,0
Julian Edelman,11.00,1,1,15,1,0,0,0,0,0,0,5,53,0,0,0,0
