,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Tom Brady,36.00,51,38,368,4,1,0,1,-1,0,0,0,0,0,0,0,0
Kyler Murray,33.00,15,11,123,2,0,0,10,59,2,0,0,0,0,0,0,0
Justin Herbert,30.00,35,26,317,3,1,0,1,6,0,0,0,0,0,1,0,0
George Kittle,30.00,0,0,0,0,0,0,1,5,0,0,9,181,2,0,0,0
Matthew Stafford,29.00,38,26,295,3,0,0,1,2,0,0,0,0,0,0,0,0
Jared Goff,26.00,41,25,296,3,1,0,2,1,0,0,0,0,0,0,1,0
Jonathan Taylor,25.00,0,0,0,0,0,0,32,143,2,0,0,0,0,0,1,0
Zach Wilson,25.00,38,23,226,2,1,0,3,0,1,0,0,0,0,0,0,0
Kirk Cousins,24.00,40,30,340,2,0,0,2,6,0,0,0,0,0,0,1,0
Taysom Hill,24.00,41,19,264,2,4,0,11,101,0,0,0,0,0,0,0,0
Justin Jefferson,24.00,1,0,0,0,0,0,1,4,0,0,11,182,1,0,0,0
Ben Roethlisberger,23.00,31,21,236,2,0,1,1,-1,0,0,0,0,0,0,0,0
Javonte Williams,23.00,0,0,0,0,0,0,23,102,0,0,6,76,1,0,0,0
Dallas Goedert,22.00,0,0,0,0,0,0,0,0,0,0,6,105,2,0,0,0
Diontae Johnson,22.00,0,0,0,0,0,0,0,0,0,0,8,105,2,0,0,0
Gardner Minshew,22.00,25,20,242,2,0,0,4,11,0,0,0,0,0,0,0,0
Tua Tagovailoa,21.00,41,30,244,2,0,0,2,1,0,0,0,0,0,0,0,0
David Montgomery,20.00,0,0,0,0,0,0,21,90,1,0,8,51,0,0,0,0
Russell Wilson,20.00,37,30,231,2,1,0,3,15,0,0,0,0,0,0,0,0
Joe Burrow,19.00,40,24,300,1,2,0,1,6,1,0,0,0,0,0,1,0
Jimmy Garoppolo,19.00,30,20,299,2,2,0,2,0,0,0,0,0,0,0,0,0
Tee Higgins,19.00,0,0,0,0,0,0,0,0,0,0,9,138,1,0,0,0
Lamar Jackson,19.00,37,23,253,1,1,0,8,55,0,0,0,0,0,0,0,0
Taylor Heinicke,18.00,30,23,196,2,1,0,3,10,0,0,0,0,0,0,0,0
Cooper Kupp,18.00,0,0,0,0,0,0,0,0,0,0,8,129,1,0,0,0
Alexander Mattison,18.00,0,0,0,0,0,0,22,90,1,0,3,34,0,0,0,0
Sony Michel,18.00,0,0,0,0,0,0,24,121,1,0,3,8,0,0,0,0
Keenan Allen,17.00,0,0,0,0,0,1,0,0,0,0,5,34,2,0,0,0
Rob Gronkowski,17.00,0,0,0,0,0,0,0,0,0,0,4,58,2,0,0,0
Damien Harris,17.00,0,0,0,0,0,0,10,111,1,0,0,0,0,0,0,0
James Conner,16.00,0,0,0,0,0,0,20,75,0,0,2,36,1,0,0,0
Antonio Gibson,16.00,0,0,0,0,0,0,23,88,0,0,5,23,1,0,0,0
Andy Dalton,15.00,41,26,229,2,4,1,2,6,0,0,0,0,0,0,0,0
Devonta Freeman,15.00,0,0,0,0,0,0,14,52,1,0,5,45,0,0,0,0
Jalen Guyton,15.00,0,0,0,0,0,0,1,-1,0,0,4,90,1,0,0,0
Deonte Harty,15.00,0,0,0,0,0,0,1,3,0,0,4,96,1,0,0,0
Travis Homer,15.00,0,0,0,0,0,0,3,80,1,0,4,10,0,0,0,0
Leonard Fournette,14.00,0,0,0,0,0,0,13,44,0,0,7,48,1,0,0,0
Kenny Gainwell,14.00,0,0,0,0,0,0,12,54,1,0,5,33,0,0,0,0
Chris Godwin,14.00,0,0,0,0,0,0,1,9,0,0,15,143,0,0,0,0
Josh Jacobs,14.00,0,0,0,0,0,0,13,52,1,0,9,38,0,0,0,0
Miles Sanders,14.00,0,0,0,0,0,0,24,120,0,0,3,22,0,0,0,0
Amon-Ra St. Brown,14.00,0,0,0,0,0,0,1,2,0,0,10,86,1,0,0,0
Josh Allen,13.00,30,15,145,1,0,0,6,39,0,0,0,0,0,0,1,0
Teddy Bridgewater,13.00,40,22,257,1,2,0,4,17,0,0,0,0,0,0,0,0
Austin Ekeler,13.00,0,0,0,0,0,0,14,59,1,0,5,45,0,0,2,0
Elijah Mitchell,13.00,0,0,0,0,0,0,22,66,1,0,3,18,0,0,0,0
Elijah Moore,13.00,0,0,0,0,0,0,1,9,0,0,6,77,1,0,0,0
Tony Pollard,13.00,0,0,0,0,0,0,7,71,1,0,2,3,0,0,0,0
Dak Prescott,13.00,40,26,238,1,1,0,3,-3,0,0,0,0,0,0,0,0
Mike Davis,12.00,0,0,0,0,0,0,4,32,1,0,4,37,0,0,0,0
Russell Gage,12.00,0,0,0,0,0,0,0,0,0,0,11,130,0,0,1,0
Jakeem Grant,12.00,0,0,0,0,0,0,0,0,0,0,5,62,1,0,0,0
Tyler Lockett,12.00,0,0,0,0,0,0,0,0,0,0,7,68,1,0,0,0
Patrick Mahomes,12.00,29,15,184,0,1,0,4,12,1,0,0,0,0,0,0,0
Carson Wentz,12.00,22,16,158,1,0,0,3,8,0,0,0,0,0,0,0,0
Derek Carr,11.00,38,28,249,0,0,0,2,24,0,0,0,0,0,0,0,0
CeeDee Lamb,11.00,0,0,0,0,0,0,1,33,0,0,7,89,0,0,0,0
Matt Ryan,11.00,41,30,297,0,0,0,3,2,0,0,0,0,0,0,0,0
Mike Williams,11.00,0,0,0,0,0,0,0,0,0,0,5,110,0,0,0,0
Najee Harris,10.00,0,0,0,0,0,0,21,71,0,0,5,36,0,0,0,0
T.J. Hockenson,10.00,0,0,0,0,0,0,0,0,0,0,4,49,1,0,0,0
Lil'Jordan Humphrey,10.00,0,0,0,0,0,0,0,0,0,0,2,49,1,0,0,0
Van Jefferson,10.00,0,0,0,0,0,0,0,0,0,0,6,41,1,0,0,0
Joe Mixon,10.00,0,0,0,0,0,0,19,54,1,0,0,0,0,0,1,0
K.J. Osborn,10.00,0,0,0,0,0,0,0,0,0,0,4,47,1,0,0,0
Michael Pittman,10.00,0,0,0,0,0,0,2,33,0,0,6,77,0,0,0,0
Hunter Renfrow,10.00,0,0,0,0,0,0,0,0,0,0,9,102,0,0,0,0
Logan Thomas,10.00,0,0,0,0,0,0,0,0,0,0,3,48,1,0,0,0
Gabriel Davis,9.00,0,0,0,0,0,0,0,0,0,0,2,30,1,0,0,0
D'Wayne Eskridge,9.00,0,0,0,0,0,0,0,0,0,0,3,35,1,0,0,0
Mike Evans,9.00,0,0,0,0,0,0,0,0,0,0,7,99,0,0,0,0
Michael Gallup,9.00,0,0,0,0,0,0,0,0,0,0,5,36,1,0,0,0
DeAndre Hopkins,9.00,0,0,0,0,0,0,0,0,0,0,2,32,1,0,0,0
Jaylen Waddle,9.00,0,0,0,0,0,0,0,0,0,0,9,90,0,0,0,0
Sammy Watkins,9.00,0,0,0,0,0,0,0,0,0,0,4,39,1,0,0,0
Odell Beckham Jr.,8.00,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0
Tyler Boyd,8.00,0,0,0,0,0,0,0,0,0,0,5,85,0,0,0,0
Jimmy Graham,8.00,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Cordarrelle Patterson,8.00,0,0,0,0,0,0,13,78,0,0,3,18,0,0,0,0
Darrel Williams,8.00,0,0,0,0,0,0,5,20,0,0,3,60,0,0,0,0
Brock Wright,8.00,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0
Clyde Edwards-Helaire,7.00,0,0,0,0,0,0,14,54,0,0,3,28,0,0,0,0
Ryan Griffin,7.00,0,0,0,0,0,0,0,0,0,0,2,15,1,0,0,0
Carlos Hyde,7.00,0,0,0,0,0,0,9,24,1,0,1,-1,0,0,1,0
Deon Jackson,7.00,0,0,0,0,0,0,6,19,1,0,0,0,0,0,0,0
Jerry Jeudy,7.00,0,0,0,0,0,0,0,0,0,0,4,77,0,0,0,0
Adrian Peterson,7.00,0,0,0,0,0,0,11,16,1,0,0,0,0,0,0,0
Rhamondre Stevenson,7.00,0,0,0,0,0,0,24,78,0,0,0,0,0,0,0,0
Jamaal Williams,7.00,0,0,0,0,0,0,17,71,0,0,1,9,0,0,0,0
Saquon Barkley,6.00,0,0,0,0,0,0,11,55,0,0,6,19,0,0,0,0
Cameron Brate,6.00,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
Tevin Coleman,6.00,0,0,0,0,0,0,11,58,0,0,3,19,0,0,0,0
Jamison Crowder,6.00,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0
Ashton Dulin,6.00,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Evan Engram,6.00,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0
Isaiah Ford,6.00,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Mack Hollins,6.00,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0
Trevor Lawrence,6.00,28,16,145,0,0,0,4,10,0,0,0,0,0,0,0,0
D.K. Metcalf,6.00,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
DeVante Parker,6.00,0,0,0,0,0,0,0,0,0,0,5,62,0,0,0,0
Josh Reynolds,6.00,0,0,0,0,0,0,0,0,0,0,4,69,0,0,0,0
Laquon Treadwell,6.00,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0
Quez Watkins,6.00,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0
Brandon Aiyuk,5.00,0,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0
Mark Andrews,5.00,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0
Marquise Brown,5.00,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0
Ja'Marr Chase,5.00,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0
Chase Claypool,5.00,0,0,0,0,0,0,1,2,0,0,2,52,0,0,0,0
Tyler Conklin,5.00,0,0,0,0,0,0,0,0,0,0,7,56,0,0,0,0
Stefon Diggs,5.00,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0
Mike Glennon,5.00,44,23,187,0,1,0,0,0,0,0,0,0,0,0,0,0
Nyheim Hines,5.00,0,0,0,0,0,0,3,24,0,0,3,32,0,0,0,0
Rashaad Penny,5.00,0,0,0,0,0,0,10,35,0,0,1,27,0,0,0,0
John Bates,4.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0
Brandon Bolden,4.00,0,0,0,0,0,0,4,28,0,1,1,7,0,0,0,0
Devontae Booker,4.00,0,0,0,0,0,0,6,36,0,0,4,18,0,0,0,0
Mike Boone,4.00,0,0,0,0,0,0,4,35,0,0,1,19,0,0,0,0
Rex Burkhead,4.00,0,0,0,0,0,0,8,30,0,0,1,15,0,0,0,0
Brandin Cooks,4.00,0,0,0,0,0,0,1,16,0,0,3,38,0,0,0,0
Amari Cooper,4.00,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0
Ezekiel Elliott,4.00,0,0,0,0,0,0,13,45,0,0,2,2,0,0,0,0
Pat Freiermuth,4.00,0,0,0,0,0,0,0,0,0,0,3,26,0,1,0,0
Myles Gaskin,4.00,0,0,0,0,0,0,15,44,0,0,2,5,0,0,0,0
Mike Gesicki,4.00,0,0,0,0,0,0,0,0,0,0,7,46,0,0,0,0
Tyler Higbee,4.00,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0
Cole Kmet,4.00,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0
Kyle Pitts,4.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Dalton Schultz,4.00,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0
Nick Vannett,4.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
Olamide Zaccheaus,4.00,0,0,0,0,0,0,1,2,0,0,3,44,0,0,0,0
Damiere Byrd,3.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Bryan Edwards,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Noah Fant,3.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
Kenny Golladay,3.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
