,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Russell Wilson,39.00,31,20,339,2,0,0,6,88,1,0,0,0,0,0,0,0
Ryan Tannehill,37.00,47,35,396,4,1,0,6,-5,0,0,0,0,0,0,0,0
Tony Romo,34.00,20,18,218,4,0,0,3,28,0,0,0,0,0,0,0,0
Eli Manning,33.00,32,25,391,3,0,0,3,-3,0,0,0,0,0,0,0,0
Philip Rivers,32.00,54,33,356,4,3,0,0,0,0,0,0,0,0,0,0,0
Colin Kaepernick,30.00,24,15,114,1,0,0,7,151,1,0,0,0,0,0,1,0
Kyle Orton,27.00,49,32,329,3,2,0,0,0,0,0,0,0,0,0,0,0
Odell Beckham Jr.,26.00,0,0,0,0,0,0,1,0,0,0,8,148,2,0,0,0
Mark Sanchez,25.00,50,37,374,2,1,0,5,22,0,0,0,0,0,0,1,0
Luke Willson,25.00,0,0,0,0,0,0,0,0,0,0,3,139,2,0,0,0
Cam Newton,24.00,31,18,201,1,1,0,12,63,1,0,0,0,0,0,0,0
Marshawn Lynch,23.00,0,0,0,0,0,0,10,113,2,0,0,0,0,0,0,0
Teddy Bridgewater,21.00,26,19,259,2,1,0,5,13,0,0,0,0,0,0,0,0
Antonio Gates,21.00,0,0,0,0,0,0,0,0,0,0,7,92,2,0,0,0
Frank Gore,21.00,0,0,0,0,0,0,26,158,1,0,0,0,0,0,0,0
Shaun Hill,21.00,32,24,290,2,1,0,1,0,0,0,0,0,0,0,0,0
Matt Asiata,20.00,0,0,0,0,0,0,16,58,2,1,3,19,0,0,0,0
Derek Carr,20.00,34,17,214,2,0,0,4,0,0,0,0,0,0,0,0,0
Lamar Miller,20.00,0,0,0,0,0,0,19,92,1,0,5,58,0,0,0,0
C.J. Anderson,19.00,0,0,0,0,0,0,18,83,1,0,8,55,0,0,0,0
Jeremy Hill,19.00,0,0,0,0,0,0,22,147,1,0,0,0,0,0,1,0
Rueben Randle,19.00,0,0,0,0,0,0,0,0,0,0,6,132,1,0,0,0
Emmanuel Sanders,19.00,0,0,0,0,0,0,0,0,0,0,6,70,2,0,0,0
Matt Ryan,18.00,40,30,322,1,0,0,2,7,0,0,0,0,0,0,0,0
Jonathan Stewart,18.00,0,0,0,0,0,0,24,122,0,0,2,7,1,0,0,0
Charlie Whitehurst,18.00,35,24,287,1,0,0,3,12,0,0,0,0,0,0,0,0
Jimmy Clausen,17.00,39,23,181,2,1,0,3,9,0,0,0,0,0,0,0,0
Riley Cooper,17.00,0,0,0,0,0,0,0,0,0,0,5,53,2,0,0,0
Andy Dalton,17.00,25,17,146,2,1,0,6,25,0,0,0,0,0,0,0,0
Arian Foster,17.00,1,1,5,1,0,0,25,96,0,0,1,23,0,0,0,0
Jordy Nelson,17.00,0,0,0,0,0,0,0,0,0,0,9,113,1,0,0,0
Aaron Rodgers,17.00,40,31,318,1,0,0,0,0,0,0,0,0,0,0,1,0
Torrey Smith,17.00,0,0,0,0,0,0,0,0,0,0,5,59,2,0,0,0
Mike Wallace,17.00,0,0,0,0,0,0,0,0,0,0,5,58,2,0,0,0
Terrance Williams,17.00,0,0,0,0,0,0,0,0,0,0,2,52,2,0,0,0
Peyton Manning,16.00,44,28,311,2,4,0,0,0,0,0,0,0,0,0,0,0
LeSean McCoy,16.00,0,0,0,0,0,0,22,88,1,0,3,28,0,0,0,0
Blake Bortles,15.00,26,13,115,1,0,0,5,50,0,0,0,0,0,0,0,0
Reggie Bush,15.00,0,0,0,0,0,0,7,54,1,0,6,44,0,0,0,0
Matt Forte,15.00,0,0,0,0,0,0,19,55,0,0,6,40,1,0,0,0
Eddie Lacy,15.00,0,0,0,0,0,0,17,99,1,0,1,5,0,0,0,0
Eddie Royal,15.00,0,0,0,0,0,0,0,0,0,0,10,94,1,0,0,0
Jason Witten,15.00,0,0,0,0,0,0,0,0,0,0,7,90,1,0,0,0
Joique Bell,14.00,0,0,0,0,0,0,13,74,1,0,2,13,0,0,0,0
Jordan Cameron,14.00,0,0,0,0,0,0,0,0,0,0,3,88,1,0,0,0
Alfred Morris,14.00,0,0,0,0,0,0,21,83,1,0,0,0,0,0,0,0
Ben Roethlisberger,14.00,25,18,220,1,0,0,4,-4,0,0,0,0,0,0,0,0
Giovani Bernard,13.00,0,0,0,0,0,0,8,36,0,0,5,45,1,0,0,0
Drew Brees,13.00,47,30,313,1,2,0,2,8,0,0,0,0,0,0,1,0
Antonio Brown,13.00,0,0,0,0,0,0,0,0,0,0,7,72,1,0,0,0
Dez Bryant,13.00,0,0,0,0,0,0,0,0,0,0,5,73,1,0,0,0
Randall Cobb,13.00,0,0,0,0,0,0,0,0,0,0,11,131,0,0,0,0
Bruce Ellington,13.00,0,0,0,0,0,0,3,12,1,0,1,8,1,0,0,0
Joe Flacco,13.00,50,21,195,2,3,0,1,5,0,0,0,0,0,0,0,0
Devonta Freeman,13.00,0,0,0,0,0,0,5,36,1,0,3,48,0,0,0,0
Alshon Jeffery,13.00,0,0,0,0,0,0,0,0,0,0,6,72,1,0,0,0
Tre Mason,13.00,0,0,0,0,0,0,13,76,1,0,1,7,0,0,0,0
Alex Smith,13.00,45,31,311,0,0,0,2,14,0,0,0,0,0,0,0,0
Jordan Todman,13.00,0,0,0,0,0,0,5,71,1,0,2,5,0,0,0,0
Leon Washington,13.00,0,0,0,0,0,0,4,11,0,0,7,62,1,0,0,0
Sammy Watkins,13.00,0,0,0,0,0,0,0,0,0,0,3,75,1,0,0,0
Le'Veon Bell,12.00,0,0,0,0,0,0,20,63,1,0,1,9,0,0,0,0
Tom Brady,12.00,35,23,182,1,1,0,7,10,0,0,0,0,0,0,0,0
Jermaine Gresham,12.00,0,0,0,0,0,0,0,0,0,0,9,62,1,0,0,0
DeSean Jackson,12.00,0,0,0,0,0,0,0,0,0,0,4,126,0,0,0,0
Geno Smith,12.00,27,17,210,1,1,0,3,9,0,0,0,0,0,0,0,0
Damien Williams,12.00,0,0,0,0,0,0,3,18,0,0,6,50,1,0,0,0
Darrel Young,12.00,0,0,0,0,0,0,2,2,2,0,1,3,0,0,0,0
Doug Baldwin,11.00,0,0,0,0,0,0,0,0,0,0,7,113,0,0,0,0
Charles Clay,11.00,0,0,0,0,0,0,0,0,0,0,6,114,0,0,0,0
Zach Ertz,11.00,0,0,0,0,0,0,0,0,0,0,15,115,0,0,0,0
Malcom Floyd,11.00,0,0,0,0,0,0,0,0,0,0,4,50,1,0,0,0
Toby Gerhart,11.00,0,0,0,0,0,0,12,53,1,0,1,7,0,0,0,0
Greg Jennings,11.00,0,0,0,0,0,0,0,0,0,0,3,56,1,0,0,0
DeMarco Murray,11.00,0,0,0,0,0,0,22,58,1,0,0,0,0,0,0,0
Demaryius Thomas,11.00,0,0,0,0,0,0,0,0,0,0,7,115,0,0,0,0
Andre Williams,11.00,0,0,0,0,0,0,26,110,0,0,0,0,0,0,0,0
Robert Woods,11.00,0,0,0,0,0,0,0,0,0,0,7,52,1,0,0,0
Jarius Wright,11.00,0,0,0,0,0,0,1,27,0,0,3,38,1,0,0,0
Kenny Britt,10.00,0,0,0,0,0,0,0,0,0,0,9,103,0,0,0,0
Jeff Cumberland,10.00,0,0,0,0,0,0,0,0,0,0,3,43,1,0,0,0
Chris Givens,10.00,0,0,0,0,0,0,0,0,0,0,1,47,1,0,0,0
Jimmy Graham,10.00,0,0,0,0,0,0,0,0,0,0,6,53,1,0,1,0
Matt Hasselbeck,10.00,21,15,126,1,0,0,0,0,0,0,0,0,0,0,1,0
Brian Hoyer,10.00,13,7,134,1,1,0,2,19,0,0,0,0,0,0,0,0
Mark Ingram,10.00,0,0,0,0,0,0,13,38,1,0,3,17,0,0,0,0
