,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Daniel Jones,39.00,40,26,308,4,0,1,3,20,0,0,0,0,0,0,1,0
Lamar Jackson,38.00,17,15,223,3,0,0,7,65,1,0,0,0,0,0,0,0
Patrick Mahomes,35.00,50,36,446,3,0,0,0,0,0,0,0,0,0,0,0,0
Christian Kirk,31.00,0,0,0,0,0,0,0,0,0,0,6,138,3,0,0,0
Kyler Murray,31.00,44,27,324,3,1,0,3,38,0,0,0,0,0,0,0,0
Dak Prescott,31.00,46,28,397,3,1,0,0,0,0,0,0,0,0,0,0,0
Derrick Henry,30.00,0,0,0,0,0,0,23,188,2,0,2,3,0,0,0,0
Aaron Jones,27.00,0,0,0,0,0,0,13,93,3,0,0,0,0,0,0,0
Josh Allen,24.00,41,22,266,0,0,0,6,28,2,0,0,0,0,0,0,0
Darius Slayton,24.00,0,0,0,0,0,0,0,0,0,0,10,121,2,0,0,0
Mitchell Trubisky,24.00,23,16,173,3,0,0,3,8,0,0,0,0,0,0,0,0
Dalvin Cook,23.00,0,0,0,0,0,0,26,97,1,0,7,86,0,0,0,0
Sam Darnold,23.00,30,19,230,1,0,0,3,25,1,0,0,0,0,0,0,0
Ryan Tannehill,23.00,19,13,181,2,0,0,3,37,0,1,0,0,0,0,1,0
Kirk Cousins,22.00,32,23,220,2,0,1,1,5,0,0,0,0,0,0,0,0
Tyreek Hill,21.00,0,0,0,0,0,0,1,3,0,0,11,157,1,0,0,0
Baker Mayfield,21.00,38,26,238,2,0,0,2,1,0,0,0,0,0,0,0,0
Amari Cooper,20.00,0,0,0,0,0,0,0,0,0,0,11,147,1,0,0,0
Golden Tate,20.00,0,0,0,0,0,0,0,0,0,0,4,95,2,0,1,0
Jameis Winston,20.00,48,30,358,1,2,0,3,40,0,0,0,0,0,0,0,0
Christian McCaffrey,19.00,0,0,0,0,0,0,20,108,1,0,6,33,0,0,0,0
