,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Trevor Siemian,36.00,35,23,312,4,0,0,3,5,0,0,0,0,0,0,0,0
Aaron Rodgers,34.00,24,15,205,4,0,0,5,22,0,0,0,0,0,0,0,0
Marvin Jones,32.00,0,0,0,0,0,0,0,0,0,0,6,205,2,0,0,0
Matthew Stafford,32.00,41,28,385,3,1,0,2,11,0,0,0,0,0,0,0,0
Jameis Winston,32.00,58,36,405,3,1,0,4,13,0,0,0,0,0,0,1,0
Drew Brees,31.00,54,36,376,3,1,0,2,9,0,0,0,0,0,0,0,0
Tevin Coleman,26.00,0,0,0,0,0,0,12,42,3,0,3,47,0,0,0,0
Devonta Freeman,26.00,0,0,0,0,0,0,14,152,0,0,5,55,1,0,0,0
Ryan Tannehill,25.00,39,25,319,3,2,0,1,2,0,0,0,0,0,0,1,0
Carson Wentz,25.00,31,23,301,2,0,0,1,10,0,0,0,0,0,0,0,0
Carlos Hyde,24.00,0,0,0,0,0,0,21,103,2,1,1,2,0,0,0,0
Dak Prescott,24.00,24,19,248,1,0,0,4,36,1,0,0,0,0,0,0,0
Kirk Cousins,23.00,35,21,296,2,0,0,3,-5,0,0,0,0,0,0,0,0
T.Y. Hilton,23.00,0,0,0,0,0,0,0,0,0,0,8,174,1,0,0,0
Brian Hoyer,23.00,49,30,317,2,0,0,2,2,0,0,0,0,0,0,1,0
LeSean McCoy,23.00,0,0,0,0,0,0,17,110,2,0,3,6,0,0,0,0
Terrelle Pryor,23.00,5,3,35,0,0,0,4,21,1,0,8,144,0,0,0,0
Matt Ryan,23.00,30,20,240,2,0,0,5,23,0,0,0,0,0,0,0,0
Emmanuel Sanders,23.00,0,0,0,0,0,0,0,0,0,0,9,117,2,0,0,0
Doug Baldwin,22.00,0,0,0,0,0,0,1,-4,0,0,8,164,1,0,0,0
LeGarrette Blount,22.00,0,0,0,0,0,0,24,105,2,0,0,0,0,0,0,0
David Johnson,22.00,0,0,0,0,0,0,19,83,2,0,3,28,0,0,0,0
Christine Michael,22.00,0,0,0,0,0,0,20,106,2,0,2,5,0,0,0,0
