,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Drew Brees,45.00,31,24,381,4,0,0,2,8,1,0,0,0,0,0,0,0
Peyton Manning,34.00,28,25,266,4,0,0,0,0,0,0,0,0,0,0,0,0
Matt Forte,33.00,0,0,0,0,0,0,22,110,2,0,4,47,1,0,0,0
LeGarrette Blount,30.00,0,0,0,0,0,0,24,189,2,0,0,0,0,0,0,0
Jerrel Jernigan,26.00,0,0,0,0,0,0,2,57,1,0,6,90,1,0,0,0
Colin Kaepernick,26.00,34,21,310,2,0,0,4,24,0,0,0,0,0,0,0,0
Carson Palmer,26.00,49,28,407,2,1,0,1,-1,0,0,0,0,0,0,0,0
Philip Rivers,25.00,33,22,229,3,1,0,3,2,0,0,0,0,0,0,0,0
Andy Dalton,23.00,36,21,281,2,4,0,6,23,1,0,0,0,0,0,0,0
Terrelle Pryor,23.00,38,21,207,2,0,0,9,49,0,0,0,0,0,0,1,0
Demaryius Thomas,23.00,0,0,0,0,0,0,0,0,0,0,6,113,2,0,0,0
Cam Newton,22.00,27,15,149,2,1,0,12,72,0,0,0,0,0,0,0,0
Kyle Orton,22.00,46,30,358,2,2,0,1,8,0,0,0,0,0,0,0,0
Anquan Boldin,21.00,0,0,0,0,0,0,1,11,0,0,9,149,1,0,0,0
Nick Foles,21.00,26,17,263,2,0,0,5,-5,0,0,0,0,0,0,1,0
Matt Ryan,21.00,40,28,280,2,1,0,2,-1,0,0,0,0,0,0,0,0
Knile Davis,20.00,0,0,0,0,0,0,27,81,2,0,2,5,0,0,0,0
Cordarrelle Patterson,20.00,0,0,0,0,0,0,2,54,1,0,2,31,1,0,0,0
Aaron Rodgers,20.00,39,25,318,2,2,0,1,5,0,0,0,0,0,0,0,0
Jay Cutler,19.00,24,15,226,2,1,0,0,0,0,0,0,0,0,0,0,0
Chase Daniel,19.00,30,21,200,1,0,0,7,59,0,0,0,0,0,0,0,0
Chris Johnson,19.00,0,0,0,0,0,0,27,127,1,0,3,14,0,0,0,0
