,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Patrick Mahomes,46.00,50,35,406,5,0,0,0,0,0,0,0,0,0,0,0,0
Dak Prescott,29.00,31,24,296,2,0,0,2,5,1,0,0,0,0,0,0,0
Mac Jones,25.00,23,19,198,3,0,0,0,0,0,0,0,0,0,0,0,0
Josh Allen,24.00,28,21,366,2,1,0,2,3,0,0,0,0,0,0,0,0
AJ Dillon,24.00,0,0,0,0,0,0,21,66,2,0,2,62,0,0,0,0
Deebo Samuel,24.00,0,0,0,0,0,0,5,36,1,0,5,97,1,0,0,0
Trevor Siemian,23.00,34,19,298,2,0,0,0,0,0,0,0,0,0,0,0,0
Rhamondre Stevenson,23.00,0,0,0,0,0,0,20,100,2,0,4,14,0,0,0,0
Kirk Cousins,22.00,37,25,294,2,0,0,4,-3,0,0,0,0,0,0,1,0
Stefon Diggs,22.00,0,0,0,0,0,0,0,0,0,0,8,162,1,0,0,0
Jalen Hurts,22.00,23,16,178,2,1,0,13,55,0,0,0,0,0,0,0,0
CeeDee Lamb,22.00,0,0,0,0,0,0,1,12,0,0,6,94,2,0,0,0
Derek Carr,21.00,35,25,261,2,1,0,3,18,0,0,0,0,0,0,0,0
Tyreek Hill,20.00,0,0,0,0,0,0,1,2,0,0,7,83,2,0,0,0
Ryan Tannehill,20.00,27,19,213,1,0,0,5,1,1,0,0,0,0,0,0,0
Darrel Williams,20.00,0,0,0,0,0,0,11,43,0,0,9,101,1,0,0,0
Kendrick Bourne,19.00,0,0,0,0,0,0,3,43,0,0,4,98,1,0,0,0
Jimmy Garoppolo,19.00,19,15,182,2,0,0,2,1,0,0,0,0,0,0,0,0
Antonio Gibson,19.00,0,0,0,0,0,0,24,64,2,0,2,14,0,0,0,0
Ezekiel Elliott,18.00,1,1,4,0,0,0,14,41,2,1,3,15,0,0,1,0
DeVonta Smith,18.00,0,0,0,0,0,0,0,0,0,0,4,66,2,0,0,0
Jonathan Taylor,18.00,0,0,0,0,0,0,21,116,1,0,6,10,0,0,0,0
Dalvin Cook,17.00,0,0,0,0,0,0,24,94,1,0,3,24,0,0,0,0
Taylor Heinicke,17.00,32,26,256,1,0,0,3,15,0,0,0,0,0,0,0,0
Tom Brady,16.00,34,23,220,2,2,0,1,2,0,0,0,0,0,0,0,0
Mark Ingram,16.00,0,0,0,0,0,0,14,47,1,0,4,61,0,0,0,0
Lamar Jackson,16.00,43,26,238,1,1,0,9,39,0,0,0,0,0,0,0,0
Mason Rudolph,16.00,50,30,242,1,1,0,4,36,0,0,0,0,0,0,0,0
Matt Breida,15.00,0,0,0,0,0,0,3,28,1,0,3,22,1,0,1,0
