,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Peyton Manning,36.00,35,28,257,4,0,1,2,-2,0,0,0,0,0,0,0,0
Tony Romo,34.00,26,18,275,4,0,0,1,-2,0,0,0,0,0,0,1,0
Drew Brees,33.00,45,35,420,3,1,0,3,15,0,0,0,0,0,0,0,0
Ryan Tannehill,32.00,36,26,228,3,1,0,4,15,1,0,0,0,0,0,0,0
Justin Forsett,30.00,0,0,0,0,0,0,22,182,2,0,2,8,0,0,0,0
Eli Manning,29.00,40,29,338,3,1,0,0,0,0,0,0,0,0,0,0,0
Odell Beckham Jr.,26.00,0,0,0,0,0,0,1,-2,0,0,10,146,2,0,0,0
Demaryius Thomas,26.00,0,0,0,0,0,0,0,0,0,0,10,87,3,0,0,0
Eddie Lacy,25.00,0,0,0,0,0,0,25,125,1,0,2,13,1,0,0,0
C.J. Anderson,24.00,0,0,0,0,0,0,27,167,1,0,4,28,0,0,0,0
Tom Brady,23.00,53,38,349,2,1,0,0,0,0,0,0,0,0,0,0,0
Teddy Bridgewater,23.00,37,21,210,2,1,1,5,32,0,0,0,0,0,0,0,0
Zach Mettenberger,23.00,39,20,345,2,1,0,2,-2,0,0,0,0,0,0,0,0
Latavius Murray,23.00,0,0,0,0,0,0,4,112,2,0,0,0,0,0,0,0
Aaron Rodgers,23.00,29,19,209,2,0,0,6,34,0,0,0,0,0,0,0,0
Matt Forte,22.00,0,0,0,0,0,0,23,89,2,0,5,23,0,0,0,0
Kyle Orton,22.00,32,24,230,2,0,0,1,10,0,0,0,0,0,0,0,0
Alex Smith,21.00,36,20,234,2,0,0,2,5,0,0,0,0,0,0,0,0
Russell Wilson,21.00,22,17,211,1,0,0,10,73,0,0,0,0,0,0,0,0
Dez Bryant,20.00,0,0,0,0,0,0,0,0,0,0,7,86,2,0,0,0
Isaiah Crowell,20.00,0,0,0,0,0,0,12,88,2,0,0,0,0,0,0,0
LeGarrette Blount,19.00,0,0,0,0,0,0,12,78,2,0,0,0,0,0,0,0
Anquan Boldin,19.00,0,0,0,0,0,0,0,0,0,0,9,137,1,0,0,0
T.Y. Hilton,19.00,0,0,0,0,0,0,1,15,0,0,4,122,1,0,0,0
LeSean McCoy,19.00,0,0,0,0,0,0,21,130,1,0,1,1,0,0,0,0
Matt Ryan,19.00,43,27,273,2,1,0,2,6,0,0,0,0,0,0,1,0
Jamaal Charles,18.00,0,0,0,0,0,0,19,80,0,0,4,42,1,0,0,0
Andrew Luck,18.00,32,21,253,1,0,0,8,49,0,0,0,0,0,0,2,0
Alfred Morris,18.00,0,0,0,0,0,0,21,125,1,0,1,5,0,0,0,0
Jarvis Landry,17.00,0,0,0,0,0,0,0,0,0,0,7,50,2,0,0,0
Robert Woods,17.00,0,0,0,0,0,0,0,0,0,0,9,118,1,0,0,0
Jimmy Graham,16.00,0,0,0,0,0,0,0,0,0,0,6,47,2,0,0,0
Ryan Mathews,16.00,0,0,0,0,0,0,12,105,1,0,2,8,0,0,0,0
