,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Cam Newton,40.00,34,21,246,5,0,0,4,16,0,0,0,0,0,0,0,0
Jameis Winston,39.00,29,19,246,5,0,0,4,0,0,0,0,0,0,0,0,0
Thomas Rawls,36.00,0,0,0,0,0,0,30,209,1,0,3,46,1,0,0,0
Carson Palmer,32.00,31,20,317,4,2,0,1,-1,0,0,0,0,0,0,0,0
Russell Wilson,31.00,29,24,260,3,0,0,9,30,0,0,0,0,0,0,0,0
Andy Dalton,26.00,39,22,315,2,0,0,8,34,0,0,0,0,0,0,1,0
DeAndre Hopkins,23.00,0,0,0,0,0,0,0,0,0,0,5,118,2,0,0,0
Doug Martin,23.00,0,0,0,0,0,0,27,235,0,0,0,0,0,0,0,0
Matt Ryan,23.00,46,25,280,3,3,0,2,7,0,0,0,0,0,0,0,0
Brock Osweiler,22.00,27,20,250,2,0,0,2,4,0,0,0,0,0,0,0,0
Aaron Rodgers,22.00,34,16,212,2,0,1,3,6,0,0,0,0,0,0,0,0
Teddy Bridgewater,21.00,37,25,296,1,0,0,4,43,0,0,0,0,0,0,0,0
Spencer Ware,21.00,0,0,0,0,0,0,11,96,2,0,1,5,0,0,0,0
J.J. Nelson,20.00,0,0,0,0,0,0,0,0,0,0,4,142,1,0,0,0
Matthew Stafford,20.00,35,22,282,0,0,0,6,31,1,0,0,0,0,0,0,0
T.J. Yates,20.00,34,16,229,2,0,0,3,-5,0,0,0,0,0,0,1,0
Blaine Gabbert,18.00,34,22,264,1,0,0,4,22,0,0,0,0,0,0,0,0
James Jones,18.00,0,0,0,0,0,0,0,0,0,0,6,109,1,1,0,0
LeSean McCoy,18.00,0,0,0,0,0,0,20,82,1,0,6,41,0,0,0,0
Ryan Tannehill,18.00,24,13,188,2,1,0,3,13,0,0,0,0,0,0,0,0
Ahmad Bradshaw,17.00,0,0,0,0,0,0,9,32,0,0,4,20,2,0,0,0
Ryan Fitzpatrick,17.00,39,19,216,1,2,0,5,12,1,0,0,0,0,0,0,0
Marcus Mariota,17.00,35,22,231,0,0,0,5,29,1,0,0,0,0,0,0,0
Tony Romo,17.00,28,18,227,2,2,0,2,2,0,0,0,0,0,0,0,0
Mark Sanchez,17.00,41,26,261,2,3,0,2,14,0,0,0,0,0,0,0,0
Jonathan Stewart,17.00,0,0,0,0,0,0,21,102,0,0,1,12,1,0,0,0
Matt Hasselbeck,16.00,32,23,213,2,2,0,3,8,0,0,0,0,0,0,0,0
Jeremy Hill,16.00,0,0,0,0,0,0,13,45,2,0,0,0,0,0,0,0
