,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Deshaun Watson,39.00,37,28,335,4,0,0,4,26,0,0,0,0,0,0,0,0
Derrick Henry,38.00,0,0,0,0,0,0,22,212,2,0,2,52,0,0,0,0
Matt Ryan,38.00,40,30,371,4,0,0,4,8,0,0,0,0,0,0,0,0
Ryan Tannehill,37.00,41,30,366,4,1,1,0,0,0,0,0,0,0,0,1,0
Carson Wentz,33.00,40,21,213,2,0,2,5,49,1,0,0,0,0,0,1,0
Kyler Murray,32.00,24,9,188,2,0,0,10,74,1,0,0,0,0,0,0,0
Justin Jefferson,30.00,0,0,0,0,0,0,0,0,0,0,9,166,2,1,0,0
Philip Rivers,30.00,44,29,371,3,1,0,1,-1,0,0,0,0,0,0,0,0
Kirk Cousins,29.00,36,24,343,3,3,2,0,0,0,0,0,0,0,0,0,0
Lamar Jackson,29.00,27,16,186,1,0,0,9,108,1,0,0,0,0,0,0,0
Kenyan Drake,28.00,0,0,0,0,0,0,20,164,2,0,0,0,0,0,0,0
Jimmy Garoppolo,28.00,33,23,268,3,0,0,4,8,0,0,0,0,0,0,0,0
Julio Jones,25.00,0,0,0,0,0,0,0,0,0,0,8,137,2,0,0,0
Patrick Mahomes,24.00,26,21,225,2,0,0,10,36,0,0,0,0,0,0,0,0
Ronald Jones II,23.00,0,0,0,0,0,0,23,113,2,0,2,8,0,0,0,0
D'Andre Swift,23.00,0,0,0,0,0,0,14,116,2,0,3,7,0,0,0,0
Ryan Fitzpatrick,21.00,27,18,191,3,2,0,1,4,0,0,0,0,0,0,0,0
Kyle Allen,20.00,42,31,280,2,1,0,2,8,0,0,0,0,0,0,1,0
Christian Kirk,20.00,0,0,0,0,0,0,0,0,0,0,2,86,2,0,0,0
Gardner Minshew,19.00,44,25,243,1,1,0,3,14,1,0,1,0,0,0,1,0
Josh Allen,18.00,27,14,122,2,1,0,8,42,0,0,0,0,0,0,0,0
Tom Brady,18.00,27,17,166,2,0,0,0,0,0,0,0,0,0,0,0,0
Will Fuller,18.00,0,0,0,0,0,0,0,0,0,0,6,123,1,0,0,0
Jared Goff,18.00,38,19,198,2,1,0,1,10,0,0,0,0,0,0,0,0
A.J. Brown,17.00,0,0,0,0,0,0,0,0,0,0,5,58,2,0,0,0
Trey Burton,17.00,0,0,0,0,0,0,1,1,1,0,4,58,1,0,0,0
