,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Derrick Henry,29.00,1,1,6,0,0,0,33,170,2,0,1,0,0,0,0,0
DeAndre Hopkins,29.00,0,0,0,0,0,0,0,0,0,0,10,170,2,0,0,0
Matt Ryan,28.00,36,22,231,2,0,0,3,18,1,0,0,0,0,0,0,0
Mike Williams,28.00,0,0,0,0,0,0,1,19,1,0,7,76,2,1,0,0
Dalvin Cook,27.00,0,0,0,0,0,0,19,136,2,0,1,27,0,0,0,0
Sam Darnold,25.00,38,24,253,2,0,0,6,35,0,0,0,0,0,0,0,0
Marlon Mack,25.00,0,0,0,0,0,0,27,139,2,0,1,10,0,0,1,0
Deshaun Watson,25.00,28,22,294,2,0,0,4,26,0,0,0,0,0,0,0,0
Joe Mixon,24.00,0,0,0,0,0,0,27,129,2,0,2,1,0,0,0,0
Todd Gurley,23.00,0,0,0,0,0,0,12,48,2,0,10,76,0,0,0,0
Damien Williams,23.00,0,0,0,0,0,0,10,49,2,0,6,74,0,0,0,0
Philip Rivers,22.00,38,26,313,2,2,1,0,0,0,0,0,0,0,0,0,0
Mitchell Trubisky,22.00,28,20,235,2,0,0,3,16,0,0,0,0,0,0,0,0
Russell Wilson,22.00,31,23,237,2,0,0,5,15,0,0,0,0,0,0,0,0
Josh Allen,21.00,26,13,204,1,0,0,9,16,1,0,0,0,0,0,0,0
Patrick Mahomes,21.00,34,24,243,2,0,0,2,3,0,0,0,0,0,0,0,0
Tevin Coleman,20.00,0,0,0,0,0,0,11,145,1,0,0,0,0,0,0,0
Doug Baldwin,19.00,0,0,0,0,0,0,0,0,0,0,4,77,2,0,0,0
Chris Carson,19.00,0,0,0,0,0,0,22,119,1,0,6,29,0,0,0,0
Lamar Jackson,19.00,23,14,131,1,0,0,18,95,0,0,0,0,0,0,1,0
Christian McCaffrey,19.00,1,1,50,1,0,0,15,53,0,0,8,67,0,0,0,0
Kalen Ballage,18.00,0,0,0,0,0,0,12,123,1,0,1,-2,0,0,0,0
Kirk Cousins,18.00,21,14,215,2,1,0,5,7,0,0,0,0,0,0,0,0
Nick Mullens,17.00,29,20,275,1,0,0,2,-2,0,0,0,0,0,0,0,0
Ben Roethlisberger,17.00,34,22,235,2,2,0,2,-3,0,0,0,0,0,0,0,0
Jaylen Samuels,17.00,0,0,0,0,0,0,19,142,0,0,2,30,0,0,0,0
Gus Edwards,16.00,0,0,0,0,0,0,19,104,1,0,0,0,0,0,0,0
Robert Foster,16.00,0,0,0,0,0,0,0,0,0,0,4,108,1,0,0,0
Alshon Jeffery,16.00,0,0,0,0,0,0,0,0,0,0,8,160,0,0,0,0
Josh Johnson,16.00,25,16,151,1,0,0,9,49,0,0,0,0,0,0,0,0
Baker Mayfield,16.00,31,18,188,2,1,0,4,6,0,0,0,0,0,0,1,0
Wendell Smallwood,16.00,0,0,0,0,0,0,10,48,2,0,2,9,0,0,0,0
Robby Anderson,15.00,0,0,0,0,0,0,0,0,0,0,7,96,1,0,0,0
Tom Brady,15.00,36,25,279,1,1,0,0,0,0,0,0,0,0,0,0,0
Derek Carr,15.00,38,21,263,1,0,0,0,0,0,0,1,-9,0,0,1,0
David Johnson,15.00,0,0,0,0,0,0,11,33,1,0,3,68,0,0,0,0
Alvin Kamara,15.00,0,0,0,0,0,0,14,67,1,0,7,36,0,0,0,0
Jamaal Williams,15.00,0,0,0,0,0,0,12,55,1,0,4,42,0,0,0,0
Peyton Barber,14.00,0,0,0,0,0,0,19,85,1,0,2,4,0,0,0,0
Kenny Golladay,14.00,0,0,0,0,0,0,0,0,0,0,7,146,0,0,0,0
Julio Jones,14.00,0,0,0,0,0,0,0,0,0,0,6,82,1,0,0,0
Matthew Stafford,14.00,29,22,208,1,0,0,0,0,0,0,0,0,0,0,0,0
Davante Adams,13.00,0,0,0,0,0,0,0,0,0,0,8,119,0,1,0,0
Jordan Howard,13.00,0,0,0,0,0,0,19,60,1,0,1,15,0,0,0,0
Justin Jackson,13.00,0,0,0,0,0,0,16,58,1,0,3,27,0,0,0,0
Garrett Celek,12.00,0,0,0,0,0,0,0,0,0,0,2,61,1,0,0,0
Jeff Driskel,12.00,33,14,130,1,1,0,7,32,0,0,0,0,0,0,0,0
Ezekiel Elliott,12.00,0,0,0,0,0,0,18,87,0,0,7,41,0,0,0,0
Mike Evans,12.00,0,0,0,0,0,0,0,0,0,0,4,121,0,0,0,0
Chris Hogan,12.00,0,0,0,0,0,0,0,0,0,0,2,68,1,0,0,0
Case Keenum,12.00,48,31,257,0,2,0,2,1,1,0,0,0,0,0,0,0
Latavius Murray,12.00,0,0,0,0,0,0,15,68,1,0,0,0,0,0,0,0
Aaron Rodgers,12.00,42,25,274,0,1,1,3,25,0,0,0,0,0,0,0,0
Jared Goff,11.00,53,35,339,0,1,0,2,11,0,0,0,0,0,0,1,0
Chris Manhertz,11.00,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0
Elijah McGuire,11.00,0,0,0,0,0,0,18,42,1,0,3,29,0,0,1,0
Antonio Brown,10.00,0,0,0,0,0,0,0,0,0,0,4,49,1,0,0,0
Nick Chubb,10.00,0,0,0,0,0,0,20,100,0,0,0,0,0,0,0,0
