,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Joe Flacco,34.00,48,27,389,3,0,0,8,27,0,0,0,0,0,0,1,0
Eli Manning,34.00,23,16,254,4,0,0,3,-3,0,0,0,0,0,0,0,0
Torrey Smith,34.00,0,0,0,0,0,0,1,10,0,0,5,152,3,0,0,0
Wes Welker,34.00,0,0,0,0,0,0,1,19,0,0,16,217,2,0,0,0
Drew Brees,32.00,44,31,370,3,2,2,4,-1,0,0,0,0,0,0,0,0
Tom Brady,31.00,45,30,387,4,4,0,1,5,0,0,0,0,0,0,0,0
Mark Sanchez,30.00,44,27,369,2,1,0,2,2,1,0,0,0,0,0,0,0
Matt Schaub,30.00,39,22,373,3,1,0,0,0,0,0,0,0,0,0,0,0
Darren McFadden,29.00,0,0,0,0,0,0,19,171,2,0,3,7,0,0,0,0
Aaron Rodgers,27.00,38,28,297,3,1,0,1,3,0,0,0,0,0,0,0,0
Matthew Stafford,27.00,46,32,378,2,0,0,1,-1,0,0,0,0,0,0,0,0
Jermichael Finley,26.00,0,0,0,0,0,0,0,0,0,0,7,85,3,0,0,0
Ryan Mathews,26.00,0,0,0,0,0,0,21,98,2,0,4,51,0,0,0,0
Victor Cruz,23.00,0,0,0,0,0,0,0,0,0,0,3,110,2,0,0,0
Matt Hasselbeck,23.00,36,27,311,2,0,0,2,-2,0,0,0,0,0,0,1,0
Ryan Fitzpatrick,22.00,40,27,369,2,2,0,4,-6,0,0,0,0,0,0,0,0
Rob Gronkowski,22.00,0,0,0,0,0,0,0,0,0,0,7,109,2,0,0,0
Calvin Johnson,22.00,0,0,0,0,0,0,0,0,0,0,7,108,2,0,0,0
Jay Cutler,21.00,37,21,302,2,2,0,3,11,0,0,0,0,0,0,0,0
Fred Jackson,21.00,0,0,0,0,0,0,12,74,1,0,5,87,0,0,0,0
LaDainian Tomlinson,20.00,0,0,0,0,0,0,6,38,0,0,5,116,1,0,0,0
Mike Wallace,20.00,0,0,0,0,0,0,0,0,0,0,5,144,1,0,0,0
Ahmad Bradshaw,19.00,0,0,0,0,0,0,15,86,0,0,5,53,1,0,0,0
James Casey,19.00,0,0,0,0,0,0,1,11,0,0,5,126,1,0,0,0
LeSean McCoy,19.00,0,0,0,0,0,0,24,128,1,0,3,13,0,0,0,0
Colt McCoy,18.00,39,19,210,2,1,0,2,-2,0,0,0,0,0,0,0,0
Lance Moore,18.00,0,0,0,0,0,0,0,0,0,0,9,88,1,2,0,0
Matt Cassel,17.00,24,17,176,2,1,0,1,1,0,0,0,0,0,0,0,0
Ben Roethlisberger,17.00,37,25,364,1,1,0,5,15,0,0,0,0,0,0,2,0
Daniel Thomas,17.00,0,0,0,0,0,0,23,95,0,0,3,27,1,0,0,0
Jimmy Graham,16.00,0,0,0,0,0,0,0,0,0,0,4,100,1,0,0,0
Chad Henne,16.00,29,19,255,1,1,0,4,26,0,0,0,0,0,0,0,0
Maurice Jones-Drew,16.00,0,0,0,0,0,0,24,122,0,0,3,45,0,0,0,0
Cam Newton,16.00,34,18,158,1,0,1,7,27,0,0,0,0,0,0,0,0
Ray Rice,16.00,0,0,0,0,0,0,9,81,0,0,5,83,0,0,0,0
Matt Ryan,16.00,47,26,330,1,1,0,1,12,0,0,0,0,0,0,2,0
Stevie Johnson,15.00,0,0,0,0,0,0,0,0,0,0,8,94,1,0,0,0
Felix Jones,15.00,0,0,0,0,0,0,14,115,0,0,3,40,0,0,0,0
Donovan McNabb,15.00,36,22,211,1,0,0,2,11,0,0,0,0,0,0,0,0
Nate Washington,15.00,0,0,0,0,0,0,0,0,0,0,8,92,1,0,0,0
Joseph Addai,14.00,0,0,0,0,0,0,17,86,1,0,1,2,0,0,0,0
Kyle Orton,14.00,39,24,173,2,2,0,0,0,0,0,0,0,0,0,0,0
Adrian Peterson,14.00,0,0,0,0,0,0,17,78,1,0,4,19,0,0,0,0
Darren Sproles,14.00,0,0,0,0,0,0,2,35,1,0,6,50,0,0,0,0
Roddy White,14.00,0,0,0,0,0,0,0,0,0,0,9,140,0,0,0,0
Owen Daniels,13.00,0,0,0,0,0,0,0,0,0,0,5,76,1,0,0,0
Rex Grossman,13.00,37,22,250,1,1,0,1,6,0,0,0,0,0,0,1,0
