,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Aaron Rodgers,53.00,31,25,429,5,0,0,2,6,1,0,0,0,0,0,0,0
Kirk Cousins,37.00,34,24,338,4,0,0,4,-3,0,0,0,0,0,0,0,0
Jacoby Brissett,36.00,39,26,326,4,0,0,5,6,0,0,0,0,0,0,1,0
Matthew Stafford,36.00,45,30,364,4,1,0,0,0,0,0,0,0,0,0,0,0
Marvin Jones,33.00,0,0,0,0,0,0,0,0,0,0,10,93,4,0,0,0
Chase Edmonds,32.00,0,0,0,0,0,0,27,126,3,0,2,24,0,0,0,0
Jared Goff,28.00,37,22,268,2,0,0,3,3,1,0,0,0,0,0,0,0
Dalvin Cook,26.00,0,0,0,0,0,0,25,142,2,0,1,7,0,0,0,0
Latavius Murray,26.00,0,0,0,0,0,0,27,119,2,0,5,31,0,0,0,0
Josh Allen,25.00,26,16,202,2,0,0,4,32,0,1,0,0,0,0,0,0
Philip Rivers,25.00,38,24,329,2,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Trubisky,24.00,54,34,251,2,0,1,0,0,0,0,0,0,0,0,0,0
Darren Waller,24.00,0,0,0,0,0,0,0,0,0,0,7,126,2,0,0,0
Teddy Bridgewater,23.00,38,23,281,2,0,0,4,7,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,22.00,35,23,282,1,1,0,6,13,1,0,0,0,0,0,0,0
Lamar Jackson,22.00,20,9,143,0,0,0,14,116,1,0,0,0,0,0,0,0
Sony Michel,22.00,0,0,0,0,0,0,19,42,3,0,1,-8,0,0,0,0
Gardner Minshew,22.00,32,15,255,1,0,1,9,48,0,0,0,0,0,0,0,0
Zach Pascal,22.00,1,0,0,0,0,0,0,0,0,0,6,106,2,0,0,0
Dak Prescott,22.00,27,21,239,1,1,0,5,30,1,0,0,0,0,0,0,0
Ryan Tannehill,22.00,29,23,312,2,1,0,5,7,0,0,0,0,0,0,0,0
Derek Carr,20.00,28,22,293,2,1,0,2,0,0,0,0,0,0,0,1,0
Andy Dalton,20.00,43,22,276,1,3,0,4,33,1,0,0,0,0,0,0,0
Ezekiel Elliott,20.00,0,0,0,0,0,0,22,111,1,0,6,36,0,0,0,0
Marquez Valdes-Scantling,19.00,0,0,0,0,0,0,0,0,0,0,2,133,1,0,0,0
Austin Ekeler,17.00,0,0,0,0,0,0,5,7,0,0,7,118,1,0,0,0
Deshaun Watson,17.00,34,23,308,1,2,0,3,32,0,0,0,0,0,0,0,0
Derrick Henry,16.00,0,0,0,0,0,0,22,90,1,0,1,18,0,0,0,0
DeAndre Hopkins,16.00,0,0,0,0,0,0,0,0,0,0,9,106,1,0,0,0
Russell Wilson,15.00,41,20,241,1,1,0,3,27,0,0,0,0,0,0,0,0
John Brown,14.00,0,0,0,0,0,0,0,0,0,0,5,83,1,0,0,0
Corey Davis,14.00,0,0,0,0,0,0,0,0,0,0,6,80,1,0,0,0
Stefon Diggs,14.00,0,0,0,0,0,0,0,0,0,0,7,143,0,0,0,0
Leonard Fournette,14.00,0,0,0,0,0,0,29,131,0,0,2,14,0,0,0,0
Aaron Jones,14.00,0,0,0,0,0,0,12,50,0,0,4,33,1,0,0,0
Allen Robinson,14.00,0,0,0,0,0,0,0,0,0,0,10,87,1,0,0,0
Saquon Barkley,13.00,0,0,0,0,0,0,18,72,1,0,3,8,0,0,0,0
Tom Brady,13.00,45,31,249,1,1,0,0,0,0,0,0,0,0,0,0,0
Eric Ebron,13.00,0,0,0,0,0,0,0,0,0,0,4,70,1,0,0,0
Alex Erickson,13.00,0,0,0,0,0,0,2,-2,0,0,8,137,0,0,0,0
Tyreek Hill,13.00,0,0,0,0,0,0,0,0,0,0,3,74,1,0,0,0
T.Y. Hilton,13.00,0,0,0,0,0,0,0,0,0,0,6,74,1,0,0,0
Josh Jacobs,13.00,0,0,0,0,0,0,21,124,0,0,3,10,0,0,0,0
Daniel Jones,13.00,35,22,223,1,1,0,4,35,0,0,0,0,0,0,2,0
Michael Thomas,13.00,0,0,0,0,0,0,0,0,0,0,9,131,0,0,0,0
Royce Freeman,12.00,0,0,0,0,0,0,10,35,1,0,4,32,0,0,0,0
Jimmy Graham,12.00,0,0,0,0,0,0,0,0,0,0,4,65,1,0,0,0
