,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Derrick Henry,39.00,0,0,0,0,0,0,32,211,3,0,0,0,0,0,0,0
Dak Prescott,38.00,33,23,303,4,0,0,3,35,0,0,0,0,0,0,1,0
Boston Scott,31.00,0,0,0,0,0,0,19,54,3,0,4,84,0,0,0,0
Jared Goff,30.00,45,29,319,3,0,0,2,4,0,0,0,0,0,0,0,0
Gardner Minshew,29.00,39,27,295,3,1,1,5,7,0,0,0,0,0,0,0,0
Joe Mixon,29.00,0,0,0,0,0,0,26,162,2,0,1,14,0,0,0,0
Drew Brees,28.00,30,19,253,3,0,0,1,-1,0,0,0,0,0,0,0,0
Michael Gallup,27.00,0,0,0,0,0,0,0,0,0,0,5,98,3,0,0,0
Damien Williams,27.00,0,0,0,0,0,0,12,124,2,0,4,30,0,0,0,0
Ryan Fitzpatrick,25.00,41,28,320,1,0,0,5,15,1,0,0,0,0,0,0,0
Baker Mayfield,25.00,27,12,279,3,3,0,4,29,0,0,0,0,0,0,0,0
Ezekiel Elliott,24.00,0,0,0,0,0,0,18,122,1,0,3,2,1,0,0,0
Russell Wilson,23.00,40,25,233,2,0,0,8,29,0,0,0,0,0,0,0,0
Aaron Rodgers,22.00,55,27,323,2,1,0,2,1,0,0,0,0,0,0,0,0
Mike Boone,21.00,0,0,0,0,0,0,17,148,1,0,2,12,0,0,0,0
Derek Carr,21.00,46,29,391,1,0,0,1,0,0,0,0,0,0,0,0,0
Ryan Tannehill,21.00,20,13,198,2,0,0,5,20,0,0,0,0,0,0,0,0
Marlon Mack,19.00,0,0,0,0,0,0,15,77,2,0,0,0,0,0,0,0
Kyler Murray,19.00,42,26,325,2,2,0,2,0,0,0,0,0,0,0,2,0
Breshad Perriman,19.00,0,0,0,0,0,0,0,0,0,0,5,134,1,0,0,0
