,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Aaron Rodgers,43.00,42,34,480,4,0,0,3,-3,0,0,0,0,0,0,0,0
Michael Vick,38.00,36,23,428,2,0,0,5,34,1,0,0,-2,0,0,0,0
Philip Rivers,35.00,47,36,419,3,0,0,3,11,0,0,0,0,0,0,0,0
Sam Bradford,32.00,55,32,352,3,1,0,3,25,0,0,0,0,0,0,0,0
Marshawn Lynch,30.00,0,0,0,0,0,0,28,98,2,0,3,37,1,0,0,0
Robert Griffin III,28.00,40,26,320,3,1,0,4,1,0,0,0,0,0,0,0,0
Eddie Royal,27.00,0,0,0,0,0,0,0,0,0,0,7,90,3,0,0,0
Matt Ryan,26.00,43,33,374,2,0,0,0,0,0,0,0,0,0,0,0,0
DeSean Jackson,25.00,0,0,0,0,0,0,0,0,0,0,9,193,1,0,0,0
Matt Schaub,25.00,48,26,298,3,2,0,0,0,0,0,0,0,0,0,0,0
Alex Smith,25.00,36,21,223,2,0,0,8,57,0,0,0,0,0,0,0,0
Jay Cutler,24.00,38,27,292,3,2,0,3,9,0,0,0,0,0,0,1,0
Julio Jones,24.00,0,0,0,0,0,0,0,0,0,0,11,182,1,0,0,0
Peyton Manning,24.00,43,30,307,2,0,0,3,-3,0,0,0,0,0,0,0,0
Jimmy Graham,23.00,0,0,0,0,0,0,0,0,0,0,10,179,1,0,0,0
Calvin Johnson,23.00,0,0,0,0,0,0,0,0,0,0,6,116,2,0,0,0
Knowshon Moreno,22.00,0,0,0,0,0,0,13,93,2,0,3,14,0,0,0,0
Matthew Stafford,22.00,36,24,278,2,0,0,2,1,0,0,0,0,0,0,1,0
James Starks,22.00,0,0,0,0,0,0,20,132,1,0,4,36,0,0,0,0
Dez Bryant,20.00,0,0,0,0,0,0,0,0,0,0,9,141,1,0,0,0
Pierre Garcon,20.00,0,0,0,0,0,0,0,0,0,0,8,143,1,0,0,0
Cam Newton,20.00,38,21,229,2,1,0,4,15,0,0,0,0,0,0,0,0
Martellus Bennett,19.00,0,0,0,0,0,0,0,0,0,0,7,76,2,0,0,0
Andrew Luck,19.00,43,25,321,1,1,0,4,38,0,0,0,0,0,0,0,0
Randall Cobb,18.00,0,0,0,0,0,0,0,0,0,0,9,128,1,0,0,0
Andy Dalton,18.00,45,25,280,1,0,0,3,10,0,0,0,0,0,0,0,0
Jake Locker,18.00,30,17,148,2,0,0,2,10,0,0,0,0,0,0,0,0
Jordy Nelson,18.00,0,0,0,0,0,0,0,0,0,0,3,66,2,0,0,0
Giovani Bernard,17.00,0,0,0,0,0,0,8,38,1,0,1,27,1,0,0,0
DeAndre Hopkins,17.00,0,0,0,0,0,0,0,0,0,0,7,117,1,0,0,0
Stevie Johnson,17.00,0,0,0,0,0,0,0,0,0,0,8,111,1,0,0,0
E.J. Manuel,17.00,39,27,296,1,1,1,4,13,0,0,0,0,0,0,1,0
Brandon Marshall,17.00,0,0,0,0,0,0,0,0,0,0,7,113,1,0,0,0
Ryan Tannehill,17.00,34,23,319,1,0,0,4,1,0,0,0,0,0,0,1,0
Mike Wallace,17.00,0,0,0,0,0,0,0,0,0,0,9,115,1,0,0,0
Tavon Austin,16.00,0,0,0,0,0,0,2,8,0,0,6,47,2,0,0,0
Charles Clay,16.00,0,0,0,0,0,0,1,1,1,0,5,109,0,0,0,0
James Jones,16.00,0,0,0,0,0,0,0,0,0,0,11,178,0,0,1,0
LeSean McCoy,16.00,0,0,0,0,0,0,11,53,0,0,5,114,0,0,0,0
Tony Romo,16.00,42,30,298,1,0,0,2,3,0,0,0,0,0,0,1,0
Jamaal Charles,15.00,0,0,0,0,0,0,16,55,0,0,8,48,1,0,0,0
Arian Foster,15.00,0,0,0,0,0,0,19,79,1,1,1,6,0,0,0,0
Chad Henne,15.00,38,25,241,1,0,0,2,9,0,0,0,0,0,0,0,0
Drew Brees,14.00,46,26,322,1,2,0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,14.00,33,22,211,1,0,0,4,6,0,0,0,0,0,0,0,0
Matt Forte,14.00,0,0,0,0,0,0,20,88,0,0,10,73,0,0,1,0
Doug Martin,14.00,0,0,0,0,0,0,29,144,0,0,0,0,0,0,0,0
Rashard Mendenhall,14.00,0,0,0,0,0,0,15,66,1,0,2,28,0,0,0,0
Greg Olsen,14.00,0,0,0,0,0,0,0,0,0,0,7,84,1,0,0,0
Christian Ponder,14.00,30,16,227,1,1,0,6,18,0,0,0,0,0,0,0,0
Ben Roethlisberger,14.00,37,20,251,1,1,0,1,6,0,0,0,0,0,0,0,0
Ahmad Bradshaw,13.00,0,0,0,0,0,0,15,65,1,0,3,19,0,0,0,0
Tom Brady,13.00,39,19,185,1,0,0,2,-2,0,0,0,0,0,0,0,0
Darren McFadden,13.00,0,0,0,0,0,0,19,129,0,0,4,28,0,0,1,0
Carson Palmer,13.00,39,22,248,1,1,0,2,-2,0,0,0,0,0,0,0,0
Austin Pettis,13.00,0,0,0,0,0,0,0,0,0,0,8,78,1,0,0,0
Andre Ellington,12.00,0,0,0,0,0,0,4,20,0,0,2,42,1,0,0,0
Jermichael Finley,12.00,0,0,0,0,0,0,0,0,0,0,6,65,1,0,0,0
Coby Fleener,12.00,0,0,0,0,0,0,0,0,0,0,4,69,1,0,0,0
Ted Ginn Jr.,12.00,0,0,0,0,0,0,0,0,0,0,3,62,1,0,0,0
T.Y. Hilton,12.00,0,0,0,0,0,0,0,0,0,0,6,124,0,0,0,0
Fred Jackson,12.00,0,0,0,0,0,0,12,30,1,0,5,35,0,0,0,0
Eli Manning,12.00,49,28,362,1,4,0,0,0,0,0,0,0,0,0,0,0
Lamar Miller,12.00,0,0,0,0,0,0,14,69,1,0,2,6,0,0,0,0
Bilal Powell,12.00,0,0,0,0,0,0,13,48,1,0,2,22,0,0,0,0
Russell Wilson,12.00,19,8,142,1,1,0,10,33,0,0,0,0,0,0,0,0
Dwayne Bowe,11.00,0,0,0,0,0,0,0,0,0,0,4,56,1,0,0,0
Victor Cruz,11.00,0,0,0,0,0,0,0,0,0,0,8,118,0,0,0,0
Aaron Dobson,11.00,0,0,0,0,0,0,0,0,0,0,3,56,1,0,0,0
Antonio Gates,11.00,0,0,0,0,0,0,0,0,0,0,8,124,0,0,1,0
Alfred Morris,11.00,0,0,0,0,0,0,13,107,0,0,2,13,0,0,0,0
Bernard Pierce,11.00,0,0,0,0,0,0,19,57,1,0,1,-2,0,0,0,0
Jason Snelling,11.00,0,0,0,0,0,0,2,19,1,0,4,41,0,0,0,0
C.J. Spiller,11.00,0,0,0,0,0,0,16,103,0,0,3,14,0,0,0,0
Kendall Wright,11.00,0,0,0,0,0,0,0,0,0,0,7,54,1,0,0,0
Marlon Brown,10.00,0,0,0,0,0,0,0,0,0,0,4,45,1,0,0,0
Malcom Floyd,10.00,0,0,0,0,0,0,0,0,0,0,5,102,0,0,0,0
Chris Givens,10.00,0,0,0,0,0,0,0,0,0,0,5,105,0,0,0,0
Santana Moss,10.00,0,0,0,0,0,0,0,0,0,0,3,41,1,0,0,0
Terrelle Pryor,10.00,24,15,126,0,0,0,9,50,0,0,0,0,0,0,0,0
Kyle Rudolph,10.00,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0
Julius Thomas,10.00,0,0,0,0,0,0,0,0,0,0,6,47,1,0,0,0
Jordan Cameron,9.00,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0
Josh Freeman,9.00,22,9,125,1,1,0,3,16,0,0,0,0,0,0,1,0
Garrett Graham,9.00,0,0,0,0,0,0,0,0,0,0,3,30,1,0,0,0
Clay Harbor,9.00,0,0,0,0,0,0,0,0,0,0,3,34,1,0,0,0
Chris Johnson,9.00,0,0,0,0,0,0,25,96,0,0,1,1,0,0,0,0
Adrian Peterson,9.00,0,0,0,0,0,0,26,100,0,0,1,7,0,0,1,0
Da'Rel Scott,9.00,0,0,0,0,0,0,5,2,0,0,2,30,1,0,0,0
Cecil Shorts,9.00,0,0,0,0,0,0,0,0,0,0,8,93,0,0,0,0
