,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Patrick Mahomes,49.00,46,33,478,6,3,0,6,28,0,0,0,0,0,0,2,0
Jared Goff,44.00,49,31,413,4,0,0,4,6,1,0,0,0,0,0,2,0
Drew Brees,38.00,30,22,363,4,0,0,0,0,0,0,0,0,0,0,0,0
Saquon Barkley,33.00,0,0,0,0,0,0,27,142,2,0,2,10,1,0,0,0
Tyreek Hill,33.00,0,0,0,0,0,0,0,0,0,0,10,215,2,0,0,0
Cam Newton,30.00,37,25,357,3,1,0,2,2,0,0,0,0,0,0,0,0
Andrew Luck,29.00,29,23,297,3,0,0,0,0,0,0,0,0,0,0,0,0
T.Y. Hilton,27.00,0,0,0,0,0,0,0,0,0,0,9,155,2,0,0,0
Ezekiel Elliott,25.00,0,0,0,0,0,0,23,122,1,0,7,79,0,0,0,0
Aaron Rodgers,25.00,30,21,332,2,0,0,1,3,0,0,0,0,0,0,0,0
Mike Evans,24.00,0,0,0,0,0,0,0,0,0,0,6,120,1,0,0,1
Philip Rivers,24.00,43,28,401,2,2,0,1,-4,0,0,0,0,0,0,0,0
Ben Roethlisberger,24.00,47,27,314,2,3,0,2,1,1,0,0,0,0,0,0,0
Andy Dalton,22.00,36,19,211,2,0,0,2,29,0,0,0,0,0,0,0,0
Mark Ingram,22.00,0,0,0,0,0,0,16,103,2,0,0,0,0,0,0,0
Aaron Jones,22.00,0,0,0,0,0,0,11,40,1,0,5,63,1,0,0,0
Russell Wilson,22.00,31,21,225,2,0,0,5,17,0,0,1,-11,0,0,0,0
Phillip Lindsay,21.00,0,0,0,0,0,0,11,79,2,0,4,27,0,0,0,0
Eli Manning,21.00,18,17,231,2,0,0,1,-1,0,0,0,0,0,0,0,0
D.J. Moore,21.00,0,0,0,0,0,0,0,0,0,0,7,157,1,0,0,0
Tre'Quan Smith,21.00,0,0,0,0,0,0,0,0,0,0,10,157,1,0,0,0
Kirk Cousins,20.00,46,30,262,2,2,1,1,5,0,0,0,0,0,0,0,0
Derek Carr,19.00,31,19,192,2,0,0,0,0,0,0,0,0,0,0,0,0
Chris Conley,19.00,0,0,0,0,0,0,0,0,0,0,7,74,2,0,0,0
Gus Edwards,19.00,0,0,0,0,0,0,17,115,1,1,0,0,0,0,0,0
Leonard Fournette,19.00,0,0,0,0,0,0,28,95,1,0,2,46,0,0,0,0
Josh Rosen,19.00,20,9,136,3,2,0,1,0,0,0,0,0,0,0,0,0
Stefon Diggs,18.00,0,0,0,0,0,0,0,0,0,0,13,126,1,0,0,0
Travis Kelce,18.00,0,0,0,0,0,0,0,0,0,0,10,127,1,0,0,0
Jameis Winston,18.00,16,12,199,2,1,0,5,16,0,0,0,0,0,0,0,0
Antonio Brown,17.00,0,0,0,0,0,0,0,0,0,0,5,117,1,0,0,0
Kenny Golladay,17.00,0,0,0,0,0,0,0,0,0,0,8,113,1,0,0,0
Kareem Hunt,17.00,0,0,0,0,0,0,14,70,0,0,3,41,1,0,0,0
Julio Jones,17.00,0,0,0,0,0,0,0,0,0,0,6,118,1,0,0,0
Adrian Peterson,17.00,0,0,0,0,0,0,16,51,2,0,0,0,0,0,0,0
Davante Adams,16.00,0,0,0,0,0,0,0,0,0,0,10,166,0,0,0,0
Peyton Barber,16.00,0,0,0,0,0,0,18,106,1,0,2,4,0,0,0,0
Gerald Everett,16.00,0,0,0,0,0,0,0,0,0,0,3,49,2,0,0,0
Alvin Kamara,16.00,0,0,0,0,0,0,13,71,0,0,1,37,1,0,0,0
Mitchell Trubisky,16.00,31,20,165,1,2,2,10,43,0,0,0,0,0,0,0,0
Lamar Jackson,15.00,19,13,150,0,1,0,26,119,0,0,0,0,0,0,0,0
Kerryon Johnson,15.00,0,0,0,0,0,0,15,87,1,0,2,10,0,0,0,0
Matt Ryan,15.00,34,24,291,1,1,0,1,1,0,0,0,0,0,0,0,0
Michael Thomas,15.00,0,0,0,0,0,0,0,0,0,0,4,92,1,0,0,0
Keenan Allen,14.00,0,0,0,0,0,0,1,1,0,0,9,89,1,0,0,0
Odell Beckham Jr.,14.00,0,0,0,0,0,0,1,11,0,0,4,74,1,0,0,0
Larry Fitzgerald,14.00,0,0,0,0,0,0,0,0,0,0,2,23,2,0,0,0
Antonio Gates,14.00,0,0,0,0,0,0,0,0,0,0,5,80,1,0,0,0
Melvin Gordon,14.00,0,0,0,0,0,0,18,69,0,0,6,87,0,0,0,0
David Johnson,14.00,0,0,0,0,0,0,25,137,0,0,1,17,0,0,0,0
Dak Prescott,14.00,32,22,208,0,0,0,4,5,1,0,0,0,0,0,0,0
Josh Reynolds,14.00,0,0,0,0,0,0,0,0,0,0,6,80,1,0,0,0
Matthew Stafford,14.00,37,23,220,1,0,0,3,6,0,0,0,0,0,0,0,0
Chris Carson,13.00,0,0,0,0,0,0,17,83,1,0,0,0,0,0,1,0
Christian Kirk,13.00,0,0,0,0,0,0,0,0,0,0,3,77,1,0,0,0
Jordan Reed,13.00,0,0,0,0,0,0,0,0,0,0,7,71,1,0,0,0
Robert Woods,13.00,0,0,0,0,0,0,0,0,0,0,4,72,1,0,0,0
Josh Adams,12.00,0,0,0,0,0,0,7,53,1,0,3,19,0,0,0,0
Adam Humphries,12.00,0,0,0,0,0,0,0,0,0,0,3,60,1,0,0,0
Marlon Mack,12.00,0,0,0,0,0,0,16,61,1,0,1,8,0,0,0,0
Doug Baldwin,11.00,0,0,0,0,0,0,0,0,0,0,7,52,1,0,0,0
Colt McCoy,11.00,12,6,54,1,0,0,5,35,0,0,0,0,0,0,0,0
Curtis Samuel,11.00,0,0,0,0,0,0,0,0,0,0,5,55,1,0,0,0
Robert Tonyan,11.00,0,0,0,0,0,0,0,0,0,0,1,54,1,0,0,0
Brandin Cooks,10.00,0,0,0,0,0,0,1,0,0,0,8,107,0,0,0,0
DeAndre Hopkins,10.00,0,0,0,0,0,0,0,0,0,0,5,56,1,0,1,0
Christian McCaffrey,10.00,0,0,0,0,0,0,13,53,0,0,6,57,0,0,0,0
Lamar Miller,10.00,0,0,0,0,0,0,20,86,0,0,3,22,0,0,0,0
Joe Mixon,10.00,0,0,0,0,0,0,12,14,1,0,3,38,0,0,0,0
JuJu Smith-Schuster,10.00,0,0,0,0,0,0,0,0,0,0,8,104,0,0,0,0
Deshaun Watson,10.00,24,16,208,1,2,0,3,7,0,0,0,0,0,0,0,0
Jared Cook,9.00,0,0,0,0,0,0,0,0,0,0,3,31,1,0,0,0
Dontrelle Inman,9.00,0,0,0,0,0,0,0,0,0,0,4,34,1,0,0,0
Jalen Richard,9.00,0,0,0,0,0,0,11,61,0,0,3,32,0,0,0,0
Tajae Sharpe,9.00,0,0,0,0,0,0,0,0,0,0,5,37,1,0,0,0
Jordan Wilkins,9.00,0,0,0,0,0,0,4,30,1,0,0,0,0,0,0,0
Royce Freeman,8.00,0,0,0,0,0,0,7,23,1,0,1,7,0,0,0,0
Blaine Gabbert,8.00,16,11,118,1,1,0,0,0,0,0,0,0,0,0,0,0
Todd Gurley,8.00,0,0,0,0,0,0,12,55,0,0,3,39,0,0,0,0
Case Keenum,8.00,32,19,205,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon LaFell,8.00,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0
Vance McDonald,8.00,0,0,0,0,0,0,0,0,0,0,3,27,1,0,0,0
Anthony Miller,8.00,0,0,0,0,0,0,1,-1,0,0,2,25,1,0,0,0
Aldrick Robinson,8.00,0,0,0,0,0,0,0,0,0,0,2,24,1,0,0,0
John Ross,8.00,0,0,0,0,0,0,0,0,0,0,2,27,1,0,0,0
Adam Thielen,8.00,0,0,0,0,0,0,0,0,0,0,7,66,0,1,0,0
Tyler Boyd,7.00,1,0,0,0,0,0,0,0,0,0,4,71,0,0,0,0
Tevin Coleman,7.00,0,0,0,0,0,0,8,58,0,0,3,27,0,0,0,0
Alex Collins,7.00,0,0,0,0,0,0,7,18,1,0,0,0,0,0,0,0
Keke Coutee,7.00,0,0,0,0,0,0,0,0,0,0,5,77,0,0,0,0
Ed Dickson,7.00,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0
Ryan Fitzpatrick,7.00,21,13,167,0,3,0,4,14,1,0,0,0,0,0,0,0
O.J. Howard,7.00,0,0,0,0,0,0,0,0,0,0,5,78,0,0,0,0
Tyler Lockett,7.00,0,0,0,0,0,0,1,1,0,0,5,71,0,0,0,0
Courtland Sutton,7.00,0,0,0,0,0,0,0,0,0,0,3,78,0,0,0,0
Austin Carr,6.00,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
Austin Ekeler,6.00,0,0,0,0,0,0,6,29,0,0,2,40,0,0,0,0
Evan Engram,6.00,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,0
Taylor Gabriel,6.00,0,0,0,0,0,0,2,17,0,0,7,52,0,0,0,0
Tyler Higbee,6.00,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0
Jordan Howard,6.00,0,0,0,0,0,0,18,63,0,0,1,2,0,0,0,0
Matt Lengel,6.00,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
Greg Olsen,6.00,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0
Marcell Ateman,5.00,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0
Cole Beasley,5.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0
Bruce Ellington,5.00,0,0,0,0,0,0,0,0,0,0,6,52,0,0,0,0
Chris Godwin,5.00,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0
Doug Martin,5.00,0,0,0,0,0,0,10,52,0,0,1,6,0,0,0,0
