,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Ezekiel Elliott,39.00,0,0,0,0,0,0,26,147,2,0,1,72,1,0,0,0
Carson Wentz,38.00,25,17,268,4,1,0,8,63,0,0,0,0,0,0,0,0
Derek Carr,35.00,52,29,417,3,0,0,1,15,0,0,0,0,0,0,0,0
Dak Prescott,35.00,25,16,234,3,0,0,4,26,1,0,0,0,0,0,0,0
Amari Cooper,33.00,0,0,0,0,0,0,0,0,0,0,11,210,2,0,0,0
Russell Wilson,32.00,39,27,334,3,0,0,2,10,0,0,0,0,0,0,0,0
Alex Smith,31.00,36,25,342,3,0,0,1,0,0,0,0,0,0,0,0,0
Josh McCown,30.00,27,17,209,3,1,0,3,1,1,0,0,0,0,0,0,0
Jameis Winston,30.00,44,32,384,3,1,0,1,0,0,0,0,0,0,0,1,0
Kirk Cousins,29.00,40,30,303,3,1,0,3,18,0,0,0,0,0,0,0,0
LeSean McCoy,23.00,0,0,0,0,0,0,23,91,2,0,5,31,0,0,1,0
Tom Brady,21.00,29,21,249,2,0,0,5,5,0,0,0,0,0,0,0,0
Drew Brees,21.00,38,27,331,1,2,0,5,-1,1,0,0,0,0,0,0,0
O.J. Howard,21.00,0,0,0,0,0,0,0,0,0,0,6,98,2,0,0,0
Tyrod Taylor,21.00,33,20,268,1,0,0,6,53,0,0,0,0,0,0,0,0
Jared Goff,20.00,37,22,235,1,1,0,2,13,1,0,0,0,0,0,0,0
Todd Gurley,20.00,0,0,0,0,0,0,22,106,1,0,4,48,0,0,0,0
Ben Roethlisberger,20.00,24,14,224,2,0,0,3,-3,0,0,0,0,0,0,0,0
Kenny Stills,20.00,0,0,0,0,0,0,0,0,0,0,6,85,2,0,0,0
Blake Bortles,19.00,26,18,330,1,0,0,4,11,0,0,0,0,0,0,1,0
Aaron Jones,19.00,0,0,0,0,0,0,17,131,1,0,3,7,0,0,0,0
Philip Rivers,19.00,26,15,183,2,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Yeldon,19.00,0,0,0,0,0,0,9,122,1,0,2,15,0,0,0,0
Le'Veon Bell,18.00,0,0,0,0,0,0,35,134,0,0,3,58,0,0,0,0
Tyreek Hill,18.00,0,0,0,0,0,0,2,7,0,0,6,125,1,0,0,0
Jordan Reed,18.00,0,0,0,0,0,0,0,0,0,0,8,64,2,0,0,0
Matt Ryan,18.00,33,23,233,1,0,0,3,37,0,0,0,0,0,0,0,0
Matt Moore,17.00,21,13,188,2,1,0,0,0,0,0,0,0,0,0,0,0
Latavius Murray,17.00,0,0,0,0,0,0,18,113,1,0,0,0,0,0,0,0
C.J. Beathard,16.00,38,22,235,0,0,0,5,30,1,0,0,0,0,0,2,0
Mark Ingram,16.00,0,0,0,0,0,0,22,105,1,0,4,5,0,0,0,0
Doug Baldwin,15.00,0,0,0,0,0,0,0,0,0,0,9,92,1,0,0,0
Jay Cutler,15.00,16,12,138,2,1,0,0,0,0,0,0,0,0,0,0,0
Julio Jones,15.00,0,0,0,0,0,0,0,0,0,0,9,99,1,0,0,0
Jarvis Landry,15.00,0,0,0,0,0,0,0,0,0,0,7,93,1,0,0,0
Zach Ertz,14.00,0,0,0,0,0,0,0,0,0,0,5,89,1,0,0,0
Mike Evans,14.00,0,0,0,0,0,0,0,0,0,0,7,88,1,0,0,0
Ted Ginn Jr.,14.00,0,0,0,0,0,0,0,0,0,0,7,141,0,0,0,0
Andy Dalton,13.00,30,17,140,2,2,0,3,8,0,0,0,0,0,0,0,0
Joe Flacco,13.00,39,27,186,1,0,0,1,0,0,0,0,0,0,0,0,0
Antonio Brown,12.00,0,0,0,0,0,0,0,0,0,0,4,65,1,0,0,0
Dez Bryant,12.00,0,0,0,0,0,0,0,0,0,0,7,63,1,0,0,0
Brandin Cooks,12.00,0,0,0,0,0,0,0,0,0,0,4,65,1,0,0,0
Evan Engram,12.00,0,0,0,0,0,0,0,0,0,0,6,60,1,0,0,0
Mack Hollins,12.00,0,0,0,0,0,0,0,0,0,0,1,64,1,0,0,0
Paul Richardson,12.00,0,0,0,0,0,0,0,0,0,0,2,61,1,0,0,0
Albert Wilson,12.00,0,0,0,0,0,0,0,0,0,0,1,63,1,0,0,0
Jacoby Brissett,11.00,37,22,200,0,0,0,5,31,0,0,0,0,0,0,0,0
Jimmy Graham,11.00,0,0,0,0,0,0,0,0,0,0,3,51,1,0,0,0
Brett Hundley,11.00,25,12,87,0,1,0,3,44,1,0,0,0,0,0,0,0
Kareem Hunt,11.00,0,0,0,0,0,0,18,87,0,0,4,30,0,0,0,0
Cooper Kupp,11.00,0,0,0,0,0,0,0,0,0,0,4,51,1,0,0,0
Chris Thompson,11.00,0,0,0,0,0,0,7,38,0,0,5,26,1,0,0,0
Jason Witten,11.00,0,0,0,0,0,0,0,0,0,0,4,54,1,0,0,0
Nelson Agholor,10.00,0,0,0,0,0,0,0,0,0,0,4,45,1,0,0,0
Travis Benjamin,10.00,0,0,0,0,0,0,1,4,0,0,1,42,1,0,0,0
Jared Cook,10.00,0,0,0,0,0,0,0,0,0,0,6,107,0,0,0,0
Allen Hurns,10.00,0,0,0,0,0,0,0,0,0,0,5,101,0,0,0,0
Alvin Kamara,10.00,0,0,0,0,0,0,9,57,0,0,5,50,0,0,0,0
Eli Manning,10.00,39,19,134,1,0,0,0,0,0,0,0,0,0,0,1,0
Deonte Thompson,10.00,0,0,0,0,0,0,1,0,0,0,4,107,0,0,0,0
Robby Anderson,9.00,0,0,0,0,0,0,0,0,0,0,3,35,1,0,0,0
Brandon Coleman,9.00,0,0,0,0,0,0,0,0,0,0,2,31,1,0,0,0
Austin Ekeler,9.00,0,0,0,0,0,0,7,38,0,0,4,6,1,0,0,0
Chris Ivory,9.00,0,0,0,0,0,0,17,47,1,0,0,0,0,0,1,0
Travis Kelce,9.00,0,0,0,0,0,0,0,0,0,0,4,33,1,0,0,0
Chris Moore,9.00,0,0,0,0,0,0,1,-5,0,0,2,36,1,0,0,0
JuJu Smith-Schuster,9.00,0,0,0,0,0,0,0,0,0,0,2,39,1,0,0,0
DeAndre Washington,9.00,0,0,0,0,0,0,9,33,1,0,3,7,0,0,0,0
James White,9.00,0,0,0,0,0,0,4,19,0,0,5,28,1,0,0,0
Michael Crabtree,8.00,0,0,0,0,0,0,0,0,0,0,3,24,1,0,0,0
Anthony Fasano,8.00,0,0,0,0,0,0,0,0,0,0,3,25,1,0,0,0
Matt Forte,8.00,0,0,0,0,0,0,7,41,0,0,5,41,0,0,0,0
Devonta Freeman,8.00,0,0,0,0,0,0,12,72,0,0,3,18,0,0,0,0
Marquise Goodwin,8.00,0,0,0,0,0,0,0,0,0,0,4,80,0,0,0,0
Carlos Hyde,8.00,0,0,0,0,0,0,14,68,0,0,4,20,0,0,0,0
Jermaine Kearse,8.00,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0
Tyler Kroft,8.00,0,0,0,0,0,0,0,0,0,0,4,23,1,0,0,0
Brandon LaFell,8.00,0,0,0,0,0,0,0,0,0,0,4,28,1,0,0,0
Marcedes Lewis,8.00,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0
Marcus Mariota,8.00,34,21,203,0,0,0,1,8,0,0,0,0,0,0,0,0
Cam Newton,8.00,34,21,211,0,2,0,9,50,0,0,0,0,0,0,1,0
Bilal Powell,8.00,0,0,0,0,0,0,9,43,0,0,2,40,0,0,0,0
Austin Seferian-Jenkins,8.00,0,0,0,0,0,0,0,0,0,0,3,21,1,0,0,0
Logan Thomas,8.00,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0
Michael Thomas,8.00,0,0,0,0,0,0,0,0,0,0,7,82,0,0,0,0
Jay Ajayi,7.00,0,0,0,0,0,0,23,51,0,0,3,26,0,0,0,0
Tarik Cohen,7.00,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0
Hunter Henry,7.00,0,0,0,0,0,0,0,0,0,0,4,73,0,0,0,0
Chris Hogan,7.00,0,0,0,0,0,0,0,0,0,0,4,71,0,0,0,0
DeSean Jackson,7.00,0,0,0,0,0,0,0,0,0,0,5,73,0,0,0,0
Marqise Lee,7.00,1,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0
Dion Lewis,7.00,0,0,0,0,0,0,13,76,0,0,1,6,0,0,0,0
Doug Martin,7.00,0,0,0,0,0,0,20,49,0,0,2,31,0,0,0,0
Jalen Richard,7.00,0,0,0,0,0,0,9,31,0,0,4,45,0,0,0,0
Kelvin Benjamin,6.00,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,0
Cameron Brate,6.00,0,0,0,0,0,0,0,0,0,0,6,60,0,0,0,0
Corey Clement,6.00,0,0,0,0,0,0,1,6,0,0,1,9,1,0,0,0
Keelan Cole,6.00,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,0
Isaiah Crowell,6.00,0,0,0,0,0,0,17,35,0,0,4,36,0,0,0,0
Vernon Davis,6.00,0,0,0,0,0,0,0,0,0,0,4,67,0,0,0,0
Jordan Howard,6.00,0,0,0,0,0,0,21,65,0,0,0,0,0,0,0,0
Duke Johnson,6.00,0,0,0,0,0,0,7,26,0,0,6,45,0,0,0,0
Marlon Mack,6.00,0,0,0,0,0,0,5,26,0,0,4,40,0,0,0,0
Joe Mixon,6.00,0,0,0,0,0,0,7,48,0,0,3,20,0,0,0,0
DeMarco Murray,6.00,0,0,0,0,0,0,18,59,0,0,3,17,0,0,0,0
Demarcus Robinson,6.00,0,0,0,0,0,0,0,0,0,0,5,69,0,0,0,0
Mohamed Sanu,6.00,0,0,0,0,0,0,0,0,0,0,6,65,0,0,0,0
Trevor Siemian,6.00,35,25,207,0,1,0,2,14,0,0,0,0,0,0,1,0
Rod Smith,6.00,0,0,0,0,0,0,8,61,0,0,1,5,0,0,0,0
C.J. Anderson,5.00,0,0,0,0,0,0,10,44,0,0,1,17,0,0,0,0
A.J. Derby,5.00,0,0,0,0,0,0,0,0,0,0,6,66,0,0,1,0
Rob Gronkowski,5.00,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0
Case Keenum,5.00,31,20,188,0,1,0,1,9,0,0,0,0,0,0,0,0
Jerick McKinnon,5.00,0,0,0,0,0,0,14,47,0,0,3,10,0,0,0,0
David Njoku,5.00,0,0,0,0,0,0,0,0,0,0,2,58,0,0,0,0
Nick O'Leary,5.00,0,0,0,0,0,0,0,0,0,0,2,58,0,0,0,0
Julius Thomas,5.00,0,0,0,0,0,0,0,0,0,0,3,58,0,0,0,0
