,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Andrew Luck,43.00,47,31,385,4,0,1,3,21,0,0,0,0,0,0,0,0
Drew Brees,39.00,42,28,423,4,0,0,2,5,0,0,0,0,0,0,1,0
Jameis Winston,33.00,32,23,281,4,1,0,4,3,0,0,0,0,0,0,0,0
Alex Smith,31.00,48,34,363,2,1,0,4,15,1,0,0,0,0,0,0,0
Matthew Stafford,31.00,39,31,340,3,0,0,2,5,0,0,0,0,0,0,0,0
Ben Roethlisberger,28.00,37,27,300,3,1,0,1,-2,0,0,0,0,0,0,0,0
Matt Ryan,28.00,39,27,334,2,0,1,3,10,0,0,0,0,0,0,0,0
DeAngelo Williams,28.00,0,0,0,0,0,0,26,143,2,0,6,28,0,0,0,0
Brandin Cooks,27.00,0,0,0,0,0,0,1,11,0,0,6,143,2,0,0,0
Aaron Rodgers,26.00,34,20,199,2,0,0,4,16,1,0,0,0,0,0,0,0
C.J. Anderson,25.00,0,0,0,0,0,0,20,92,1,0,4,47,1,0,0,0
Spencer Ware,25.00,0,0,0,0,0,0,11,70,1,0,7,129,0,0,0,0
Antonio Brown,24.00,0,0,0,0,0,0,0,0,0,0,8,126,2,0,0,0
A.J. Green,24.00,0,0,0,0,0,0,0,0,0,0,12,180,1,0,0,0
Eli Manning,24.00,28,19,207,3,1,0,0,0,0,0,0,0,0,0,0,0
Derek Carr,23.00,38,24,319,1,0,2,2,16,0,0,0,0,0,0,0,0
Willie Snead,23.00,0,0,0,0,0,0,0,0,0,0,9,172,1,0,0,0
Carson Wentz,23.00,37,22,278,2,0,0,2,1,0,0,0,0,0,0,0,0
Cam Newton,22.00,33,18,194,1,1,0,11,54,1,0,0,0,0,0,0,0
Carson Palmer,22.00,37,24,271,2,0,0,2,1,0,0,0,0,0,0,0,0
Theo Riddick,22.00,0,0,0,0,0,0,7,45,1,0,5,63,1,0,0,0
Larry Fitzgerald,20.00,0,0,0,0,0,0,0,0,0,0,8,81,2,0,0,0
Carlos Hyde,20.00,0,0,0,0,0,0,23,88,2,0,2,5,0,0,0,0
Marcus Mariota,20.00,41,25,271,2,1,0,4,19,0,0,0,0,0,0,1,0
Brock Osweiler,20.00,35,22,231,2,1,0,4,14,0,0,0,0,0,0,0,0
Andy Dalton,18.00,30,23,366,1,1,0,3,7,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,18.00,35,19,189,2,1,0,4,15,0,0,0,0,0,0,0,0
David Johnson,18.00,0,0,0,0,0,0,16,89,1,0,4,43,0,0,0,0
DeMarco Murray,18.00,0,0,0,0,0,0,13,42,0,0,5,35,2,0,1,0
Ameer Abdullah,17.00,0,0,0,0,0,0,12,63,0,0,5,57,1,0,0,0
Melvin Gordon,17.00,0,0,0,0,0,0,14,57,2,0,0,0,0,0,0,0
Jordan Matthews,17.00,0,0,0,0,0,0,0,0,0,0,7,114,1,0,0,0
Danny Woodhead,17.00,0,0,0,0,0,0,16,89,0,0,5,31,1,0,0,0
Blake Bortles,16.00,39,24,320,1,1,0,2,2,0,0,0,0,0,0,0,0
Will Fuller,16.00,0,0,0,0,0,0,0,0,0,0,5,107,1,0,0,0
Blaine Gabbert,16.00,35,22,170,1,0,0,9,43,0,0,1,-16,0,0,0,0
Jimmy Garoppolo,16.00,33,24,264,1,0,0,4,12,0,0,1,3,0,0,1,0
Mohamed Sanu,16.00,0,0,0,0,0,0,0,0,0,0,5,80,1,1,0,0
Mike Wallace,16.00,0,0,0,0,0,0,1,11,0,0,3,91,1,0,0,0
Doug Baldwin,15.00,0,0,0,0,0,0,0,0,0,0,9,92,1,0,0,0
Kelvin Benjamin,15.00,0,0,0,0,0,0,0,0,0,0,6,91,1,0,0,0
Amari Cooper,15.00,0,0,0,0,0,0,0,0,0,0,6,137,0,1,0,0
Jack Doyle,15.00,0,0,0,0,0,0,0,0,0,0,3,35,2,0,0,0
Mike Evans,15.00,0,0,0,0,0,0,0,0,0,0,5,99,1,0,0,0
Joe Flacco,15.00,33,22,258,1,0,0,4,-3,0,0,0,0,0,0,1,0
Jalen Richard,15.00,0,0,0,0,0,0,3,84,1,0,2,11,0,0,0,0
Philip Rivers,15.00,36,25,243,1,0,0,2,9,0,0,0,0,0,0,0,0
Matt Forte,14.00,0,0,0,0,0,0,22,96,0,0,5,59,0,0,0,0
Ryan Tannehill,14.00,29,16,186,0,0,0,5,17,1,0,0,0,0,0,0,0
Russell Wilson,14.00,43,27,258,1,1,0,4,16,0,0,0,0,0,0,1,0
Dwayne Allen,13.00,0,0,0,0,0,0,0,0,0,0,4,53,1,1,0,0
Isaiah Crowell,13.00,0,0,0,0,0,0,12,62,1,0,2,16,0,0,0,0
