,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Russell Wilson,49.00,43,29,378,5,0,1,1,21,0,0,0,0,0,0,0,0
Jimmy Garoppolo,36.00,37,28,317,4,0,0,3,2,0,0,0,0,0,0,0,0
Christian McCaffrey,34.00,0,0,0,0,0,0,24,146,2,0,3,20,1,0,0,0
Matthew Stafford,31.00,41,26,406,3,1,0,3,6,0,0,0,0,0,0,1,0
Lamar Jackson,30.00,23,17,163,1,0,0,16,61,2,0,0,0,0,0,0,0
Ryan Fitzpatrick,29.00,36,24,288,3,0,0,5,2,0,0,0,0,0,0,0,0
Tyler Lockett,27.00,0,0,0,0,0,0,0,0,0,0,13,152,2,0,0,0
Dak Prescott,27.00,35,22,257,3,1,0,3,12,0,0,0,0,0,0,0,0
Kirk Cousins,26.00,38,19,220,3,0,0,1,5,0,0,0,0,0,0,0,0
Kyler Murray,26.00,24,17,241,2,0,1,5,34,0,0,0,0,0,0,0,0
Kenyan Drake,24.00,0,0,0,0,0,0,15,110,1,0,4,52,0,1,0,0
Mike Evans,24.00,0,0,0,0,0,0,0,0,0,0,12,180,1,0,0,0
Josh Jacobs,24.00,0,0,0,0,0,0,28,120,2,0,0,0,0,0,0,0
Ryan Tannehill,24.00,39,27,331,1,2,0,4,38,1,0,0,0,0,0,0,0
Jameis Winston,24.00,44,29,335,2,0,0,2,8,0,0,0,0,0,0,1,0
Derek Carr,23.00,31,20,289,2,0,0,0,0,0,0,0,0,0,0,0,0
Deshaun Watson,23.00,28,22,201,2,0,0,7,37,0,0,0,0,0,0,0,0
Melvin Gordon,22.00,0,0,0,0,0,0,20,80,2,0,3,29,0,0,0,0
Derrick Henry,21.00,0,0,0,0,0,0,13,63,1,0,3,36,1,0,0,0
Brian Hoyer,21.00,26,17,168,3,1,0,1,6,0,0,0,0,0,0,1,0
Brandon Allen,20.00,20,12,193,2,0,0,5,13,0,0,0,0,0,0,0,0
Tyreek Hill,20.00,0,0,0,0,0,0,1,5,0,0,6,140,1,0,0,0
D.K. Metcalf,20.00,0,0,0,0,0,0,1,7,0,0,6,123,1,1,0,0
Josh Allen,19.00,20,14,160,1,0,0,8,12,1,0,0,0,0,0,0,0
Kyle Allen,19.00,32,17,232,2,1,0,3,-4,0,0,0,0,0,0,0,0
Kenny Golladay,19.00,0,0,0,0,0,0,0,0,0,0,4,132,1,0,0,0
David Montgomery,19.00,0,0,0,0,0,0,14,40,2,0,3,36,0,0,0,0
Devin Singletary,19.00,0,0,0,0,0,0,20,95,1,0,3,45,0,0,0,0
Preston Williams,19.00,0,0,0,0,0,0,0,0,0,0,5,72,2,0,0,0
Marvin Jones,18.00,0,0,0,0,0,0,0,0,0,0,8,126,1,0,0,0
Baker Mayfield,18.00,42,27,273,1,0,0,3,22,0,0,0,0,0,0,0,0
Damien Williams,18.00,0,0,0,0,0,0,12,125,1,0,2,3,0,0,0,0
Noah Fant,17.00,0,0,0,0,0,0,0,0,0,0,3,115,1,0,0,0
Matt Moore,17.00,35,25,275,1,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Sanders,17.00,0,0,0,0,0,0,0,0,0,0,7,112,1,0,0,0
Zach Ertz,16.00,0,0,0,0,0,0,0,0,0,0,9,103,1,0,0,0
Carson Wentz,16.00,39,26,239,1,0,0,4,15,0,0,0,0,0,0,0,0
Tom Brady,15.00,46,30,285,1,1,0,0,0,0,0,0,0,0,0,0,0
Jacob Hollister,15.00,0,0,0,0,0,0,0,0,0,0,4,37,2,0,0,0
Carlos Hyde,15.00,0,0,0,0,0,0,19,160,0,0,0,0,0,0,1,0
Daniel Jones,15.00,41,26,210,1,1,0,6,54,0,0,0,0,0,0,2,0
Phillip Lindsay,15.00,0,0,0,0,0,0,9,92,1,0,0,0,0,0,0,0
Amari Cooper,14.00,0,0,0,0,0,0,0,0,0,0,4,80,1,0,0,0
Jamison Crowder,14.00,0,0,0,0,0,0,0,0,0,0,8,83,1,0,0,0
Sam Darnold,14.00,39,27,260,1,1,0,2,1,0,0,0,0,0,0,0,0
Jordan Howard,14.00,0,0,0,0,0,0,19,82,1,0,1,1,0,0,0,0
Andy Isabella,14.00,0,0,0,0,0,0,0,0,0,0,1,88,1,0,0,0
Aaron Rodgers,14.00,35,23,161,1,0,0,1,5,0,1,0,0,0,0,0,0
Mohamed Sanu,14.00,0,0,0,0,0,0,0,0,0,0,10,81,1,0,0,0
Ezekiel Elliott,13.00,0,0,0,0,0,0,23,139,0,0,0,0,0,0,0,0
Duke Johnson,13.00,0,0,0,0,0,0,7,13,1,0,5,68,0,0,0,0
Ronald Jones II,13.00,0,0,0,0,0,0,18,67,1,0,2,15,0,0,0,0
George Kittle,13.00,0,0,0,0,0,0,0,0,0,0,6,79,1,0,0,0
J.D. McKissic,13.00,0,0,0,0,0,0,4,32,0,0,3,40,1,0,0,0
Zach Pascal,13.00,0,0,0,0,0,0,0,0,0,0,5,76,1,0,0,0
Curtis Samuel,13.00,0,0,0,0,0,0,1,10,0,0,3,64,1,0,0,0
James White,13.00,0,0,0,0,0,0,9,38,1,0,2,46,0,0,0,0
Mark Ingram,12.00,0,0,0,0,0,0,15,115,0,0,2,29,0,0,1,0
Adrian Peterson,12.00,0,0,0,0,0,0,18,108,0,0,1,22,0,0,0,0
Le'Veon Bell,11.00,0,0,0,0,0,0,17,66,0,0,8,55,0,0,0,0
Chris Carson,11.00,0,0,0,0,0,0,16,105,0,0,2,28,0,0,1,0
Dalvin Cook,11.00,0,0,0,0,0,0,21,71,0,0,4,45,0,0,0,0
Jarvis Landry,11.00,0,0,0,0,0,0,0,0,0,0,6,51,1,0,0,0
DeVante Parker,11.00,0,0,0,0,0,0,0,0,0,0,4,57,1,0,0,0
Hunter Renfrow,11.00,0,0,0,0,0,0,0,0,0,0,6,54,1,0,0,0
Philip Rivers,11.00,28,21,294,0,0,0,3,0,0,0,0,0,0,0,0,0
Mason Rudolph,11.00,35,26,191,1,1,0,3,5,0,0,0,0,0,0,0,0
Courtland Sutton,11.00,0,0,0,0,0,0,1,7,0,0,5,56,1,0,0,0
Mike Williams,11.00,0,0,0,0,0,0,1,2,0,0,3,111,0,0,0,0
DeAndre Hopkins,10.00,0,0,0,0,0,0,1,6,0,0,8,48,1,0,0,0
Blake Jarwin,10.00,0,0,0,0,0,0,0,0,0,0,1,42,1,0,0,0
D.J. Moore,10.00,0,0,0,0,0,0,0,0,0,0,7,101,0,0,0,0
Breshad Perriman,10.00,0,0,0,0,0,0,0,0,0,0,4,42,1,0,0,0
Jamaal Williams,10.00,0,0,0,0,0,0,2,10,0,0,6,39,1,0,0,0
Austin Ekeler,9.00,0,0,0,0,0,0,12,70,0,0,4,23,0,0,0,0
Michael Gallup,9.00,0,0,0,0,0,0,0,0,0,0,2,33,1,0,0,0
Mike Gesicki,9.00,0,0,0,0,0,0,0,0,0,0,6,95,0,0,0,0
Vance McDonald,9.00,0,0,0,0,0,0,0,0,0,0,5,30,1,0,0,0
Gardner Minshew,9.00,47,27,309,0,2,0,4,34,0,0,0,0,0,0,2,0
Saquon Barkley,8.00,0,0,0,0,0,0,14,28,0,0,6,67,0,0,0,0
Odell Beckham Jr.,8.00,0,0,0,0,0,0,1,-5,0,0,5,87,0,0,0,0
Nick Boyle,8.00,0,0,0,0,0,0,0,0,0,0,5,27,1,0,0,0
Matt Breida,8.00,0,0,0,0,0,0,15,78,0,0,2,14,0,0,0,0
A.J. Brown,8.00,0,0,0,0,0,0,0,0,0,0,4,81,0,0,0,0
Nick Chubb,8.00,0,0,0,0,0,0,20,65,0,0,4,26,0,0,0,0
Keelan Cole,8.00,0,0,0,0,0,0,0,0,0,0,5,80,0,0,0,0
Jack Doyle,8.00,0,0,0,0,0,0,0,0,0,0,3,22,1,0,0,0
Gus Edwards,8.00,0,0,0,0,0,0,7,27,1,0,0,0,0,0,0,0
Hunter Henry,8.00,0,0,0,0,0,0,0,0,0,0,7,84,0,0,0,0
