,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Aaron Rodgers,50.00,37,24,338,6,0,0,2,17,0,0,0,0,0,0,0,0
Robert Griffin III,36.00,22,17,182,1,1,0,13,138,2,0,0,0,0,0,0,0
Shonn Greene,34.00,0,0,0,0,0,0,32,161,3,0,0,0,0,0,0,0
Jordy Nelson,30.00,0,0,0,0,0,0,0,0,0,0,9,121,3,0,0,0
Josh Freeman,29.00,26,15,328,3,1,0,3,5,0,0,0,0,0,0,0,0
Russell Wilson,29.00,27,16,293,3,0,0,5,17,0,0,0,0,0,0,1,0
Peyton Manning,28.00,30,24,309,3,1,0,3,-3,0,0,0,0,0,0,0,0
Andy Dalton,26.00,46,31,381,3,3,0,2,5,0,0,0,0,0,0,1,0
A.J. Green,25.00,0,0,0,0,0,0,0,0,0,0,7,135,2,0,0,0
Michael Vick,25.00,46,28,311,2,2,0,9,59,0,0,0,0,0,0,0,0
Christian Ponder,24.00,52,35,352,2,2,1,4,13,0,0,0,0,0,0,1,0
Sam Bradford,23.00,39,26,315,0,0,1,4,34,1,0,0,0,0,0,0,0
Tom Brady,23.00,58,36,395,2,2,0,0,0,0,0,0,0,0,0,0,0
Ray Rice,22.00,0,0,0,0,0,0,16,63,2,0,1,43,0,0,0,0
Matthew Stafford,22.00,45,22,311,1,1,0,3,7,1,0,0,0,0,0,0,0
Dez Bryant,21.00,0,0,0,0,0,0,0,0,0,0,13,95,2,0,0,0
Antonio Gates,20.00,0,0,0,0,0,0,0,0,0,0,6,81,2,0,0,0
Tony Romo,20.00,36,25,261,2,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Tannehill,20.00,29,21,185,2,0,0,4,16,0,0,0,0,0,0,0,0
Jeremy Maclin,19.00,0,0,0,0,0,0,0,0,0,0,6,130,1,0,0,0
Ben Roethlisberger,19.00,40,24,363,1,1,0,1,14,0,0,0,0,0,0,0,0
Brandon Weeden,19.00,29,17,231,2,1,0,3,3,0,0,0,0,0,0,0,0
Wes Welker,19.00,0,0,0,0,0,0,0,0,0,0,10,138,1,0,0,0
Vincent Jackson,18.00,0,0,0,0,0,0,0,0,0,0,4,66,2,0,0,0
Ahmad Bradshaw,17.00,0,0,0,0,0,0,27,116,1,0,1,4,0,0,0,0
Carson Palmer,17.00,33,23,353,1,1,0,0,0,0,0,0,0,0,0,1,0
Mike Williams,17.00,0,0,0,0,0,0,0,0,0,0,4,113,1,0,0,0
Felix Jones,16.00,0,0,0,0,0,0,18,92,1,0,1,13,0,0,0,0
Denarius Moore,16.00,0,0,0,0,0,0,0,0,0,0,5,104,1,0,0,0
C.J. Spiller,16.00,0,0,0,0,0,0,12,88,1,0,4,22,0,0,0,0
Eric Decker,15.00,0,0,0,0,0,0,0,0,0,0,6,98,1,0,0,0
Larry Fitzgerald,15.00,0,0,0,0,0,0,0,0,0,0,6,93,1,0,0,0
Joe Flacco,15.00,26,17,234,1,0,0,2,2,0,0,0,0,0,0,0,0
Arian Foster,15.00,0,0,0,0,0,0,17,29,2,0,1,12,0,0,0,0
Josh Gordon,15.00,0,0,0,0,0,0,0,0,0,0,3,99,1,0,0,0
Matt Hasselbeck,15.00,44,25,290,1,1,0,1,2,0,0,0,0,0,0,0,0
James Jones,15.00,0,0,0,0,0,0,0,0,0,0,3,33,2,0,0,0
Kevin Kolb,15.00,26,14,128,1,1,0,5,66,0,0,0,0,0,0,0,0
Mark Sanchez,15.00,18,11,82,2,0,0,1,-1,0,0,0,0,0,0,0,0
Mike Wallace,15.00,0,0,0,0,0,0,0,0,0,0,2,94,1,0,0,0
Darren McFadden,14.00,0,0,0,0,0,0,27,70,1,0,3,28,0,0,1,0
Sidney Rice,14.00,0,0,0,0,0,0,0,0,0,0,3,81,1,0,0,0
Doug Baldwin,13.00,0,0,0,0,0,0,0,0,0,0,2,74,1,0,0,0
Percy Harvin,13.00,0,0,0,0,0,0,2,1,0,0,11,133,0,0,0,0
Fred Jackson,13.00,0,0,0,0,0,0,16,53,1,0,5,30,0,0,1,0
Calvin Johnson,13.00,0,0,0,0,0,0,0,0,0,0,6,135,0,0,0,0
Eli Manning,13.00,28,15,193,1,0,0,3,-2,0,0,0,0,0,0,0,0
Kyle Rudolph,13.00,0,0,0,0,0,0,0,0,0,0,6,56,1,1,0,0
Roddy White,13.00,0,0,0,0,0,0,0,0,0,0,6,72,1,0,0,0
Kenny Britt,12.00,0,0,0,0,0,0,0,0,0,0,4,62,1,0,0,0
Tom Crabtree,12.00,0,0,0,0,0,0,0,0,0,0,2,62,1,0,0,0
Jermaine Gresham,12.00,0,0,0,0,0,0,0,0,0,0,3,68,1,0,0,0
Michael Jenkins,12.00,0,0,0,0,0,0,0,0,0,0,6,67,1,0,0,0
Doug Martin,12.00,0,0,0,0,0,0,13,76,0,0,2,55,0,0,0,0
Adrian Peterson,12.00,0,0,0,0,0,0,17,79,0,0,7,50,0,0,0,0
LeGarrette Blount,11.00,0,0,0,0,0,0,7,58,1,0,0,0,0,0,0,0
Victor Cruz,11.00,0,0,0,0,0,0,0,0,0,0,6,58,1,0,0,0
Montario Hardesty,11.00,0,0,0,0,0,0,15,56,1,0,1,9,0,0,0,0
Chris Johnson,11.00,0,0,0,0,0,0,19,91,0,0,4,23,0,0,0,0
Isaac Redman,11.00,0,0,0,0,0,0,5,14,0,0,4,105,0,0,0,0
Philip Rivers,11.00,41,25,241,2,4,0,0,0,0,0,0,0,0,0,2,0
Nate Burleson,10.00,0,0,0,0,0,0,2,22,0,0,4,24,1,0,0,0
Randall Cobb,10.00,0,0,0,0,0,0,0,0,0,0,7,102,0,0,0,0
LeSean McCoy,10.00,0,0,0,0,0,0,14,22,0,0,7,26,1,0,0,0
Marlon Moore,10.00,0,0,0,0,0,0,0,0,0,0,3,46,1,0,0,0
Alfred Morris,10.00,0,0,0,0,0,0,16,47,1,0,1,9,0,0,0,0
Matt Ryan,10.00,37,24,249,1,3,0,1,15,0,0,0,0,0,0,0,0
Brandon Stokley,10.00,0,0,0,0,0,0,0,0,0,0,4,48,1,0,0,0
Anquan Boldin,9.00,0,0,0,0,0,0,0,0,0,0,5,98,0,0,0,0
Anthony Fasano,9.00,0,0,0,0,0,0,0,0,0,0,4,33,1,0,0,0
Brandon Gibson,9.00,0,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0
Aaron Hernandez,9.00,0,0,0,0,0,0,0,0,0,0,6,30,1,0,0,0
Steven Jackson,9.00,0,0,0,0,0,0,12,52,0,0,3,28,0,1,0,0
Mikel Leshoure,9.00,0,0,0,0,0,0,15,70,0,0,3,24,0,0,0,0
Willis McGahee,9.00,0,0,0,0,0,0,17,56,0,0,4,42,0,0,0,0
DeMarco Murray,9.00,0,0,0,0,0,0,14,93,0,0,1,4,0,0,0,0
Daryl Richardson,9.00,0,0,0,0,0,0,11,76,0,0,2,23,0,0,0,0
Demaryius Thomas,9.00,0,0,0,0,0,0,0,0,0,0,2,37,1,0,0,0
Baron Batch,8.00,0,0,0,0,0,0,10,22,1,0,1,3,0,0,0,0
Braylon Edwards,8.00,0,0,0,0,0,0,0,0,0,0,2,21,1,0,0,0
Chris Givens,8.00,0,0,0,0,0,0,0,0,0,0,3,85,0,0,0,0
Mike Goodson,8.00,0,0,0,0,0,0,4,59,0,0,1,37,0,0,0,0
Derek Hagan,8.00,0,0,0,0,0,0,0,0,0,0,4,85,0,0,0,0
Stephen Hill,8.00,0,0,0,0,0,0,0,0,0,0,3,23,1,0,0,0
