,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Doug Martin,51.00,0,0,0,0,0,0,25,251,4,0,4,21,0,0,0,0
Carson Palmer,36.00,61,39,414,4,3,1,1,3,0,0,0,0,0,0,0,0
Aaron Rodgers,33.00,30,14,218,4,1,0,8,33,0,0,0,0,0,0,0,0
Adrian Peterson,31.00,0,0,0,0,0,0,17,182,2,0,3,11,0,0,0,0
Brandon Marshall,30.00,0,0,0,0,0,0,0,0,0,0,9,122,3,0,0,0
Andrew Luck,29.00,48,30,433,2,0,0,1,5,0,0,0,0,0,0,0,0
Jay Cutler,27.00,26,19,229,3,0,0,1,12,0,0,0,0,0,0,1,0
Russell Wilson,26.00,24,16,173,3,0,0,9,27,0,0,0,0,0,0,0,0
Mikel Leshoure,25.00,0,0,0,0,0,0,16,70,3,0,0,0,0,0,0,0
Peyton Manning,25.00,35,27,291,3,2,0,2,-2,0,0,0,0,0,0,0,0
Cam Newton,23.00,23,13,201,1,0,0,8,37,1,0,0,0,0,0,0,0
Josh Freeman,22.00,30,18,247,2,0,0,5,22,0,0,0,0,0,0,1,0
Matt Schaub,22.00,27,19,268,2,0,0,1,-1,0,0,0,0,0,0,0,0
Eric Decker,21.00,0,0,0,0,0,0,0,0,0,0,8,99,2,0,0,0
Drew Brees,20.00,27,21,239,2,0,0,1,-1,0,0,0,0,0,0,1,0
Matt Forte,20.00,0,0,0,0,0,0,12,103,1,0,2,45,0,0,0,0
Marshawn Lynch,20.00,0,0,0,0,0,0,26,124,1,0,2,26,0,0,0,0
Isaac Redman,20.00,0,0,0,0,0,0,26,147,1,0,2,4,0,0,0,0
Chris Johnson,19.00,0,0,0,0,0,0,16,141,1,0,4,10,0,0,2,0
Michael Vick,19.00,41,22,272,1,1,0,6,53,0,0,0,0,0,0,0,0
Blaine Gabbert,18.00,38,27,220,2,2,1,3,4,0,0,0,0,0,0,0,0
