,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Ben Roethlisberger,48.00,37,25,340,6,0,0,2,1,0,0,0,0,0,0,1,0
Andrew Luck,38.00,46,25,354,4,0,0,2,5,0,0,0,0,0,0,0,0
Tom Brady,35.00,53,33,333,4,1,0,2,4,0,0,0,0,0,0,0,0
Ryan Tannehill,33.00,34,24,288,3,0,0,4,47,0,0,0,0,0,0,0,0
Jeremy Hill,27.00,0,0,0,0,0,0,24,154,2,0,1,9,0,0,0,0
Jeremy Maclin,27.00,0,0,0,0,0,0,0,0,0,0,6,158,2,0,0,0
Eli Manning,26.00,52,27,359,2,0,0,1,18,0,0,0,0,0,0,1,0
Matt Asiata,25.00,0,0,0,0,0,0,10,26,3,1,4,31,0,0,0,0
Marshawn Lynch,25.00,0,0,0,0,0,0,21,67,2,0,5,76,0,0,0,0
Peyton Manning,25.00,57,34,438,2,2,0,2,3,0,0,0,0,0,0,0,0
Carson Palmer,25.00,34,22,249,3,1,0,2,-2,0,0,0,0,0,0,0,0
Mike Evans,24.00,0,0,0,0,0,0,0,0,0,0,7,124,2,0,0,0
Allen Hurns,23.00,0,0,0,0,0,0,0,0,0,0,7,112,2,0,0,0
Mark Ingram,23.00,0,0,0,0,0,0,30,100,2,0,1,10,0,0,0,0
Ryan Fitzpatrick,22.00,27,13,203,2,1,0,6,49,0,0,0,0,0,0,0,0
Joe Flacco,22.00,45,30,303,2,1,0,1,2,0,0,0,0,0,0,0,0
Alfred Morris,22.00,0,0,0,0,0,0,19,92,2,0,2,17,0,0,0,0
Blake Bortles,20.00,33,22,247,2,1,0,4,10,0,0,0,0,0,0,0,0
Drew Brees,20.00,34,24,297,1,1,0,4,2,1,0,0,0,0,0,1,0
Antonio Brown,20.00,0,0,0,0,0,0,0,0,0,0,11,144,1,0,0,0
Brian Hoyer,20.00,34,21,300,2,2,0,2,5,0,0,0,0,0,0,0,0
Mike Glennon,19.00,33,17,260,2,2,0,3,17,0,0,0,0,0,0,0,0
Alex Smith,19.00,31,21,199,2,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Bridgewater,18.00,42,26,268,1,0,0,3,20,0,0,0,0,0,0,0,0
Andy Dalton,18.00,31,19,233,2,2,0,2,11,0,0,0,0,0,0,0,0
Andre Ellington,18.00,0,0,0,0,0,0,21,95,0,0,4,39,1,0,0,0
DeSean Jackson,18.00,0,0,0,0,0,0,0,0,0,0,4,120,1,0,0,0
Arian Foster,17.00,0,0,0,0,0,0,15,56,0,0,2,63,1,0,0,0
Ronnie Hillman,17.00,0,0,0,0,0,0,10,16,1,0,7,47,1,0,0,0
DeAndre Hopkins,17.00,0,0,0,0,0,0,0,0,0,0,6,115,1,0,0,0
