,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Philip Rivers,33.00,23,17,295,4,1,0,4,-7,0,0,0,0,0,0,0,0
Aaron Rodgers,33.00,34,27,289,3,0,0,5,41,0,0,0,0,0,0,0,0
Peyton Hillis,32.00,0,0,0,0,0,0,29,184,2,0,3,36,0,0,1,0
Arian Foster,31.00,0,0,0,0,0,0,27,127,2,0,4,70,0,0,0,0
Eli Manning,29.00,32,21,290,3,0,0,1,-1,0,0,0,0,0,0,0,0
Matthew Stafford,28.00,36,20,240,2,0,0,4,11,1,0,0,0,0,0,0,0
Michael Vick,27.00,29,17,218,1,0,0,10,74,1,0,0,0,0,0,0,0
Terrell Owens,26.00,0,0,0,0,0,0,0,0,0,0,10,141,2,0,0,0
Adrian Peterson,26.00,0,0,0,0,0,0,15,81,1,0,4,63,1,0,0,0
Brett Favre,25.00,47,36,446,2,2,0,2,1,0,0,0,0,0,0,0,0
Seyi Ajirotutu,23.00,0,0,0,0,0,0,0,0,0,0,4,111,2,0,0,0
Jay Cutler,23.00,30,17,188,2,0,1,5,39,0,0,0,0,0,0,1,0
Mark Sanchez,23.00,39,22,336,1,1,0,3,1,1,0,0,0,0,0,0,0
Joe Flacco,22.00,27,20,266,2,0,0,4,7,0,0,0,0,0,0,0,0
Michael Turner,22.00,0,0,0,0,0,0,24,107,2,0,0,0,0,0,0,0
Ahmad Bradshaw,20.00,0,0,0,0,0,0,19,57,2,0,4,35,0,0,0,0
Tom Brady,20.00,36,19,224,2,0,0,1,1,0,0,0,0,0,0,0,0
Drew Brees,20.00,43,27,253,2,1,0,0,0,0,0,0,0,0,0,0,0
Matt Cassel,19.00,35,20,216,2,1,0,3,14,0,0,0,0,0,0,0,0
Carson Palmer,19.00,36,22,248,2,1,0,0,0,0,0,0,0,0,0,0,0
Brandon Jackson,18.00,0,0,0,0,0,0,13,42,1,0,4,26,1,0,0,0
DeSean Jackson,18.00,0,0,0,0,0,0,3,20,0,0,7,109,1,0,0,0
