,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Alfred Morris,39.00,0,0,0,0,0,0,33,200,3,0,2,12,0,0,0,0
Eli Manning,38.00,21,13,208,5,0,0,0,0,0,0,0,0,0,0,0,0
Drew Brees,37.00,43,29,396,4,1,0,0,0,0,0,0,0,0,0,0,0
Aaron Rodgers,37.00,40,28,365,4,0,0,0,0,0,0,0,0,0,0,1,0
DeAngelo Williams,33.00,0,0,0,0,0,0,21,210,2,0,1,3,0,0,0,0
Adrian Peterson,31.00,0,0,0,0,0,0,34,199,1,0,1,2,1,0,0,0
Peyton Manning,30.00,29,23,304,3,0,0,0,0,0,0,0,0,0,0,0,0
Michael Crabtree,29.00,0,0,0,0,0,0,0,0,0,0,8,172,2,0,0,0
Christian Ponder,28.00,28,16,234,3,0,0,2,16,0,0,0,0,0,0,0,0
Russell Wilson,27.00,19,15,250,1,0,0,10,58,1,0,0,0,0,0,0,0
Terrelle Pryor,26.00,28,13,150,2,1,0,9,49,1,0,0,0,0,0,0,0
Greg Jennings,24.00,0,0,0,0,0,0,0,0,0,0,8,120,2,0,0,0
Matthew Stafford,24.00,42,24,272,3,1,0,3,9,0,0,0,0,0,0,2,0
Tom Brady,23.00,36,22,284,2,0,0,0,0,0,0,0,0,0,0,0,0
Colin Kaepernick,23.00,28,16,276,2,0,0,3,5,0,0,0,0,0,0,0,0
Ben Roethlisberger,23.00,23,15,134,3,0,0,2,-2,0,0,0,0,0,0,0,0
Mike Tolbert,22.00,0,0,0,0,0,0,10,25,3,0,1,22,0,0,0,0
Michael Floyd,21.00,0,0,0,0,0,0,0,0,0,0,8,166,1,0,1,0
Doug Martin,21.00,0,0,0,0,0,0,28,142,1,0,4,18,0,0,0,0
Ahmad Bradshaw,20.00,0,0,0,0,0,0,16,107,1,0,1,41,0,0,0,0
Eric Decker,19.00,0,0,0,0,0,0,0,0,0,0,7,76,2,0,0,0
Andrew Luck,19.00,28,14,191,2,0,0,5,1,0,0,0,0,0,0,0,0
Stevan Ridley,19.00,0,0,0,0,0,0,20,74,2,0,0,0,0,0,0,0
Jay Cutler,18.00,31,18,257,1,0,0,5,29,0,0,0,0,0,0,0,0
Matt Forte,18.00,0,0,0,0,0,0,24,103,1,0,2,21,0,0,0,0
Chad Henne,18.00,41,25,298,2,3,0,2,13,0,0,0,0,0,0,0,0
Philip Rivers,18.00,17,13,151,2,0,0,3,-3,0,0,0,0,0,0,0,0
Demaryius Thomas,18.00,0,0,0,0,0,0,0,0,0,0,7,122,1,0,0,0
Marques Colston,17.00,0,0,0,0,0,0,0,0,0,0,5,52,2,0,0,0
Arian Foster,17.00,0,0,0,0,0,0,16,96,1,0,2,23,0,0,0,0
