,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Ben Roethlisberger,45.00,25,22,328,5,0,0,3,27,0,0,0,0,0,0,0,0
Mitchell Trubisky,41.00,30,23,355,3,0,1,3,18,1,0,0,0,0,0,0,0
Drew Brees,34.00,25,22,265,3,0,0,2,3,1,0,0,0,0,0,0,0
Russell Wilson,33.00,26,17,176,3,0,0,9,92,0,0,0,0,0,0,1,0
Nick Chubb,32.00,0,0,0,0,0,0,20,176,1,0,3,33,1,0,0,0
Christian McCaffrey,31.00,0,0,0,0,0,0,14,77,1,0,5,61,2,0,0,0
Ezekiel Elliott,30.00,0,0,0,0,0,0,19,151,1,0,6,36,1,0,0,0
David Johnson,29.00,0,0,0,0,0,0,21,98,1,0,7,85,1,0,0,0
Aaron Jones,28.00,0,0,0,0,0,0,15,145,2,0,3,27,0,0,0,0
Baker Mayfield,28.00,20,17,216,3,0,0,6,20,0,0,0,0,0,0,0,0
Andrew Luck,27.00,29,21,285,3,1,0,5,-2,0,0,0,0,0,0,0,0
Zach Ertz,26.00,0,0,0,0,0,0,0,0,0,0,14,145,2,0,0,0
Matt Breida,25.00,0,0,0,0,0,0,17,101,1,0,3,31,1,0,0,0
Tyreek Hill,25.00,0,0,0,0,0,0,1,20,0,0,7,117,2,0,0,0
Eli Manning,25.00,31,19,188,3,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Mariota,25.00,24,16,228,2,0,0,2,21,0,0,1,21,0,0,0,0
Allen Robinson,25.00,0,0,0,0,0,0,0,0,0,0,6,133,2,0,0,0
Matt Ryan,25.00,52,38,330,2,0,0,3,13,0,0,0,0,0,0,1,0
Blake Bortles,24.00,38,26,320,2,0,0,2,8,0,0,0,0,0,0,0,0
Eric Ebron,24.00,0,0,0,0,0,0,1,2,1,0,3,69,2,0,0,0
Jared Goff,24.00,39,28,318,2,0,0,3,3,0,0,0,0,0,0,0,0
Carson Wentz,24.00,44,32,360,2,1,0,2,7,0,0,0,0,0,0,0,0
Patrick Mahomes,23.00,28,21,249,2,0,0,4,21,0,0,0,0,0,0,0,0
LeSean McCoy,23.00,0,0,0,0,0,0,26,113,2,0,1,5,0,0,0,0
Leonard Fournette,22.00,0,0,0,0,0,0,24,53,1,0,5,56,1,0,0,0
Melvin Gordon,22.00,0,0,0,0,0,0,18,93,0,0,5,72,1,0,0,0
Todd Gurley,22.00,0,0,0,0,0,0,16,120,1,0,3,40,0,0,0,0
Dak Prescott,22.00,36,26,270,1,0,0,6,9,1,0,0,0,0,0,0,0
Matt Barkley,21.00,25,15,232,2,0,0,3,-2,0,0,0,0,0,0,0,0
Mark Ingram,21.00,0,0,0,0,0,0,13,104,0,0,3,58,1,0,0,0
Alvin Kamara,21.00,0,0,0,0,0,0,12,56,2,0,4,46,0,0,0,0
Aaron Rodgers,21.00,28,19,199,2,0,0,6,21,0,0,0,0,0,0,0,0
Odell Beckham Jr.,19.00,0,0,0,0,0,0,0,0,0,0,4,73,2,0,0,0
Kerryon Johnson,19.00,0,0,0,0,0,0,14,51,1,0,6,38,1,0,1,0
Michael Thomas,19.00,0,0,0,0,0,0,0,0,0,0,8,70,2,0,0,0
Corey Davis,18.00,0,0,0,0,0,0,0,0,0,0,7,125,1,0,0,0
Anthony Miller,18.00,0,0,0,0,0,0,0,0,0,0,5,122,1,0,0,0
Cam Newton,18.00,29,23,193,2,1,0,2,10,0,0,0,0,0,0,0,0
Philip Rivers,18.00,26,18,223,2,1,0,1,1,0,0,0,0,0,0,0,0
Matthew Stafford,18.00,42,25,274,2,2,0,2,9,0,0,0,0,0,0,0,0
Davante Adams,17.00,0,0,0,0,0,0,0,0,0,0,4,57,2,0,0,0
Derrick Henry,17.00,0,0,0,0,0,0,11,58,2,0,0,0,0,0,0,0
Brandin Cooks,16.00,0,0,0,0,0,0,1,9,1,0,10,100,0,0,0,0
Julio Jones,16.00,0,0,0,0,0,0,0,0,0,0,7,107,1,0,0,0
