,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Marcus Mariota,40.00,39,28,371,4,0,1,1,5,0,0,0,0,0,0,0,0
Aaron Rodgers,40.00,48,25,369,4,1,1,4,22,0,0,0,0,0,0,0,0
Cam Newton,38.00,30,15,297,3,1,0,9,57,1,0,0,0,0,0,0,0
Drew Brees,37.00,39,28,387,3,1,0,3,-1,1,0,0,0,0,0,0,0
DeAngelo Williams,36.00,0,0,0,0,0,0,27,170,2,0,2,55,0,1,0,0
Derek Carr,34.00,44,24,301,4,1,0,2,3,0,0,0,0,0,0,0,0
Antonio Brown,29.00,0,0,0,0,0,0,2,22,0,0,17,284,0,0,1,0
Matt Cassel,28.00,38,25,299,3,1,0,2,17,0,0,0,0,0,0,0,0
Andy Dalton,27.00,27,21,234,3,0,0,6,5,0,0,0,0,0,0,0,0
Blake Bortles,25.00,40,24,381,2,2,0,4,32,0,0,0,0,0,0,1,0
Andrew Luck,25.00,36,21,252,2,0,0,6,34,0,0,0,0,0,0,0,0
Lamar Miller,25.00,0,0,0,0,0,0,12,44,2,0,7,97,0,0,0,0
Ben Roethlisberger,25.00,44,24,334,2,1,1,0,0,0,0,0,0,0,0,0,0
Cole Beasley,23.00,0,0,0,0,0,0,0,0,0,0,9,112,2,0,0,0
Tyler Eifert,23.00,0,0,0,0,0,0,0,0,0,0,5,53,3,0,0,0
Delanie Walker,23.00,0,0,0,0,0,0,0,0,0,0,7,95,2,1,0,0
Karlos Williams,23.00,0,0,0,0,0,0,9,110,2,0,0,0,0,0,0,0
Michael Crabtree,22.00,0,0,0,0,0,0,0,0,0,0,7,108,2,0,0,0
Jay Cutler,22.00,40,27,345,2,1,0,3,-2,0,0,0,0,0,0,1,0
Ryan Fitzpatrick,22.00,34,21,272,2,0,0,4,0,0,0,0,0,0,0,0,0
Jeremy Langford,22.00,0,0,0,0,0,0,18,72,1,1,3,70,0,0,0,0
Sammy Watkins,22.00,0,0,0,0,0,0,0,0,0,0,8,168,1,0,0,0
Tom Brady,21.00,39,26,299,2,1,0,1,-1,0,0,0,0,0,0,0,0
DeMarco Murray,21.00,0,0,0,0,0,0,18,83,1,0,6,78,0,0,0,0
Peyton Manning,19.00,36,21,281,2,2,0,0,0,0,0,0,0,0,0,0,0
Jordan Matthews,19.00,0,0,0,0,0,0,0,0,0,0,9,133,1,0,0,0
Adrian Peterson,19.00,0,0,0,0,0,0,29,125,1,0,2,18,0,0,0,0
LeGarrette Blount,18.00,0,0,0,0,0,0,29,129,1,0,0,0,0,0,0,0
Blaine Gabbert,18.00,25,15,185,2,2,0,8,32,0,0,0,0,0,0,0,0
Allen Hurns,18.00,0,0,0,0,0,0,0,0,0,0,5,122,1,0,0,0
Matt Ryan,18.00,45,30,303,1,0,0,1,2,0,0,0,0,0,0,0,0
Sam Bradford,17.00,36,25,295,1,0,0,1,-1,0,0,0,0,0,0,0,0
LeSean McCoy,17.00,0,0,0,0,0,0,16,112,1,0,2,7,0,0,0,0
Philip Rivers,17.00,42,26,280,1,0,0,0,0,0,0,0,0,0,0,0,0
James Starks,17.00,0,0,0,0,0,0,10,39,0,0,6,83,1,0,0,0
Tyrod Taylor,17.00,12,11,181,1,0,0,10,44,0,0,0,0,0,0,0,0
Jameis Winston,17.00,36,19,247,0,0,0,3,24,1,0,0,0,0,0,0,0
Dez Bryant,16.00,0,0,0,0,0,0,0,0,0,0,5,104,1,0,0,0
Owen Daniels,16.00,0,0,0,0,0,0,0,0,0,0,6,102,1,0,0,0
Todd Gurley,16.00,0,0,0,0,0,0,24,89,1,0,3,20,0,0,0,0
Chris Ivory,16.00,0,0,0,0,0,0,23,26,2,0,3,22,0,0,0,0
Eli Manning,16.00,40,26,213,2,2,0,1,-1,0,0,0,0,0,0,0,0
Danny Woodhead,16.00,0,0,0,0,0,0,6,33,0,0,6,78,1,0,0,0
Randall Cobb,15.00,0,0,0,0,0,0,0,0,0,0,4,99,1,0,0,0
Frank Gore,15.00,0,0,0,0,0,0,28,83,1,0,1,19,0,0,0,0
Alshon Jeffery,15.00,0,0,0,0,0,0,0,0,0,0,10,151,0,0,0,0
Johnny Manziel,15.00,33,15,168,1,0,0,4,31,0,0,0,0,0,0,0,0
Emmanuel Sanders,15.00,0,0,0,0,0,0,0,0,0,0,6,90,1,0,0,0
Amari Cooper,14.00,0,0,0,0,0,0,0,0,0,0,7,88,1,0,0,0
Mike Evans,14.00,0,0,0,0,0,0,0,0,0,0,8,150,0,0,1,0
Garrett Celek,13.00,0,0,0,0,0,0,0,0,0,0,2,12,2,0,0,0
Brandin Cooks,13.00,0,0,0,0,0,0,0,0,0,0,4,71,1,0,0,0
Eric Decker,13.00,0,0,0,0,0,0,0,0,0,0,6,79,1,0,0,0
Devonta Freeman,13.00,0,0,0,0,0,0,12,12,0,0,8,67,1,0,0,0
Devin Funchess,13.00,0,0,0,0,0,0,0,0,0,0,3,71,1,0,0,0
Julio Jones,13.00,0,0,0,0,0,0,0,0,0,0,10,137,0,0,0,0
Richard Rodgers,13.00,0,0,0,0,0,0,0,0,0,0,5,19,2,0,0,0
Teddy Bridgewater,12.00,21,13,144,0,1,0,3,17,1,1,0,0,0,0,0,0
Kirk Cousins,12.00,40,22,217,1,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Mathews,12.00,0,0,0,0,0,0,11,67,1,0,0,0,0,0,0,0
Greg Olsen,12.00,0,0,0,0,0,0,0,0,0,0,4,66,1,0,0,0
Allen Robinson,12.00,0,0,0,0,0,0,0,0,0,0,6,121,0,0,0,0
Davante Adams,11.00,0,0,0,0,0,0,0,0,0,0,7,93,0,1,0,0
Martellus Bennett,11.00,0,0,0,0,0,0,0,0,0,0,8,57,1,0,0,0
Philly Brown,11.00,0,0,0,0,0,0,1,-12,0,0,2,50,1,0,0,0
Darren McFadden,11.00,0,0,0,0,0,0,27,117,0,0,1,5,0,0,0,0
Ryan Tannehill,11.00,35,26,307,0,0,0,2,3,0,0,1,9,0,0,1,0
Bryan Walters,11.00,0,0,0,0,0,0,0,0,0,0,5,54,1,0,0,0
Antonio Andrews,10.00,0,0,0,0,0,0,19,88,0,0,1,23,0,0,0,0
Odell Beckham Jr.,10.00,0,0,0,0,0,0,0,0,0,0,9,105,0,0,0,0
Julian Edelman,10.00,0,0,0,0,0,0,0,0,0,0,5,55,1,0,1,0
Brandon LaFell,10.00,0,0,0,0,0,0,0,0,0,0,5,102,0,0,0,0
Brandon Marshall,10.00,0,0,0,0,0,0,0,0,0,0,4,44,1,0,0,0
Rueben Randle,10.00,0,0,0,0,0,0,0,0,0,0,5,40,1,0,0,0
Mohamed Sanu,10.00,0,0,0,0,0,0,1,25,1,0,3,25,0,0,0,0
Brandon Bolden,9.00,0,0,0,0,0,0,1,12,0,0,3,27,1,0,0,0
Martavis Bryant,9.00,0,0,0,0,0,0,0,0,0,0,3,31,1,0,0,0
Anthony Fasano,9.00,0,0,0,0,0,0,0,0,0,0,3,33,1,0,0,0
Mark Ingram,9.00,0,0,0,0,0,0,22,54,0,0,4,42,0,0,0,0
Duke Johnson,9.00,0,0,0,0,0,0,3,0,0,0,2,38,1,0,0,0
Willie Snead,9.00,0,0,0,0,0,0,0,0,0,0,6,95,0,0,0,0
Shane Vereen,9.00,0,0,0,0,0,0,6,14,0,0,4,29,1,0,0,0
T.J. Yeldon,9.00,0,0,0,0,0,0,14,64,0,0,3,37,0,0,0,0
Giovani Bernard,8.00,0,0,0,0,0,0,13,72,0,0,1,14,0,0,0,0
Kenny Britt,8.00,0,0,0,0,0,0,0,0,0,0,3,87,0,0,0,0
Jerricho Cotchery,8.00,0,0,0,0,0,0,0,0,0,0,3,82,0,0,0,0
Shaun Draughn,8.00,0,0,0,0,0,0,16,58,0,0,4,38,0,0,0,0
Josh Hill,8.00,0,0,0,0,0,0,0,0,0,0,2,21,1,0,0,0
T.Y. Hilton,8.00,0,0,0,0,0,0,0,0,0,0,5,82,0,0,0,0
Jarvis Landry,8.00,1,1,9,0,0,0,5,20,0,0,10,67,0,0,0,0
Zach Miller,8.00,0,0,0,0,0,0,0,0,0,0,2,23,1,0,0,0
Latavius Murray,8.00,0,0,0,0,0,0,17,96,0,0,2,-1,0,0,1,0
Tavon Austin,7.00,0,0,0,0,0,0,8,66,0,0,4,15,0,0,0,0
Harry Douglas,7.00,0,0,0,0,0,0,0,0,0,0,5,73,0,0,0,0
Jack Doyle,7.00,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,0
Pierre Garcon,7.00,0,0,0,0,0,0,0,0,0,0,4,70,0,0,0,0
Dorial Green-Beckham,7.00,0,0,0,0,0,0,0,0,0,0,5,77,0,0,0,0
Justin Hunter,7.00,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0
Jesse James,7.00,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0
Marvin Jones,7.00,0,0,0,0,0,0,0,0,0,0,5,78,0,0,0,0
Jamize Olawale,7.00,0,0,0,0,0,0,1,19,1,0,0,0,0,0,0,0
Quinton Patton,7.00,0,0,0,0,0,0,0,0,0,0,3,70,0,0,0,0
Jordan Reed,7.00,0,0,0,0,0,0,0,0,0,0,3,18,1,0,0,0
Seth Roberts,7.00,0,0,0,0,0,0,0,0,0,0,3,73,0,0,0,0
Kenny Stills,7.00,0,0,0,0,0,0,0,0,0,0,3,74,0,0,0,0
Griff Whalen,7.00,0,0,0,0,0,0,0,0,0,0,5,73,0,0,0,0
Ahmad Bradshaw,6.00,0,0,0,0,0,0,6,3,0,0,1,8,1,0,0,0
Nick Foles,6.00,33,18,168,0,0,0,1,2,0,0,0,0,0,0,0,0
Antonio Gates,6.00,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0
Michael Hoomanawanui,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Stevie Johnson,6.00,0,0,0,0,0,0,0,0,0,0,7,68,0,0,0,0
Charles Sims,6.00,0,0,0,0,0,0,8,78,0,0,1,4,0,0,1,0
Jonathan Stewart,6.00,0,0,0,0,0,0,20,66,0,0,1,2,0,0,0,0
Jacob Tamme,6.00,0,0,0,0,0,0,0,0,0,0,6,61,0,0,0,0
Clive Walford,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Benjamin Watson,6.00,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
Brandon Coleman,5.00,0,0,0,0,0,0,0,0,0,0,2,58,0,0,0,0
Jamison Crowder,5.00,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0
Isaiah Crowell,5.00,0,0,0,0,0,0,10,38,0,0,3,26,0,0,0,0
Melvin Gordon,5.00,0,0,0,0,0,0,11,31,0,0,3,25,0,0,0,0
A.J. Green,5.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0
Jeremy Hill,5.00,0,0,0,0,0,0,15,52,0,0,1,0,0,0,0,0
Adam Humphries,5.00,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0
James Jones,5.00,0,0,0,0,0,0,0,0,0,0,2,57,0,0,0,0
Rishard Matthews,5.00,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0
Demaryius Thomas,5.00,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0
Jay Ajayi,4.00,0,0,0,0,0,0,5,41,0,0,0,0,0,0,0,0
Jeff Cumberland,4.00,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0
Stefon Diggs,4.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0
Zach Ertz,4.00,0,0,0,0,0,0,0,0,0,0,5,44,0,0,0,0
Rob Gronkowski,4.00,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0
Rashad Jennings,4.00,0,0,0,0,0,0,13,48,0,0,1,-1,0,0,0,0
Dion Lewis,4.00,0,0,0,0,0,0,4,14,0,0,4,39,0,0,0,0
Torrey Smith,4.00,0,0,0,0,0,0,0,0,0,0,2,44,0,0,0,0
Kenbrell Thompkins,4.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
Jason Witten,4.00,0,0,0,0,0,0,0,0,0,0,6,43,0,0,0,0
C.J. Anderson,3.00,0,0,0,0,0,0,7,34,0,0,1,4,0,0,0,0
Gary Barnidge,3.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
Dwayne Bowe,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Marques Colston,3.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
Landry Jones,3.00,6,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug Martin,3.00,0,0,0,0,0,0,11,31,0,0,2,12,0,0,1,0
Heath Miller,3.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0
Donte Moncrief,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Kyle Rudolph,3.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
Andre Williams,3.00,0,0,0,0,0,0,7,30,0,0,1,7,0,0,0,0
Danny Amendola,2.00,0,0,0,0,0,0,1,8,0,0,4,24,0,0,0,0
Miles Austin,2.00,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0
Travis Benjamin,2.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0
Ka'Deem Carey,2.00,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0
Orleans Darkwa,2.00,0,0,0,0,0,0,6,23,0,0,0,0,0,0,0,0
Coby Fleener,2.00,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0
Bennie Fowler,2.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
Kendall Gaskins,2.00,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0
Ted Ginn Jr.,2.00,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
Charles Johnson,2.00,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0
Matt Jones,2.00,0,0,0,0,0,0,11,27,0,0,2,17,0,0,1,0
Lance Kendricks,2.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Jeremy Kerley,2.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
Marcedes Lewis,2.00,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0
Marc Mariani,2.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
Dexter McCluster,2.00,0,0,0,0,0,0,8,19,0,0,2,28,0,0,1,0
Marcel Reece,2.00,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0
Andre Roberts,2.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
Darren Sproles,2.00,0,0,0,0,0,0,5,23,0,0,2,3,0,0,0,0
Craig Stevens,2.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Chris Thompson,2.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
Roddy White,2.00,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
Terrance Williams,2.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0
Stedman Bailey,1.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Cameron Brate,1.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
Donald Brown,1.00,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0
Jared Cook,1.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Jerome Cunningham,1.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
Jim Dray,1.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Rhett Ellison,1.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Virgil Green,1.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Justin Hardy,1.00,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0
Javontee Herndon,1.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Josh Huff,1.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
Dontrelle Inman,1.00,0,0,0,0,0,0,0,0,0,0,3,28,0,0,1,0
DeSean Jackson,1.00,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
Vance McDonald,1.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Jerick McKinnon,1.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Alfred Morris,1.00,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0
Aaron Ripkowski,1.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
Mychal Rivera,1.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Antone Smith,1.00,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0
Lee Smith,1.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Zac Stacy,1.00,0,0,0,0,0,0,1,3,0,0,1,16,0,0,0,0
Julius Thomas,1.00,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
Pierre Thomas,1.00,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0
Will Tye,1.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Fozzy Whittaker,1.00,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0
Marquess Wilson,1.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Jarius Wright,1.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Matt Asiata,0.00,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Josh Bellamy,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Rex Burkhead,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Jordan Cameron,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Scott Chandler,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Charles Clay,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Tevin Coleman,0.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Ed Dickson,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Donteea Dye,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Bruce Ellington,0.00,0,0,0,0,0,0,1,7,0,0,2,2,0,0,0,0
Taylor Gabriel,0.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Jimmy Garoppolo,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
Dwayne Harris,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Shaun Hill,0.00,6,2,15,0,0,0,1,-1,0,0,0,0,0,0,0,0
Ronnie Hillman,0.00,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
Nic Jacobs,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Colin Kaepernick,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Lacy,0.00,0,0,0,0,0,0,5,10,0,0,0,0,0,0,1,0
Jorvorskie Lane,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Bradley Marquez,0.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Tre Mason,0.00,0,0,0,0,0,0,3,3,0,0,1,-4,0,0,0,0
A.J. McCarron,0.00,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
Bruce Miller,0.00,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
MyCole Pruitt,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Brian Quick,0.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
Bobby Rainey,0.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Denard Robinson,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
