,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Philip Rivers,33.00,37,28,387,3,0,0,1,5,0,0,0,0,0,0,0,0
Matthew Stafford,32.00,29,20,323,3,0,0,2,2,0,0,0,0,0,1,0,0
DeShone Kizer,28.00,30,16,314,2,1,0,6,61,0,0,0,0,0,0,0,0
Andy Dalton,26.00,44,23,222,3,0,0,2,-2,0,0,0,0,0,0,0,0
Keenan Allen,25.00,0,0,0,0,0,0,0,0,0,0,9,133,1,0,0,1
Dion Lewis,25.00,0,0,0,0,0,0,26,93,1,0,6,40,1,0,0,0
Jameis Winston,25.00,51,28,363,1,3,1,5,32,1,0,0,0,0,0,0,0
Latavius Murray,23.00,0,0,0,0,0,0,20,111,2,0,1,3,0,0,0,0
Russell Wilson,23.00,29,18,221,2,0,0,5,36,0,0,0,0,0,0,0,0
Doug Baldwin,21.00,0,0,0,0,0,0,0,0,0,0,4,90,2,0,0,0
Orleans Darkwa,21.00,0,0,0,0,0,0,20,154,1,0,0,0,0,0,0,0
David Fales,20.00,42,29,265,1,1,0,4,8,1,0,0,0,0,0,0,0
Carlos Hyde,20.00,0,0,0,0,0,0,15,88,2,0,2,10,0,0,1,0
JuJu Smith-Schuster,20.00,0,0,0,0,0,0,0,0,0,0,9,143,1,0,0,0
Tom Brady,19.00,37,18,190,2,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Garoppolo,19.00,33,20,292,2,2,0,2,-1,0,0,0,0,0,0,0,0
Matt Ryan,19.00,45,28,317,1,0,0,3,14,0,0,0,0,0,0,0,0
Joe Flacco,18.00,47,25,203,2,1,0,0,0,0,0,0,0,0,0,0,0
Rashard Higgins,18.00,0,0,0,0,0,0,0,0,0,0,3,68,2,0,0,0
Alvin Kamara,18.00,0,0,0,0,0,0,9,44,1,0,6,84,0,0,0,0
Paxton Lynch,18.00,31,21,254,2,2,0,3,13,0,0,0,0,0,0,1,0
Golden Tate,18.00,0,0,0,0,0,1,0,0,0,0,7,104,1,0,0,0
Amari Cooper,17.00,0,0,0,0,0,0,0,0,0,0,3,115,1,0,0,0
