,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Darren McFadden,38.00,0,0,0,0,0,0,16,123,2,0,3,86,1,0,0,0
Matt Schaub,31.00,62,31,393,3,2,1,1,8,0,0,0,0,0,0,0,0
Michael Turner,30.00,0,0,0,0,0,0,28,112,3,0,1,12,0,0,0,0
Alex Smith,29.00,27,17,255,3,0,0,4,12,0,0,0,0,0,0,0,0
Kerry Collins,27.00,39,28,244,3,0,0,0,0,0,0,0,0,0,0,0,0
DeSean Jackson,27.00,0,0,0,0,0,0,2,6,0,0,4,210,1,0,0,0
Tom Brady,26.00,40,27,369,2,0,0,0,0,0,0,0,0,0,0,0,0
Andre Johnson,26.00,0,0,0,0,0,0,0,0,0,0,9,140,2,0,0,0
David Garrard,25.00,22,11,159,3,1,0,5,32,0,0,0,0,0,0,0,0
Tim Hightower,25.00,0,0,0,0,0,0,18,148,2,0,0,0,0,0,1,0
Michael Vick,25.00,26,16,270,2,2,0,8,16,1,0,0,0,0,0,0,0
Jason Campbell,24.00,30,21,324,2,0,0,0,0,0,0,0,0,0,0,0,0
Peyton Manning,24.00,35,25,319,2,0,0,0,0,0,0,0,0,0,0,0,0
Chris Johnson,23.00,0,0,0,0,0,0,22,111,1,0,8,68,0,0,0,0
Drew Brees,22.00,40,25,221,3,2,0,1,7,0,0,0,0,0,0,0,0
Deion Branch,21.00,0,0,0,0,0,0,0,0,0,0,8,151,1,0,0,0
Joe Flacco,21.00,33,22,235,2,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Garcon,21.00,0,0,0,0,0,0,0,0,0,0,6,93,2,0,0,0
Donovan McNabb,21.00,35,22,228,2,0,0,0,0,0,0,0,0,0,0,0,0
Jon Kitna,19.00,35,24,242,2,2,0,3,27,0,0,0,0,0,0,0,0
Derrick Mason,19.00,0,0,0,0,0,0,0,0,0,0,6,78,2,0,0,0
Josh Freeman,18.00,25,15,266,1,0,0,6,10,0,1,0,0,0,0,1,0
Philip Rivers,18.00,24,18,226,2,1,0,2,5,0,0,0,0,0,0,1,0
Ryan Torain,18.00,0,0,0,0,0,0,24,172,0,0,2,10,0,0,0,0
Jason Witten,18.00,0,0,0,0,0,0,0,0,0,0,7,69,2,0,0,0
Ahmad Bradshaw,17.00,0,0,0,0,0,0,11,103,1,0,5,12,0,0,0,0
Malcom Floyd,17.00,0,0,0,0,0,0,0,0,0,0,4,51,2,0,0,0
Brandon Jacobs,17.00,0,0,0,0,0,0,14,116,1,0,0,0,0,0,0,0
Maurice Jones-Drew,17.00,0,0,0,0,0,0,23,101,1,0,3,19,0,0,0,0
Knowshon Moreno,17.00,0,0,0,0,0,0,19,81,1,0,5,32,0,0,0,0
Marques Colston,16.00,0,0,0,0,0,0,0,0,0,0,5,46,2,0,0,0
Rashad Jennings,16.00,0,0,0,0,0,0,5,109,1,0,0,0,0,0,0,0
Brian Westbrook,16.00,0,0,0,0,0,0,9,23,0,0,6,87,1,0,0,0
Ryan Fitzpatrick,14.00,23,14,142,1,0,0,4,49,0,0,0,0,0,0,1,0
Matt Hasselbeck,14.00,42,27,285,2,4,0,1,5,0,0,0,0,0,0,1,0
Felix Jones,14.00,0,0,0,0,0,0,13,41,1,0,4,42,0,0,0,0
LeSean McCoy,14.00,0,0,0,0,0,0,16,149,0,0,3,4,0,0,0,0
Josh Morgan,14.00,0,0,0,0,0,0,0,0,0,0,3,82,1,0,0,0
Santana Moss,14.00,0,0,0,0,0,0,0,0,0,0,7,82,1,0,0,0
Bo Scaife,14.00,0,0,0,0,0,0,0,0,0,0,4,20,2,0,0,0
Arrelious Benn,13.00,0,0,0,0,0,0,1,17,0,0,4,122,0,0,0,0
Vernon Davis,13.00,0,0,0,0,0,0,0,0,0,0,5,70,1,0,0,0
Mike Goodson,13.00,0,0,0,0,0,0,9,70,1,0,1,6,0,0,0,0
Jacoby Jones,13.00,0,0,0,0,0,0,0,0,0,0,5,52,1,1,0,0
Ruvell Martin,13.00,0,0,0,0,0,0,0,0,0,0,4,73,1,0,0,0
Lance Moore,13.00,0,0,0,0,0,0,0,0,0,0,5,70,1,0,0,0
Matt Ryan,13.00,34,20,227,1,1,0,1,4,0,0,0,0,0,0,0,0
Mike Tolbert,13.00,0,0,0,0,0,0,16,66,1,0,1,13,0,0,0,0
Deon Butler,12.00,0,0,0,0,0,0,1,2,0,0,5,68,1,0,0,0
Arian Foster,12.00,0,0,0,0,0,0,20,100,0,0,4,25,0,0,0,0
Ryan Mathews,12.00,0,0,0,0,0,0,16,65,1,0,1,6,0,0,0,0
Ben Roethlisberger,12.00,33,21,258,0,0,0,3,23,0,0,0,0,0,0,0,0
Jonathan Stewart,12.00,0,0,0,0,0,0,18,133,0,0,0,0,0,0,1,0
Sam Bradford,11.00,32,18,231,0,2,0,2,5,1,0,0,0,0,0,0,0
Fred Jackson,11.00,0,0,0,0,0,0,29,112,0,0,1,3,0,0,0,0
Steven Jackson,11.00,0,0,0,0,0,0,16,96,0,0,4,38,0,0,1,0
Marcedes Lewis,11.00,0,0,0,0,0,0,0,0,0,0,4,57,1,0,0,0
Louis Murphy,11.00,0,0,0,0,0,0,0,0,0,0,6,59,1,0,0,0
Ray Rice,11.00,0,0,0,0,0,0,19,54,0,0,8,66,0,0,0,0
Hines Ward,11.00,0,0,0,0,0,0,0,0,0,0,8,115,0,0,0,0
Wes Welker,11.00,0,0,0,0,0,0,0,0,0,0,8,115,0,0,0,0
Kellen Winslow,11.00,0,0,0,0,0,0,0,0,0,0,2,52,1,0,0,0
Rob Gronkowski,10.00,0,0,0,0,0,0,0,0,0,0,5,43,1,0,0,0
Jason Hill,10.00,0,0,0,0,0,0,0,0,0,0,1,48,1,0,0,0
Peyton Hillis,10.00,0,0,0,0,0,0,21,108,0,0,4,10,0,0,1,0
Javarris James,10.00,0,0,0,0,0,0,17,49,1,0,0,0,0,0,0,0
Darren Sproles,10.00,0,0,0,0,0,0,6,53,0,0,5,51,0,0,0,0
Drew Stanton,10.00,22,10,117,1,2,0,4,44,0,0,0,0,0,0,0,0
Reggie Wayne,10.00,0,0,0,0,0,0,0,0,0,0,4,106,0,0,0,0
Owen Daniels,9.00,0,0,0,0,0,0,0,0,0,0,5,91,0,0,0,0
Eli Manning,9.00,37,22,187,1,2,0,0,0,0,0,0,0,0,0,0,0
Hakeem Nicks,9.00,0,0,0,0,0,0,0,0,0,0,7,96,0,0,0,0
Kevin Boss,8.00,0,0,0,0,0,0,0,0,0,0,4,23,1,0,0,0
Tony Gonzalez,8.00,0,0,0,0,0,0,0,0,0,0,4,28,1,0,0,0
BenJarvus Green-Ellis,8.00,0,0,0,0,0,0,21,87,0,0,0,0,0,0,0,0
Mike Sims-Walker,8.00,0,0,0,0,0,0,0,0,0,0,2,23,1,0,0,0
Craig Stevens,8.00,0,0,0,0,0,0,0,0,0,0,3,20,1,0,0,0
Mike Wallace,8.00,0,0,0,0,0,0,1,12,0,0,5,78,0,0,0,0
Danny Woodhead,8.00,0,0,0,0,0,0,7,21,1,0,2,1,0,0,0,0
Larry Fitzgerald,7.00,0,0,0,0,0,0,0,0,0,0,6,72,0,0,0,0
Brandon Gibson,7.00,0,0,0,0,0,0,1,13,0,0,4,67,0,0,0,0
Will Heller,7.00,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0
Chad Johnson,7.00,0,0,0,0,0,0,0,0,0,0,6,71,0,0,0,0
Brandon Marshall,7.00,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0
David Nelson,7.00,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0
Carson Palmer,7.00,32,20,178,1,3,0,2,0,0,0,0,0,0,0,0,0
Mark Sanchez,7.00,44,17,216,0,1,0,2,20,0,0,0,0,0,0,1,0
Roddy White,7.00,0,0,0,0,0,0,0,0,0,0,8,79,0,0,0,0
Keiland Williams,7.00,0,0,0,0,0,0,4,16,0,0,3,60,0,0,0,0
Jerricho Cotchery,6.00,0,0,0,0,0,0,0,0,0,0,5,69,0,0,0,0
Anthony Dixon,6.00,0,0,0,0,0,0,14,60,0,0,1,8,0,0,0,0
Matt Flynn,6.00,26,15,177,0,1,0,3,10,0,0,0,0,0,0,0,0
Chad Henne,6.00,18,5,55,1,0,0,4,7,0,0,0,0,0,0,2,0
Willis McGahee,6.00,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0
Rashard Mendenhall,6.00,0,0,0,0,0,0,18,66,0,0,1,9,0,0,0,0
Zach Miller,6.00,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0
Logan Paulsen,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Sidney Rice,6.00,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
Laurent Robinson,6.00,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0
Chester Taylor,6.00,0,0,0,0,0,0,3,1,1,0,1,8,0,0,0,0
Earl Bennett,5.00,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0
LeGarrette Blount,5.00,0,0,0,0,0,0,15,68,0,0,0,0,0,0,1,0
Donald Brown,5.00,0,0,0,0,0,0,15,38,0,0,3,24,0,0,0,0
Reggie Bush,5.00,0,0,0,0,0,0,9,39,0,0,5,22,0,0,0,0
Matt Forte,5.00,0,0,0,0,0,0,9,25,0,0,2,36,0,0,0,0
Santonio Holmes,5.00,0,0,0,0,0,0,0,0,0,0,2,57,0,0,0,0
Greg Jennings,5.00,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0
Calvin Johnson,5.00,0,0,0,0,0,0,1,13,0,0,1,44,0,0,0,0
Marshawn Lynch,5.00,0,0,0,0,0,0,10,29,0,0,7,37,0,0,0,0
Maurice Morris,5.00,0,0,0,0,0,0,11,51,0,0,1,6,0,0,0,0
Andrew Quarless,5.00,0,0,0,0,0,0,0,0,0,0,5,62,0,0,1,0
John Skelton,5.00,37,15,146,0,0,0,3,9,0,0,0,0,0,0,0,0
Pierre Thomas,5.00,0,0,0,0,0,0,12,39,0,0,4,29,0,0,0,0
Kevin Walter,5.00,0,0,0,0,0,0,0,0,0,0,5,57,0,0,0,0
Kelley Washington,5.00,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0
Blair White,5.00,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,0
Miles Austin,4.00,0,0,0,0,0,0,1,26,0,0,2,22,0,0,0,0
Anquan Boldin,4.00,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0
Ronnie Brown,4.00,1,0,0,0,0,0,16,55,0,0,0,0,0,0,1,0
Jamaal Charles,4.00,0,0,0,0,0,0,10,40,0,0,2,9,0,0,0,0
Harry Douglas,4.00,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0
Jabar Gaffney,4.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
Darrius Heyward-Bey,4.00,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0
Chris Ivory,4.00,0,0,0,0,0,0,7,47,0,0,0,0,0,0,0,0
Stevie Johnson,4.00,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0
Mohamed Massaquoi,4.00,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0
Marcel Reece,4.00,0,0,0,0,0,0,2,3,0,0,4,48,0,0,0,0
Jonathan Stupar,4.00,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0
Brandon Tate,4.00,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0
LaDainian Tomlinson,4.00,0,0,0,0,0,0,19,49,0,0,2,5,0,0,0,0
Keith Toston,4.00,0,0,0,0,0,0,5,22,0,0,1,23,0,0,0,0
Nate Washington,4.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
Anthony Armstrong,3.00,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0
Lance Ball,3.00,0,0,0,0,0,0,8,38,0,0,1,-3,0,0,0,0
Martellus Bennett,3.00,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0
Cedric Benson,3.00,0,0,0,0,0,0,8,19,0,0,3,26,0,0,0,0
Bernard Berrian,3.00,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0
Jahvid Best,3.00,0,0,0,0,0,0,13,38,0,0,1,4,0,0,0,0
Jay Cutler,3.00,26,12,152,0,2,0,2,21,0,0,0,0,0,0,1,0
Anthony Fasano,3.00,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0
Jacoby Ford,3.00,0,0,0,0,0,0,1,-2,0,0,2,43,0,0,1,0
Shonn Greene,3.00,0,0,0,0,0,0,8,17,0,0,3,29,0,0,0,0
Vincent Jackson,3.00,0,0,0,0,0,0,1,14,0,0,2,29,0,0,0,0
James Jones,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Dustin Keller,3.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0
