,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Aaron Rodgers,35.00,33,21,243,4,0,0,3,24,0,0,0,0,0,0,0,0
Deshaun Watson,33.00,25,18,234,3,0,0,4,-1,0,0,1,6,1,0,0,0
Ryan Fitzpatrick,32.00,39,27,365,3,1,1,3,2,0,0,0,0,0,0,0,0
Tom Brady,30.00,47,24,326,3,1,0,1,13,0,0,0,0,0,0,0,0
Carson Wentz,30.00,46,28,310,3,1,1,0,0,0,0,0,0,0,0,0,0
Mitchell Trubisky,29.00,38,29,338,3,1,0,4,4,0,0,0,0,0,0,0,0
Kyle Allen,28.00,46,27,278,2,1,0,4,22,1,0,0,0,0,0,1,0
Jared Goff,28.00,43,32,424,2,0,0,0,0,0,0,0,0,0,0,0,0
James White,28.00,0,0,0,0,0,0,14,79,0,0,8,98,2,0,0,0
DeVante Parker,27.00,0,0,0,0,0,0,0,0,0,0,7,159,2,0,0,0
Dak Prescott,27.00,49,32,355,2,1,1,4,25,0,0,0,0,0,0,1,0
Josh Allen,25.00,24,19,231,1,0,0,10,43,1,0,0,0,0,0,0,0
Lamar Jackson,25.00,23,14,105,1,0,0,16,101,1,0,0,0,0,0,1,0
Derrius Guice,24.00,0,0,0,0,0,0,10,129,2,0,2,8,0,0,0,0
Rashaad Penny,22.00,0,0,0,0,0,0,15,74,1,0,4,33,1,0,0,0
David Blough,21.00,38,22,280,2,1,0,1,1,0,0,0,0,0,0,0,0
Kirk Cousins,21.00,38,22,276,2,1,0,0,0,0,0,0,0,0,0,0,0
Kenny Golladay,21.00,0,0,0,0,0,0,0,0,0,0,4,158,1,0,0,0
Patrick Mahomes,21.00,29,15,175,1,0,0,3,25,1,0,0,0,0,0,0,0
Matt Ryan,21.00,50,35,312,2,2,0,3,21,0,0,0,0,0,0,1,0
Derrick Henry,20.00,0,0,0,0,0,0,26,149,1,0,3,17,0,0,1,0
Raheem Mostert,20.00,0,0,0,0,0,0,19,146,1,0,2,8,0,0,0,0
Philip Rivers,20.00,29,20,265,2,1,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson,20.00,31,21,240,2,1,0,4,13,0,0,0,0,0,0,0,0
Alshon Jeffery,19.00,0,0,0,0,0,0,0,0,0,0,9,137,1,0,0,0
Courtland Sutton,19.00,0,0,0,0,0,0,0,0,0,0,4,74,2,0,0,0
Davante Adams,18.00,0,0,0,0,0,0,0,0,0,0,6,64,2,0,0,0
Peyton Barber,18.00,0,0,0,0,0,0,17,44,2,1,0,0,0,0,0,0
Ryan Tannehill,18.00,22,17,182,2,0,0,4,5,0,0,0,0,0,0,1,0
Cole Beasley,17.00,0,0,0,0,0,0,0,0,0,0,6,110,1,0,0,0
Todd Gurley,17.00,0,0,0,0,0,0,19,95,1,0,1,20,0,0,0,0
James Washington,17.00,0,0,0,0,0,0,0,0,0,0,4,111,1,0,0,0
Robert Woods,17.00,0,0,0,0,0,0,0,0,0,0,13,172,0,0,0,0
Chris Carson,16.00,0,0,0,0,0,0,23,102,1,0,1,7,0,0,0,0
Julian Edelman,16.00,0,0,0,0,0,0,1,-7,0,0,6,106,1,0,0,0
Tyler Higbee,16.00,0,0,0,0,0,0,0,0,0,0,7,107,1,0,0,0
Taysom Hill,16.00,1,0,0,0,0,0,2,33,1,0,2,12,1,0,0,0
Allen Lazard,16.00,0,0,0,0,0,0,0,0,0,0,3,103,1,0,0,0
Drew Lock,16.00,28,18,134,2,1,0,3,15,0,0,0,0,0,0,0,0
Miles Sanders,16.00,0,0,0,0,0,0,17,83,0,0,5,22,1,0,0,0
Andy Dalton,15.00,37,22,243,1,0,0,5,-4,0,0,0,0,0,0,0,0
Adrian Peterson,15.00,0,0,0,0,0,0,13,99,1,0,0,0,0,0,0,0
Devin Singletary,15.00,0,0,0,0,0,0,14,63,0,0,3,38,1,0,0,0
Jacoby Brissett,14.00,40,25,319,1,2,0,1,-1,0,0,0,0,0,0,0,0
Duke Johnson,14.00,0,0,0,0,0,0,9,36,0,0,5,54,1,0,0,0
Anthony Miller,14.00,0,0,0,0,0,0,0,0,0,0,9,140,0,0,0,0
David Montgomery,14.00,0,0,0,0,0,0,16,75,0,0,2,12,1,0,0,0
Allen Robinson,14.00,0,0,0,0,0,0,0,0,0,0,8,86,1,0,0,0
