,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Michael Vick,57.00,28,20,333,4,0,0,8,80,2,0,0,0,0,0,0,0
Matt Cassel,41.00,53,33,469,4,0,0,2,3,0,0,0,0,0,0,1,0
Tom Brady,38.00,43,30,350,3,0,0,1,3,1,0,0,0,0,0,0,0
Kyle Orton,35.00,34,22,296,4,0,0,1,-1,0,0,0,0,0,0,0,0
Ben Roethlisberger,32.00,49,30,387,3,1,0,1,12,0,0,0,0,0,0,0,0
Keiland Williams,31.00,0,0,0,0,0,0,16,89,2,0,4,50,1,0,0,0
Dwayne Bowe,30.00,0,0,0,0,0,0,0,0,0,0,13,186,2,0,0,0
Matt Ryan,30.00,50,32,316,3,0,0,1,5,0,0,0,0,0,0,0,0
Jon Kitna,29.00,22,13,327,3,1,0,5,2,0,0,0,0,0,0,0,0
David Garrard,28.00,31,24,342,2,0,0,7,35,0,0,0,0,0,0,0,0
Fred Jackson,27.00,0,0,0,0,0,0,25,133,1,0,6,37,1,0,1,0
Mark Sanchez,27.00,44,27,299,2,1,0,2,4,1,0,0,0,0,0,0,0
Jay Cutler,25.00,35,22,237,3,2,0,4,24,0,0,0,0,0,0,0,0
Joe Flacco,25.00,34,22,215,3,1,0,3,13,0,0,0,0,0,0,0,0
Rob Gronkowski,25.00,0,0,0,0,0,0,0,0,0,0,5,72,3,0,0,0
Matt Schaub,25.00,32,22,314,2,0,0,3,14,0,0,0,0,0,0,0,0
Mike Wallace,25.00,0,0,0,0,0,0,0,0,0,0,8,136,2,0,0,0
Roddy White,25.00,0,0,0,0,0,0,0,0,0,0,12,138,2,0,0,0
Maurice Jones-Drew,24.00,0,0,0,0,0,0,24,100,2,0,2,23,0,0,0,0
Eli Manning,23.00,48,33,373,2,2,0,3,17,0,0,0,0,0,0,0,0
Josh Freeman,21.00,24,18,241,2,0,0,5,19,0,0,0,0,0,0,1,0
Brandon Lloyd,21.00,0,0,0,0,0,0,0,0,0,0,6,90,2,0,0,0
Knowshon Moreno,21.00,0,0,0,0,0,0,22,106,0,0,3,50,1,0,0,0
Troy Smith,21.00,28,17,356,1,0,0,3,12,0,0,0,0,0,0,0,0
Mike Thomas,21.00,0,0,0,0,0,0,2,18,0,0,8,149,1,0,0,0
Frank Gore,20.00,0,0,0,0,0,0,22,87,1,0,3,67,0,0,0,0
Steven Jackson,20.00,0,0,0,0,0,0,20,81,1,0,8,67,0,0,0,0
Andre Johnson,20.00,0,0,0,0,0,0,0,0,0,0,9,146,1,0,0,0
Matt Hasselbeck,19.00,34,22,333,1,0,0,1,0,0,0,0,0,0,0,0,0
Felix Jones,19.00,0,0,0,0,0,0,14,51,0,0,3,85,1,0,0,0
Jamaal Charles,18.00,0,0,0,0,0,0,14,41,0,0,5,80,1,0,0,0
Calvin Johnson,18.00,0,0,0,0,0,0,0,0,0,0,10,128,1,0,0,0
Derek Anderson,17.00,45,23,322,1,1,1,0,0,0,0,0,0,0,0,1,0
Sam Bradford,17.00,42,30,251,1,0,0,2,11,0,0,0,0,0,0,0,0
Jerome Harrison,17.00,0,0,0,0,0,0,11,109,1,0,1,15,0,0,0,0
Chris Johnson,17.00,0,0,0,0,0,0,17,117,1,0,1,7,0,0,0,0
Donovan McNabb,17.00,31,17,295,2,3,0,1,0,0,0,0,0,0,0,0,0
Carson Palmer,17.00,42,31,292,2,3,0,0,0,0,0,0,0,0,0,0,0
Dez Bryant,16.00,0,0,0,0,0,0,0,0,0,0,3,104,1,0,0,0
Anthony Fasano,16.00,0,0,0,0,0,0,0,0,0,0,5,107,1,0,0,0
Shaun Hill,16.00,50,29,323,1,1,0,1,1,0,0,0,0,0,0,0,0
LeGarrette Blount,15.00,0,0,0,0,0,0,19,91,1,0,0,0,0,0,0,0
Justin Forsett,15.00,0,0,0,0,0,0,9,64,1,0,3,31,0,0,0,0
Peyton Hillis,15.00,0,0,0,0,0,0,19,82,1,0,4,27,0,0,1,0
DeSean Jackson,15.00,0,0,0,0,0,0,1,5,0,0,2,98,1,0,0,0
Mario Manningham,15.00,0,0,0,0,0,0,0,0,0,0,10,91,1,0,0,0
Colt McCoy,15.00,31,18,205,1,0,0,4,11,0,0,0,0,0,0,0,0
LeSean McCoy,15.00,0,0,0,0,0,0,11,43,0,0,5,51,1,0,0,0
Kevin Walter,15.00,0,0,0,0,0,0,0,0,0,0,6,90,1,0,0,0
